district,localities,facility,type,owned,rented,rentfree,total,pct
BAHAWALNAGAR DISTRICT,All,Bathroom,Shared,102667,5683,8430,116780,24.35
BAHAWALNAGAR DISTRICT,All,Bathroom,None,65470,1036,16857,83363,17.38
BAHAWALNAGAR DISTRICT,All,Latrine,Connected With Sewerage,52646,9023,2877,64546,13.46
BAHAWALNAGAR DISTRICT,All,Latrine,Connected With Septic Tank,64292,1636,3356,69284,14.45
BAHAWALNAGAR DISTRICT,All,Latrine,Connected With Open Drain,70293,4576,6562,81431,16.98
BAHAWALNAGAR DISTRICT,All,Latrine,Pit With Slab,130894,4450,8700,144044,30.03
BAHAWALNAGAR DISTRICT,All,Latrine,Other,8433,210,1399,10042,2.09
BAHAWALNAGAR DISTRICT,All,Latrine,None,89154,798,20332,110284,22.99
BAHAWALNAGAR DISTRICT,Rural,Kitchen,Separate,97321,1979,5050,104350,27.6
BAHAWALNAGAR DISTRICT,Rural,Kitchen,Shared,33054,822,1819,35695,9.44
BAHAWALNAGAR DISTRICT,Rural,Kitchen,None,203572,2496,31995,238063,62.96
BAHAWALNAGAR DISTRICT,Rural,Bathroom,Separate,191322,3169,15493,209984,55.54
BAHAWALNAGAR DISTRICT,Rural,Bathroom,Shared,79757,1468,7312,88537,23.42
BAHAWALNAGAR DISTRICT,Rural,Bathroom,None,62868,660,16059,79587,21.05
BAHAWALNAGAR DISTRICT,Rural,Latrine,Connected With Sewerage,13720,475,1301,15496,4.1
BAHAWALNAGAR DISTRICT,Rural,Latrine,Connected With Septic Tank,59458,867,3114,63439,16.78
BAHAWALNAGAR DISTRICT,Rural,Latrine,Connected With Open Drain,49055,942,5264,55261,14.62
BAHAWALNAGAR DISTRICT,Rural,Latrine,Pit With Slab,117022,2253,8175,127450,33.71
BAHAWALNAGAR DISTRICT,Rural,Latrine,Other,7363,88,1336,8787,2.32
BAHAWALNAGAR DISTRICT,Rural,Latrine,None,87329,672,19674,107675,28.48
BAHAWALNAGAR DISTRICT,Urban,Kitchen,Separate,41793,7910,1283,50986,50.22
BAHAWALNAGAR DISTRICT,Urban,Kitchen,Shared,14137,2584,561,17282,17.02
BAHAWALNAGAR DISTRICT,Urban,Kitchen,None,25835,4902,2518,33255,32.76
BAHAWALNAGAR DISTRICT,Urban,Bathroom,Separate,56253,10805,2446,69504,68.45999999999999
BAHAWALNAGAR DISTRICT,Urban,Bathroom,Shared,22910,4215,1118,28243,27.82
BAHAWALNAGAR DISTRICT,Urban,Bathroom,None,2602,376,798,3776,3.72
BAHAWALNAGAR DISTRICT,Urban,Latrine,Connected With Sewerage,38926,8548,1576,49050,48.31
BAHAWALNAGAR DISTRICT,Urban,Latrine,Connected With Septic Tank,4834,769,242,5845,5.76
BAHAWALNAGAR DISTRICT,Urban,Latrine,Connected With Open Drain,21238,3634,1298,26170,25.78
BAHAWALNAGAR DISTRICT,Urban,Latrine,Pit With Slab,13872,2197,525,16594,16.35
BAHAWALNAGAR DISTRICT,Urban,Latrine,Other,1070,122,63,1255,1.24
BAHAWALNAGAR DISTRICT,Urban,Latrine,None,1825,126,658,2609,2.57
BAHAWALPUR DISTRICT,All,Kitchen,Separate,189718,21658,5963,217339,37.67
BAHAWALPUR DISTRICT,All,Kitchen,Shared,48683,3847,1939,54469,9.44
BAHAWALPUR DISTRICT,All,Kitchen,None,272435,9381,23349,305165,52.89
BAHAWALPUR DISTRICT,All,Bathroom,Separate,269989,27321,11591,308901,53.54
BAHAWALPUR DISTRICT,All,Bathroom,Shared,88675,5694,4153,98522,17.08
BAHAWALPUR DISTRICT,All,Bathroom,None,152172,1871,15507,169550,29.39
BAHAWALPUR DISTRICT,All,Latrine,Connected With Sewerage,103952,25812,5207,134971,23.39
BAHAWALPUR DISTRICT,All,Latrine,Connected With Septic Tank,83492,1778,3660,88930,15.41
BAHAWALPUR DISTRICT,All,Latrine,Connected With Open Drain,68383,3934,3966,76283,13.22
BAHAWALPUR DISTRICT,All,Latrine,Pit With Slab,123870,1858,4396,130124,22.55
BAHAWALPUR DISTRICT,All,Latrine,Other,8151,289,439,8879,1.54
BAHAWALPUR DISTRICT,All,Latrine,None,122988,1215,13583,137786,23.88
BAHAWALPUR DISTRICT,Rural,Kitchen,Separate,109416,1425,3036,113877,29.34
BAHAWALPUR DISTRICT,Rural,Kitchen,Shared,26593,255,981,27829,7.17
BAHAWALPUR DISTRICT,Rural,Kitchen,None,224460,2564,19352,246376,63.49
BAHAWALPUR DISTRICT,Rural,Bathroom,Separate,162296,2492,7017,171805,44.27
BAHAWALPUR DISTRICT,Rural,Bathroom,Shared,55276,576,2577,58429,15.06
BAHAWALPUR DISTRICT,Rural,Bathroom,None,142897,1176,13775,157848,40.67
BAHAWALPUR DISTRICT,Rural,Latrine,Connected With Sewerage,18300,869,1429,20598,5.31
BAHAWALPUR DISTRICT,Rural,Latrine,Connected With Septic Tank,75369,1001,3157,79527,20.49
BAHAWALPUR DISTRICT,Rural,Latrine,Connected With Open Drain,33702,526,2392,36620,9.44
BAHAWALPUR DISTRICT,Rural,Latrine,Pit With Slab,110975,836,3750,115561,29.78
BAHAWALPUR DISTRICT,Rural,Latrine,Other,5188,51,268,5507,1.42
BAHAWALPUR DISTRICT,Rural,Latrine,None,116935,961,12373,130269,33.57
BAHAWALPUR DISTRICT,Urban,Kitchen,Separate,80302,20233,2927,103462,54.77
BAHAWALPUR DISTRICT,Urban,Kitchen,Shared,22090,3592,958,26640,14.1
BAHAWALPUR DISTRICT,Urban,Kitchen,None,47975,6817,3997,58789,31.12
BAHAWALPUR DISTRICT,Urban,Bathroom,Separate,107693,24829,4574,137096,72.58
BAHAWALPUR DISTRICT,Urban,Bathroom,Shared,33399,5118,1576,40093,21.23
BAHAWALPUR DISTRICT,Urban,Bathroom,None,9275,695,1732,11702,6.2
BAHAWALPUR DISTRICT,Urban,Latrine,Connected With Sewerage,85652,24943,3778,114373,60.55
BAHAWALPUR DISTRICT,Urban,Latrine,Connected With Septic Tank,8123,777,503,9403,4.98
BAHAWALPUR DISTRICT,Urban,Latrine,Connected With Open Drain,34681,3408,1574,39663,21
BAHAWALPUR DISTRICT,Urban,Latrine,Pit With Slab,12895,1022,646,14563,7.71
BAHAWALPUR DISTRICT,Urban,Latrine,Other,2963,238,171,3372,1.79
BAHAWALPUR DISTRICT,Urban,Latrine,None,6053,254,1210,7517,3.98
RAHIM YAR KHAN DISTRICT,All,Kitchen,Separate,196105,20083,8430,224618,32.08
RAHIM YAR KHAN DISTRICT,All,Kitchen,Shared,74849,4721,3137,82707,11.81
RAHIM YAR KHAN DISTRICT,All,Kitchen,None,348369,10813,33676,392858,56.11
RAHIM YAR KHAN DISTRICT,All,Bathroom,Separate,299065,26554,15906,341525,48.78
RAHIM YAR KHAN DISTRICT,All,Bathroom,Shared,136909,7275,6909,151093,21.58
RAHIM YAR KHAN DISTRICT,All,Bathroom,None,183349,1788,22428,207565,29.64
RAHIM YAR KHAN DISTRICT,All,Latrine,Connected With Sewerage,143947,26982,8708,179637,25.66
RAHIM YAR KHAN DISTRICT,All,Latrine,Connected With Septic Tank,76989,1439,4008,82436,11.77
RAHIM YAR KHAN DISTRICT,All,Latrine,Connected With Open Drain,76148,2710,5702,84560,12.08
RAHIM YAR KHAN DISTRICT,All,Latrine,Pit With Slab,182427,3108,7970,193505,27.64
RAHIM YAR KHAN DISTRICT,All,Latrine,Other,14513,364,1053,15930,2.28
RAHIM YAR KHAN DISTRICT,All,Latrine,None,125299,1014,17802,144115,20.58
RAHIM YAR KHAN DISTRICT,Rural,Kitchen,Separate,119782,2994,5300,128076,23.86
RAHIM YAR KHAN DISTRICT,Rural,Kitchen,Shared,55489,1277,2253,59019,11
RAHIM YAR KHAN DISTRICT,Rural,Kitchen,None,315146,3731,30705,349582,65.14
RAHIM YAR KHAN DISTRICT,Rural,Bathroom,Separate,204269,4780,11473,220522,41.09
RAHIM YAR KHAN DISTRICT,Rural,Bathroom,Shared,107716,2065,5462,115243,21.47
RAHIM YAR KHAN DISTRICT,Rural,Bathroom,None,178432,1157,21323,200912,37.44
RAHIM YAR KHAN DISTRICT,Rural,Latrine,Connected With Sewerage,39081,2836,3812,45729,8.52
RAHIM YAR KHAN DISTRICT,Rural,Latrine,Connected With Septic Tank,72699,790,3730,77219,14.39
RAHIM YAR KHAN DISTRICT,Rural,Latrine,Connected With Open Drain,66944,1330,4980,73254,13.65
RAHIM YAR KHAN DISTRICT,Rural,Latrine,Pit With Slab,175965,2169,7651,185785,34.62
RAHIM YAR KHAN DISTRICT,Rural,Latrine,Other,13252,203,902,14357,2.68
RAHIM YAR KHAN DISTRICT,Rural,Latrine,None,122476,674,17183,140333,26.15
RAHIM YAR KHAN DISTRICT,Urban,Kitchen,Separate,76323,17089,3130,96542,59.04
RAHIM YAR KHAN DISTRICT,Urban,Kitchen,Shared,19360,3444,884,23688,14.49
RAHIM YAR KHAN DISTRICT,Urban,Kitchen,None,33223,7082,2971,43276,26.47
RAHIM YAR KHAN DISTRICT,Urban,Bathroom,Separate,94796,21774,4433,121003,74.01000000000001
RAHIM YAR KHAN DISTRICT,Urban,Bathroom,Shared,29193,5210,1447,35850,21.93
RAHIM YAR KHAN DISTRICT,Urban,Bathroom,None,4917,631,1105,6653,4.07
RAHIM YAR KHAN DISTRICT,Urban,Latrine,Connected With Sewerage,104866,24146,4896,133908,81.90000000000001
RAHIM YAR KHAN DISTRICT,Urban,Latrine,Connected With Septic Tank,4290,649,278,5217,3.19
RAHIM YAR KHAN DISTRICT,Urban,Latrine,Connected With Open Drain,9204,1380,722,11306,6.91
RAHIM YAR KHAN DISTRICT,Urban,Latrine,Pit With Slab,6462,939,319,7720,4.72
RAHIM YAR KHAN DISTRICT,Urban,Latrine,Other,1261,161,151,1573,.96
RAHIM YAR KHAN DISTRICT,Urban,Latrine,None,2823,340,619,3782,2.31
DERA GHAZI KHAN DISTRICT,All,Kitchen,Separate,115986,8885,2390,127261,37.52
DERA GHAZI KHAN DISTRICT,All,Kitchen,Shared,45047,2367,1158,48572,14.32
DERA GHAZI KHAN DISTRICT,All,Kitchen,None,152474,4911,5984,163369,48.16
DERA GHAZI KHAN DISTRICT,All,Bathroom,Separate,134787,11686,2653,149126,43.96
DERA GHAZI KHAN DISTRICT,All,Bathroom,Shared,50821,2932,1370,55123,16.25
DERA GHAZI KHAN DISTRICT,All,Bathroom,None,127899,1545,5509,134953,39.79
DERA GHAZI KHAN DISTRICT,All,Latrine,Connected With Sewerage,40996,8684,1481,51161,15.08
DERA GHAZI KHAN DISTRICT,All,Latrine,Connected With Septic Tank,19443,754,438,20635,6.08
DERA GHAZI KHAN DISTRICT,All,Latrine,Connected With Open Drain,73623,4725,1849,80197,23.64
DERA GHAZI KHAN DISTRICT,All,Latrine,Pit With Slab,65685,1010,971,67666,19.95
DERA GHAZI KHAN DISTRICT,All,Latrine,Other,10527,157,406,11090,3.27
DERA GHAZI KHAN DISTRICT,All,Latrine,None,103233,833,4387,108453,31.97
DERA GHAZI KHAN DISTRICT,Rural,Kitchen,Separate,82997,1697,1474,86168,32.23
DERA GHAZI KHAN DISTRICT,Rural,Kitchen,Shared,35536,332,794,36662,13.71
DERA GHAZI KHAN DISTRICT,Rural,Kitchen,None,138241,1399,4896,144536,54.06
DERA GHAZI KHAN DISTRICT,Rural,Bathroom,Separate,92874,1970,1345,96189,35.98
DERA GHAZI KHAN DISTRICT,Rural,Bathroom,Shared,39790,443,839,41072,15.36
DERA GHAZI KHAN DISTRICT,Rural,Bathroom,None,124110,1015,4980,130105,48.66
DERA GHAZI KHAN DISTRICT,Rural,Latrine,Connected With Sewerage,12283,1163,494,13940,5.21
DERA GHAZI KHAN DISTRICT,Rural,Latrine,Connected With Septic Tank,16689,151,329,17169,6.42
DERA GHAZI KHAN DISTRICT,Rural,Latrine,Connected With Open Drain,53786,687,1077,55550,20.78
DERA GHAZI KHAN DISTRICT,Rural,Latrine,Pit With Slab,62692,651,869,64212,24.02
DERA GHAZI KHAN DISTRICT,Rural,Latrine,Other,9910,63,355,10328,3.86
DERA GHAZI KHAN DISTRICT,Rural,Latrine,None,101414,713,4040,106167,39.71
DERA GHAZI KHAN DISTRICT,Urban,Kitchen,Separate,32989,7188,916,41093,57.2
DERA GHAZI KHAN DISTRICT,Urban,Kitchen,Shared,9511,2035,364,11910,16.58
DERA GHAZI KHAN DISTRICT,Urban,Kitchen,None,14233,3512,1088,18833,26.22
DERA GHAZI KHAN DISTRICT,Urban,Bathroom,Separate,41913,9716,1308,52937,73.69
DERA GHAZI KHAN DISTRICT,Urban,Bathroom,Shared,11031,2489,531,14051,19.56
DERA GHAZI KHAN DISTRICT,Urban,Bathroom,None,3789,530,529,4848,6.75
DERA GHAZI KHAN DISTRICT,Urban,Latrine,Connected With Sewerage,28713,7521,987,37221,51.81
DERA GHAZI KHAN DISTRICT,Urban,Latrine,Connected With Septic Tank,2754,603,109,3466,4.82
DERA GHAZI KHAN DISTRICT,Urban,Latrine,Connected With Open Drain,19837,4038,772,24647,34.31
DERA GHAZI KHAN DISTRICT,Urban,Latrine,Pit With Slab,2993,359,102,3454,4.81
DERA GHAZI KHAN DISTRICT,Urban,Latrine,Other,617,94,51,762,1.06
DERA GHAZI KHAN DISTRICT,Urban,Latrine,None,1819,120,347,2286,3.18
RAJANPUR DISTRICT,All,Kitchen,Separate,66397,3722,1978,72097,27.58
RAJANPUR DISTRICT,All,Kitchen,Shared,32771,1031,1118,34920,13.36
RAJANPUR DISTRICT,All,Kitchen,None,140451,3440,10535,154426,59.07
RAJANPUR DISTRICT,All,Bathroom,Separate,73876,5153,2399,81428,31.15
RAJANPUR DISTRICT,All,Bathroom,Shared,41286,1412,1394,44092,16.86
RAJANPUR DISTRICT,All,Bathroom,None,124457,1628,9838,135923,51.99
RAJANPUR DISTRICT,All,Latrine,Connected With Sewerage,24244,2713,791,27748,10.61
RAJANPUR DISTRICT,All,Latrine,Connected With Septic Tank,11731,519,396,12646,4.84
RAJANPUR DISTRICT,All,Latrine,Connected With Open Drain,56942,2728,2937,62607,23.95
RAJANPUR DISTRICT,All,Latrine,Pit With Slab,36885,1106,1295,39286,15.03
RAJANPUR DISTRICT,All,Latrine,Other,12847,82,578,13507,5.17
RAJANPUR DISTRICT,All,Latrine,None,96970,1045,7634,105649,40.41
RAJANPUR DISTRICT,Rural,Kitchen,Separate,45150,752,1363,47265,21.96
RAJANPUR DISTRICT,Rural,Kitchen,Shared,26225,282,897,27404,12.73
RAJANPUR DISTRICT,Rural,Kitchen,None,129248,1760,9528,140536,65.3
RAJANPUR DISTRICT,Rural,Bathroom,Separate,47680,1112,1532,50324,23.38
RAJANPUR DISTRICT,Rural,Bathroom,Shared,32746,471,1025,34242,15.91
RAJANPUR DISTRICT,Rural,Bathroom,None,120197,1211,9231,130639,60.7
RAJANPUR DISTRICT,Rural,Latrine,Connected With Sewerage,8361,307,283,8951,4.16
RAJANPUR DISTRICT,Rural,Latrine,Connected With Septic Tank,10162,171,299,10632,4.94
RAJANPUR DISTRICT,Rural,Latrine,Connected With Open Drain,42403,776,2227,45406,21.1
RAJANPUR DISTRICT,Rural,Latrine,Pit With Slab,32289,578,1138,34005,15.8
RAJANPUR DISTRICT,Rural,Latrine,Other,12420,67,555,13042,6.06
RAJANPUR DISTRICT,Rural,Latrine,None,94988,895,7286,103169,47.94
RAJANPUR DISTRICT,Urban,Kitchen,Separate,21247,2970,615,24832,53.7
RAJANPUR DISTRICT,Urban,Kitchen,Shared,6546,749,221,7516,16.26
RAJANPUR DISTRICT,Urban,Kitchen,None,11203,1680,1007,13890,30.04
RAJANPUR DISTRICT,Urban,Bathroom,Separate,26196,4041,867,31104,67.27
RAJANPUR DISTRICT,Urban,Bathroom,Shared,8540,941,369,9850,21.3
RAJANPUR DISTRICT,Urban,Bathroom,None,4260,417,607,5284,11.43
RAJANPUR DISTRICT,Urban,Latrine,Connected With Sewerage,15883,2406,508,18797,40.65
RAJANPUR DISTRICT,Urban,Latrine,Connected With Septic Tank,1569,348,97,2014,4.36
RAJANPUR DISTRICT,Urban,Latrine,Connected With Open Drain,14539,1952,710,17201,37.2
RAJANPUR DISTRICT,Urban,Latrine,Pit With Slab,4596,528,157,5281,11.42
RAJANPUR DISTRICT,Urban,Latrine,Other,427,15,23,465,1.01
RAJANPUR DISTRICT,Urban,Latrine,None,1982,150,348,2480,5.36
LAYYAH DISTRICT,All,Kitchen,Separate,118758,4732,2529,126019,44.73
LAYYAH DISTRICT,All,Kitchen,Shared,43163,1320,1103,45586,16.18
LAYYAH DISTRICT,All,Kitchen,None,100238,2704,7181,110123,39.09
LAYYAH DISTRICT,All,Bathroom,Separate,130602,6142,3247,139991,49.69
LAYYAH DISTRICT,All,Bathroom,Shared,54261,1575,1253,57089,20.26
LAYYAH DISTRICT,All,Bathroom,None,77296,1039,6313,84648,30.05
LAYYAH DISTRICT,All,Latrine,Connected With Sewerage,15919,2074,639,18632,6.61
LAYYAH DISTRICT,All,Latrine,Connected With Septic Tank,46701,1793,1253,49747,17.66
LAYYAH DISTRICT,All,Latrine,Connected With Open Drain,26767,1350,1262,29379,10.43
LAYYAH DISTRICT,All,Latrine,Pit With Slab,115230,2872,2565,120667,42.83
LAYYAH DISTRICT,All,Latrine,Other,1869,37,126,2032,.72
LAYYAH DISTRICT,All,Latrine,None,55673,630,4968,61271,21.75
LAYYAH DISTRICT,Rural,Kitchen,Separate,94660,872,1824,97356,41.91
LAYYAH DISTRICT,Rural,Kitchen,Shared,35076,276,817,36169,15.57
LAYYAH DISTRICT,Rural,Kitchen,None,91469,1136,6178,98783,42.52
LAYYAH DISTRICT,Rural,Bathroom,Separate,103143,1170,2221,106534,45.86
LAYYAH DISTRICT,Rural,Bathroom,Shared,44924,383,928,46235,19.9
LAYYAH DISTRICT,Rural,Bathroom,None,73138,731,5670,79539,34.24
LAYYAH DISTRICT,Rural,Latrine,Connected With Sewerage,7348,158,166,7672,3.3
LAYYAH DISTRICT,Rural,Latrine,Connected With Septic Tank,37973,385,961,39319,16.93
LAYYAH DISTRICT,Rural,Latrine,Connected With Open Drain,20388,322,976,21686,9.34
LAYYAH DISTRICT,Rural,Latrine,Pit With Slab,101554,887,2137,104578,45.02
LAYYAH DISTRICT,Rural,Latrine,Other,1713,16,120,1849,.8
LAYYAH DISTRICT,Rural,Latrine,None,52229,516,4459,57204,24.62
LAYYAH DISTRICT,Urban,Kitchen,Separate,24098,3860,705,28663,58
LAYYAH DISTRICT,Urban,Kitchen,Shared,8087,1044,286,9417,19.06
LAYYAH DISTRICT,Urban,Kitchen,None,8769,1568,1003,11340,22.95
LAYYAH DISTRICT,Urban,Bathroom,Separate,27459,4972,1026,33457,67.7
LAYYAH DISTRICT,Urban,Bathroom,Shared,9337,1192,325,10854,21.96
LAYYAH DISTRICT,Urban,Bathroom,None,4158,308,643,5109,10.34
LAYYAH DISTRICT,Urban,Latrine,Connected With Sewerage,8571,1916,473,10960,22.18
LAYYAH DISTRICT,Urban,Latrine,Connected With Septic Tank,8728,1408,292,10428,21.1
LAYYAH DISTRICT,Urban,Latrine,Connected With Open Drain,6379,1028,286,7693,15.57
LAYYAH DISTRICT,Urban,Latrine,Pit With Slab,13676,1985,428,16089,32.56
LAYYAH DISTRICT,Urban,Latrine,Other,156,21,6,183,.37
LAYYAH DISTRICT,Urban,Latrine,None,3444,114,509,4067,8.23
MUZAFFARGARH DISTRICT,All,Kitchen,Separate,211894,10112,3865,225871,34.28
MUZAFFARGARH DISTRICT,All,Kitchen,Shared,78072,2297,1843,82212,12.48
MUZAFFARGARH DISTRICT,All,Kitchen,None,335207,4823,10769,350799,53.24
MUZAFFARGARH DISTRICT,All,Bathroom,Separate,240532,12589,4695,257816,39.13
MUZAFFARGARH DISTRICT,All,Bathroom,Shared,98103,2643,2167,102913,15.62
MUZAFFARGARH DISTRICT,All,Bathroom,None,286538,2000,9615,298153,45.25
MUZAFFARGARH DISTRICT,All,Latrine,Connected With Sewerage,45324,6920,1913,54157,8.220000000000001
MUZAFFARGARH DISTRICT,All,Latrine,Connected With Septic Tank,67159,1870,1479,70508,10.7
MUZAFFARGARH DISTRICT,All,Latrine,Connected With Open Drain,96247,4015,2173,102435,15.55
MUZAFFARGARH DISTRICT,All,Latrine,Pit With Slab,203659,3435,2986,210080,31.88
MUZAFFARGARH DISTRICT,All,Latrine,Other,12606,142,354,13102,1.99
MUZAFFARGARH DISTRICT,All,Latrine,None,200178,850,7572,208600,31.66
MUZAFFARGARH DISTRICT,Rural,Kitchen,Separate,160480,2346,2584,165410,30.07
MUZAFFARGARH DISTRICT,Rural,Kitchen,Shared,65399,834,1327,67560,12.28
MUZAFFARGARH DISTRICT,Rural,Kitchen,None,305434,2216,9512,317162,57.65
MUZAFFARGARH DISTRICT,Rural,Bathroom,Separate,176839,3011,2792,182642,33.2
MUZAFFARGARH DISTRICT,Rural,Bathroom,Shared,82266,962,1570,84798,15.41
MUZAFFARGARH DISTRICT,Rural,Bathroom,None,272208,1423,9061,282692,51.39
MUZAFFARGARH DISTRICT,Rural,Latrine,Connected With Sewerage,21633,1275,937,23845,4.33
MUZAFFARGARH DISTRICT,Rural,Latrine,Connected With Septic Tank,56410,684,1055,58149,10.57
MUZAFFARGARH DISTRICT,Rural,Latrine,Connected With Open Drain,67976,816,1323,70115,12.75
MUZAFFARGARH DISTRICT,Rural,Latrine,Pit With Slab,182538,1816,2564,186918,33.98
MUZAFFARGARH DISTRICT,Rural,Latrine,Other,10778,63,249,11090,2.02
MUZAFFARGARH DISTRICT,Rural,Latrine,None,191978,742,7295,200015,36.36
MUZAFFARGARH DISTRICT,Urban,Kitchen,Separate,51414,7766,1281,60461,55.6
MUZAFFARGARH DISTRICT,Urban,Kitchen,Shared,12673,1463,516,14652,13.47
MUZAFFARGARH DISTRICT,Urban,Kitchen,None,29773,2607,1257,33637,30.93
MUZAFFARGARH DISTRICT,Urban,Bathroom,Separate,63693,9578,1903,75174,69.13
MUZAFFARGARH DISTRICT,Urban,Bathroom,Shared,15837,1681,597,18115,16.66
MUZAFFARGARH DISTRICT,Urban,Bathroom,None,14330,577,554,15461,14.22
MUZAFFARGARH DISTRICT,Urban,Latrine,Connected With Sewerage,23691,5645,976,30312,27.87
MUZAFFARGARH DISTRICT,Urban,Latrine,Connected With Septic Tank,10749,1186,424,12359,11.36
MUZAFFARGARH DISTRICT,Urban,Latrine,Connected With Open Drain,28271,3199,850,32320,29.72
MUZAFFARGARH DISTRICT,Urban,Latrine,Pit With Slab,21121,1619,422,23162,21.3
MUZAFFARGARH DISTRICT,Urban,Latrine,Other,1828,79,105,2012,1.85
MUZAFFARGARH DISTRICT,Urban,Latrine,None,8200,108,277,8585,7.89
MULTAN DISTRICT,All,Kitchen,Separate,274057,45389,9437,328883,43.34
MULTAN DISTRICT,All,Kitchen,Shared,108466,12478,3872,124816,16.45
MULTAN DISTRICT,All,Kitchen,None,262198,21638,21297,305133,40.21
MULTAN DISTRICT,All,Bathroom,Separate,363855,59250,14178,437283,57.63
MULTAN DISTRICT,All,Bathroom,Shared,158144,16992,6772,181908,23.97
MULTAN DISTRICT,All,Bathroom,None,122722,3263,13656,139641,18.4
MULTAN DISTRICT,All,Latrine,Connected With Sewerage,255900,62358,11301,329559,43.43
MULTAN DISTRICT,All,Latrine,Connected With Septic Tank,33469,1735,1100,36304,4.78
MULTAN DISTRICT,All,Latrine,Connected With Open Drain,166516,10073,8390,184979,24.38
MULTAN DISTRICT,All,Latrine,Pit With Slab,91448,3432,3249,98129,12.93
MULTAN DISTRICT,All,Latrine,Other,9929,561,702,11192,1.47
MULTAN DISTRICT,All,Latrine,None,87459,1346,9864,98669,13
MULTAN DISTRICT,Rural,Kitchen,Separate,119857,6997,4467,131321,30.6
MULTAN DISTRICT,Rural,Kitchen,Shared,58761,2349,2287,63397,14.77
MULTAN DISTRICT,Rural,Kitchen,None,210011,6743,17714,234468,54.63
MULTAN DISTRICT,Rural,Bathroom,Separate,174352,10768,7302,192422,44.83
MULTAN DISTRICT,Rural,Bathroom,Shared,98178,3639,4552,106369,24.78
MULTAN DISTRICT,Rural,Bathroom,None,116099,1682,12614,130395,30.38
MULTAN DISTRICT,Rural,Latrine,Connected With Sewerage,52680,8253,3643,64576,15.05
MULTAN DISTRICT,Rural,Latrine,Connected With Septic Tank,29348,813,950,31111,7.25
MULTAN DISTRICT,Rural,Latrine,Connected With Open Drain,130471,4445,7145,142061,33.1
MULTAN DISTRICT,Rural,Latrine,Pit With Slab,82892,1528,2831,87251,20.33
MULTAN DISTRICT,Rural,Latrine,Other,8736,185,590,9511,2.22
MULTAN DISTRICT,Rural,Latrine,None,84502,865,9309,94676,22.06
MULTAN DISTRICT,Urban,Kitchen,Separate,154200,38392,4970,197562,59.93
MULTAN DISTRICT,Urban,Kitchen,Shared,49705,10129,1585,61419,18.63
MULTAN DISTRICT,Urban,Kitchen,None,52187,14895,3583,70665,21.44
MULTAN DISTRICT,Urban,Bathroom,Separate,189503,48482,6876,244861,74.28
MULTAN DISTRICT,Urban,Bathroom,Shared,59966,13353,2220,75539,22.92
MULTAN DISTRICT,Urban,Bathroom,None,6623,1581,1042,9246,2.8
MULTAN DISTRICT,Urban,Latrine,Connected With Sewerage,203220,54105,7658,264983,80.38
MULTAN DISTRICT,Urban,Latrine,Connected With Septic Tank,4121,922,150,5193,1.58
MULTAN DISTRICT,Urban,Latrine,Connected With Open Drain,36045,5628,1245,42918,13.02
MULTAN DISTRICT,Urban,Latrine,Pit With Slab,8556,1904,418,10878,3.3
MULTAN DISTRICT,Urban,Latrine,Other,1193,376,112,1681,.51
MULTAN DISTRICT,Urban,Latrine,None,2957,481,555,3993,1.21
KHANEWAL DISTRICT,All,Kitchen,Separate,165190,9557,6308,181055,38.85
KHANEWAL DISTRICT,All,Kitchen,Shared,65180,2245,3004,70429,15.11
KHANEWAL DISTRICT,All,Kitchen,None,185967,6031,22555,214553,46.04
KHANEWAL DISTRICT,All,Bathroom,Separate,239707,13099,10344,263150,56.47
KHANEWAL DISTRICT,All,Bathroom,Shared,109031,3609,5141,117781,25.27
KHANEWAL DISTRICT,All,Bathroom,None,67599,1125,16382,85106,18.26
KHANEWAL DISTRICT,All,Latrine,Connected With Sewerage,75415,9285,3178,87878,18.86
KHANEWAL DISTRICT,All,Latrine,Connected With Septic Tank,36271,765,1428,38464,8.25
KHANEWAL DISTRICT,All,Latrine,Connected With Open Drain,120625,4742,7414,132781,28.49
KHANEWAL DISTRICT,All,Latrine,Pit With Slab,118865,2121,5326,126312,27.1
KHANEWAL DISTRICT,All,Latrine,Other,8247,162,1049,9458,2.03
KHANEWAL DISTRICT,All,Latrine,None,56914,758,13472,71144,15.27
KHANEWAL DISTRICT,Rural,Kitchen,Separate,119756,2106,4968,126830,34.13
KHANEWAL DISTRICT,Rural,Kitchen,Shared,53311,656,2592,56559,15.22
KHANEWAL DISTRICT,Rural,Kitchen,None,164440,2732,21061,188233,50.65
KHANEWAL DISTRICT,Rural,Bathroom,Separate,181335,3487,8470,193292,52.01
KHANEWAL DISTRICT,Rural,Bathroom,Shared,91836,1173,4493,97502,26.24
KHANEWAL DISTRICT,Rural,Bathroom,None,64336,834,15658,80828,21.75
KHANEWAL DISTRICT,Rural,Latrine,Connected With Sewerage,34591,1563,1741,37895,10.2
KHANEWAL DISTRICT,Rural,Latrine,Connected With Septic Tank,32733,334,1332,34399,9.26
KHANEWAL DISTRICT,Rural,Latrine,Connected With Open Drain,96998,1655,6516,105169,28.3
KHANEWAL DISTRICT,Rural,Latrine,Pit With Slab,110244,1189,5088,116521,31.35
KHANEWAL DISTRICT,Rural,Latrine,Other,7742,92,954,8788,2.36
KHANEWAL DISTRICT,Rural,Latrine,None,55199,661,12990,68850,18.53
