district,age,sex,rural,urban,total
RAWALPINDI DISTRICT,56,Male,8287,10252,18539
RAWALPINDI DISTRICT,56,Female,7773,8317,16090
RAWALPINDI DISTRICT,56,Transgender,2,7,9
RAWALPINDI DISTRICT,57,Male,7465,9267,16732
RAWALPINDI DISTRICT,57,Female,6520,6789,13309
RAWALPINDI DISTRICT,57,Transgender,1,3,4
RAWALPINDI DISTRICT,58,Male,7888,9516,17404
RAWALPINDI DISTRICT,58,Female,7424,8030,15454
RAWALPINDI DISTRICT,58,Transgender,1,5,6
RAWALPINDI DISTRICT,59,Male,7357,8790,16147
RAWALPINDI DISTRICT,59,Female,7461,7754,15215
RAWALPINDI DISTRICT,59,Transgender,0,0,0
RAWALPINDI DISTRICT,60,Male,6127,7893,14020
RAWALPINDI DISTRICT,60,Female,5905,6744,12649
RAWALPINDI DISTRICT,60,Transgender,3,7,10
RAWALPINDI DISTRICT,61,Male,7458,8172,15630
RAWALPINDI DISTRICT,61,Female,7473,7092,14565
RAWALPINDI DISTRICT,61,Transgender,6,2,8
RAWALPINDI DISTRICT,62,Male,7583,8402,15985
RAWALPINDI DISTRICT,62,Female,7012,7172,14184
RAWALPINDI DISTRICT,62,Transgender,0,2,2
RAWALPINDI DISTRICT,63,Male,7584,8303,15887
RAWALPINDI DISTRICT,63,Female,6907,7283,14190
RAWALPINDI DISTRICT,63,Transgender,1,6,7
RAWALPINDI DISTRICT,64,Male,6737,6861,13598
RAWALPINDI DISTRICT,64,Female,6060,6010,12070
RAWALPINDI DISTRICT,64,Transgender,1,3,4
RAWALPINDI DISTRICT,65,Male,5288,6347,11635
RAWALPINDI DISTRICT,65,Female,4747,5330,10077
RAWALPINDI DISTRICT,65,Transgender,2,3,5
RAWALPINDI DISTRICT,66,Male,5259,4918,10177
RAWALPINDI DISTRICT,66,Female,4930,4224,9154
RAWALPINDI DISTRICT,66,Transgender,4,3,7
RAWALPINDI DISTRICT,67,Male,4964,5023,9987
RAWALPINDI DISTRICT,67,Female,4656,3958,8614
RAWALPINDI DISTRICT,67,Transgender,0,2,2
RAWALPINDI DISTRICT,68,Male,5245,5241,10486
RAWALPINDI DISTRICT,68,Female,5085,4594,9679
RAWALPINDI DISTRICT,68,Transgender,2,1,3
RAWALPINDI DISTRICT,69,Male,4707,4500,9207
RAWALPINDI DISTRICT,69,Female,4288,4000,8288
RAWALPINDI DISTRICT,69,Transgender,0,2,2
RAWALPINDI DISTRICT,70,Male,3713,3795,7508
RAWALPINDI DISTRICT,70,Female,3252,3288,6540
RAWALPINDI DISTRICT,70,Transgender,3,3,6
RAWALPINDI DISTRICT,71,Male,3851,3735,7586
RAWALPINDI DISTRICT,71,Female,3665,3303,6968
RAWALPINDI DISTRICT,71,Transgender,5,2,7
RAWALPINDI DISTRICT,72,Male,3898,3900,7798
RAWALPINDI DISTRICT,72,Female,3562,3144,6706
RAWALPINDI DISTRICT,72,Transgender,1,3,4
RAWALPINDI DISTRICT,73,Male,3562,3437,6999
RAWALPINDI DISTRICT,73,Female,3533,3160,6693
RAWALPINDI DISTRICT,73,Transgender,1,1,2
RAWALPINDI DISTRICT,74,Male,2902,2699,5601
RAWALPINDI DISTRICT,74,Female,2595,2410,5005
RAWALPINDI DISTRICT,74,Transgender,0,1,1
RAWALPINDI DISTRICT,>=75,Male,21659,19240,40899
RAWALPINDI DISTRICT,>=75,Female,22010,18392,40402
RAWALPINDI DISTRICT,>=75,Transgender,13,10,23
SAHIWAL DISTRICT,<1,Male,22754,5631,28385
SAHIWAL DISTRICT,<1,Female,21770,5492,27262
SAHIWAL DISTRICT,<1,Transgender,0,0,0
SAHIWAL DISTRICT,1,Male,25271,5943,31214
SAHIWAL DISTRICT,1,Female,24153,5773,29926
SAHIWAL DISTRICT,1,Transgender,0,0,0
SAHIWAL DISTRICT,2,Male,25955,6115,32070
SAHIWAL DISTRICT,2,Female,25055,5764,30819
SAHIWAL DISTRICT,2,Transgender,0,0,0
SAHIWAL DISTRICT,3,Male,28078,6385,34463
SAHIWAL DISTRICT,3,Female,27175,6266,33441
SAHIWAL DISTRICT,3,Transgender,0,0,0
SAHIWAL DISTRICT,4,Male,28269,6264,34533
SAHIWAL DISTRICT,4,Female,27170,5941,33111
SAHIWAL DISTRICT,4,Transgender,0,0,0
SAHIWAL DISTRICT,5,Male,28031,6140,34171
SAHIWAL DISTRICT,5,Female,26613,5894,32507
SAHIWAL DISTRICT,5,Transgender,0,0,0
SAHIWAL DISTRICT,6,Male,26764,5999,32763
SAHIWAL DISTRICT,6,Female,25526,5848,31374
SAHIWAL DISTRICT,6,Transgender,0,0,0
SAHIWAL DISTRICT,7,Male,29012,6522,35534
SAHIWAL DISTRICT,7,Female,27606,6154,33760
SAHIWAL DISTRICT,7,Transgender,0,0,0
SAHIWAL DISTRICT,8,Male,26847,5801,32648
SAHIWAL DISTRICT,8,Female,25616,5501,31117
SAHIWAL DISTRICT,8,Transgender,0,0,0
SAHIWAL DISTRICT,9,Male,27060,6348,33408
SAHIWAL DISTRICT,9,Female,25042,5968,31010
SAHIWAL DISTRICT,9,Transgender,0,0,0
SAHIWAL DISTRICT,10,Male,24605,5502,30107
SAHIWAL DISTRICT,10,Female,23670,5194,28864
SAHIWAL DISTRICT,10,Transgender,0,0,0
SAHIWAL DISTRICT,11,Male,24305,6271,30576
SAHIWAL DISTRICT,11,Female,22188,5917,28105
SAHIWAL DISTRICT,11,Transgender,0,0,0
SAHIWAL DISTRICT,12,Male,22694,5394,28088
SAHIWAL DISTRICT,12,Female,20848,5019,25867
SAHIWAL DISTRICT,12,Transgender,0,0,0
SAHIWAL DISTRICT,13,Male,21789,5770,27559
SAHIWAL DISTRICT,13,Female,19792,5301,25093
SAHIWAL DISTRICT,13,Transgender,0,0,0
SAHIWAL DISTRICT,14,Male,21050,5319,26369
SAHIWAL DISTRICT,14,Female,19364,4990,24354
SAHIWAL DISTRICT,14,Transgender,0,0,0
SAHIWAL DISTRICT,15,Male,20810,5373,26183
SAHIWAL DISTRICT,15,Female,19784,5139,24923
SAHIWAL DISTRICT,15,Transgender,2,0,2
SAHIWAL DISTRICT,16,Male,21045,5340,26385
SAHIWAL DISTRICT,16,Female,19428,5132,24560
SAHIWAL DISTRICT,16,Transgender,1,0,1
SAHIWAL DISTRICT,17,Male,21087,5857,26944
SAHIWAL DISTRICT,17,Female,19202,5533,24735
SAHIWAL DISTRICT,17,Transgender,4,1,5
SAHIWAL DISTRICT,18,Male,19806,4882,24688
SAHIWAL DISTRICT,18,Female,18874,4515,23389
SAHIWAL DISTRICT,18,Transgender,9,0,9
SAHIWAL DISTRICT,19,Male,19678,5460,25138
SAHIWAL DISTRICT,19,Female,18983,5239,24222
SAHIWAL DISTRICT,19,Transgender,3,2,5
SAHIWAL DISTRICT,20,Male,19419,4802,24221
SAHIWAL DISTRICT,20,Female,19002,4639,23641
SAHIWAL DISTRICT,20,Transgender,11,0,11
SAHIWAL DISTRICT,21,Male,18093,5398,23491
SAHIWAL DISTRICT,21,Female,18631,5635,24266
SAHIWAL DISTRICT,21,Transgender,2,1,3
SAHIWAL DISTRICT,22,Male,18171,4868,23039
SAHIWAL DISTRICT,22,Female,18862,5158,24020
SAHIWAL DISTRICT,22,Transgender,9,1,10
SAHIWAL DISTRICT,23,Male,17106,4988,22094
SAHIWAL DISTRICT,23,Female,17493,5340,22833
SAHIWAL DISTRICT,23,Transgender,2,3,5
SAHIWAL DISTRICT,24,Male,16127,4832,20959
SAHIWAL DISTRICT,24,Female,16641,5047,21688
SAHIWAL DISTRICT,24,Transgender,7,3,10
SAHIWAL DISTRICT,25,Male,16509,4253,20762
SAHIWAL DISTRICT,25,Female,17535,4298,21833
SAHIWAL DISTRICT,25,Transgender,10,2,12
SAHIWAL DISTRICT,26,Male,14969,4589,19558
SAHIWAL DISTRICT,26,Female,16350,4954,21304
SAHIWAL DISTRICT,26,Transgender,8,1,9
SAHIWAL DISTRICT,27,Male,14536,4486,19022
SAHIWAL DISTRICT,27,Female,15887,5010,20897
SAHIWAL DISTRICT,27,Transgender,4,2,6
SAHIWAL DISTRICT,28,Male,14782,4374,19156
SAHIWAL DISTRICT,28,Female,15888,4636,20524
SAHIWAL DISTRICT,28,Transgender,4,4,8
SAHIWAL DISTRICT,29,Male,14277,4066,18343
SAHIWAL DISTRICT,29,Female,15900,4596,20496
SAHIWAL DISTRICT,29,Transgender,2,2,4
SAHIWAL DISTRICT,30,Male,14939,4214,19153
SAHIWAL DISTRICT,30,Female,16597,4232,20829
SAHIWAL DISTRICT,30,Transgender,7,2,9
SAHIWAL DISTRICT,31,Male,13426,3835,17261
SAHIWAL DISTRICT,31,Female,14798,4225,19023
SAHIWAL DISTRICT,31,Transgender,2,2,4
SAHIWAL DISTRICT,32,Male,13208,4103,17311
SAHIWAL DISTRICT,32,Female,14438,4263,18701
SAHIWAL DISTRICT,32,Transgender,6,2,8
SAHIWAL DISTRICT,33,Male,12348,3823,16171
SAHIWAL DISTRICT,33,Female,12934,3863,16797
SAHIWAL DISTRICT,33,Transgender,1,0,1
SAHIWAL DISTRICT,34,Male,12343,3544,15887
SAHIWAL DISTRICT,34,Female,12080,3590,15670
SAHIWAL DISTRICT,34,Transgender,5,1,6
SAHIWAL DISTRICT,35,Male,13160,3418,16578
SAHIWAL DISTRICT,35,Female,13410,3463,16873
SAHIWAL DISTRICT,35,Transgender,6,2,8
SAHIWAL DISTRICT,36,Male,12411,3373,15784
SAHIWAL DISTRICT,36,Female,11841,3387,15228
SAHIWAL DISTRICT,36,Transgender,2,3,5
SAHIWAL DISTRICT,37,Male,11941,3065,15006
SAHIWAL DISTRICT,37,Female,11882,3004,14886
SAHIWAL DISTRICT,37,Transgender,2,0,2
SAHIWAL DISTRICT,38,Male,12053,3620,15673
SAHIWAL DISTRICT,38,Female,11247,3541,14788
SAHIWAL DISTRICT,38,Transgender,4,2,6
SAHIWAL DISTRICT,39,Male,12009,3208,15217
SAHIWAL DISTRICT,39,Female,12085,3186,15271
SAHIWAL DISTRICT,39,Transgender,1,0,1
SAHIWAL DISTRICT,40,Male,11469,3508,14977
SAHIWAL DISTRICT,40,Female,11454,3201,14655
SAHIWAL DISTRICT,40,Transgender,3,5,8
SAHIWAL DISTRICT,41,Male,10631,2884,13515
SAHIWAL DISTRICT,41,Female,10566,2715,13281
SAHIWAL DISTRICT,41,Transgender,1,0,1
SAHIWAL DISTRICT,42,Male,10025,2871,12896
SAHIWAL DISTRICT,42,Female,10147,2756,12903
SAHIWAL DISTRICT,42,Transgender,5,0,5
SAHIWAL DISTRICT,43,Male,8823,2648,11471
SAHIWAL DISTRICT,43,Female,8884,2741,11625
SAHIWAL DISTRICT,43,Transgender,1,0,1
SAHIWAL DISTRICT,44,Male,8391,2437,10828
SAHIWAL DISTRICT,44,Female,8215,2462,10677
SAHIWAL DISTRICT,44,Transgender,2,1,3
SAHIWAL DISTRICT,45,Male,8962,2634,11596
SAHIWAL DISTRICT,45,Female,8902,2502,11404
SAHIWAL DISTRICT,45,Transgender,7,3,10
SAHIWAL DISTRICT,46,Male,7955,2242,10197
SAHIWAL DISTRICT,46,Female,7625,2092,9717
SAHIWAL DISTRICT,46,Transgender,4,1,5
SAHIWAL DISTRICT,47,Male,8510,2190,10700
SAHIWAL DISTRICT,47,Female,8220,1932,10152
SAHIWAL DISTRICT,47,Transgender,2,0,2
SAHIWAL DISTRICT,48,Male,8053,2448,10501
SAHIWAL DISTRICT,48,Female,7832,2373,10205
SAHIWAL DISTRICT,48,Transgender,1,1,2
SAHIWAL DISTRICT,49,Male,8646,2372,11018
SAHIWAL DISTRICT,49,Female,8339,2334,10673
SAHIWAL DISTRICT,49,Transgender,1,0,1
SAHIWAL DISTRICT,50,Male,8710,2605,11315
SAHIWAL DISTRICT,50,Female,8369,2260,10629
SAHIWAL DISTRICT,50,Transgender,10,3,13
SAHIWAL DISTRICT,51,Male,8674,2223,10897
SAHIWAL DISTRICT,51,Female,7941,2126,10067
SAHIWAL DISTRICT,51,Transgender,0,2,2
SAHIWAL DISTRICT,52,Male,8346,2397,10743
SAHIWAL DISTRICT,52,Female,7930,2088,10018
SAHIWAL DISTRICT,52,Transgender,1,0,1
SAHIWAL DISTRICT,53,Male,8010,2161,10171
SAHIWAL DISTRICT,53,Female,6880,2101,8981
SAHIWAL DISTRICT,53,Transgender,1,0,1
SAHIWAL DISTRICT,54,Male,7502,2060,9562
SAHIWAL DISTRICT,54,Female,6138,1846,7984
SAHIWAL DISTRICT,54,Transgender,0,0,0
SAHIWAL DISTRICT,55,Male,7368,2027,9395
SAHIWAL DISTRICT,55,Female,6112,1636,7748
SAHIWAL DISTRICT,55,Transgender,5,1,6
SAHIWAL DISTRICT,56,Male,6476,1649,8125
SAHIWAL DISTRICT,56,Female,5466,1441,6907
SAHIWAL DISTRICT,56,Transgender,0,0,0
SAHIWAL DISTRICT,57,Male,6202,1534,7736
SAHIWAL DISTRICT,57,Female,5627,1207,6834
SAHIWAL DISTRICT,57,Transgender,0,0,0
SAHIWAL DISTRICT,58,Male,5739,1477,7216
SAHIWAL DISTRICT,58,Female,4748,1350,6098
SAHIWAL DISTRICT,58,Transgender,3,0,3
SAHIWAL DISTRICT,59,Male,5753,1470,7223
SAHIWAL DISTRICT,59,Female,5016,1324,6340
SAHIWAL DISTRICT,59,Transgender,2,0,2
SAHIWAL DISTRICT,60,Male,5376,1464,6840
SAHIWAL DISTRICT,60,Female,4947,1244,6191
SAHIWAL DISTRICT,60,Transgender,2,3,5
SAHIWAL DISTRICT,61,Male,5172,1262,6434
SAHIWAL DISTRICT,61,Female,4688,1129,5817
SAHIWAL DISTRICT,61,Transgender,0,0,0
SAHIWAL DISTRICT,62,Male,4960,1296,6256
SAHIWAL DISTRICT,62,Female,4659,1127,5786
SAHIWAL DISTRICT,62,Transgender,1,0,1
SAHIWAL DISTRICT,63,Male,4790,1284,6074
SAHIWAL DISTRICT,63,Female,4362,1123,5485
SAHIWAL DISTRICT,63,Transgender,4,0,4
SAHIWAL DISTRICT,64,Male,4401,1032,5433
SAHIWAL DISTRICT,64,Female,4129,954,5083
SAHIWAL DISTRICT,64,Transgender,0,0,0
SAHIWAL DISTRICT,65,Male,4209,1071,5280
SAHIWAL DISTRICT,65,Female,3942,896,4838
SAHIWAL DISTRICT,65,Transgender,5,0,5
SAHIWAL DISTRICT,66,Male,3415,801,4216
SAHIWAL DISTRICT,66,Female,3023,668,3691
SAHIWAL DISTRICT,66,Transgender,0,0,0
SAHIWAL DISTRICT,67,Male,3390,690,4080
SAHIWAL DISTRICT,67,Female,3043,597,3640
SAHIWAL DISTRICT,67,Transgender,1,0,1
SAHIWAL DISTRICT,68,Male,3266,746,4012
SAHIWAL DISTRICT,68,Female,2889,639,3528
SAHIWAL DISTRICT,68,Transgender,1,0,1
SAHIWAL DISTRICT,69,Male,3515,629,4144
SAHIWAL DISTRICT,69,Female,3018,653,3671
SAHIWAL DISTRICT,69,Transgender,0,0,0
SAHIWAL DISTRICT,70,Male,3319,691,4010
SAHIWAL DISTRICT,70,Female,3082,604,3686
SAHIWAL DISTRICT,70,Transgender,0,1,1
SAHIWAL DISTRICT,71,Male,2883,562,3445
SAHIWAL DISTRICT,71,Female,2612,524,3136
SAHIWAL DISTRICT,71,Transgender,2,0,2
SAHIWAL DISTRICT,72,Male,2820,625,3445
SAHIWAL DISTRICT,72,Female,2316,534,2850
SAHIWAL DISTRICT,72,Transgender,0,0,0
SAHIWAL DISTRICT,73,Male,2627,580,3207
SAHIWAL DISTRICT,73,Female,2152,531,2683
SAHIWAL DISTRICT,73,Transgender,0,0,0
SAHIWAL DISTRICT,74,Male,2539,461,3000
SAHIWAL DISTRICT,74,Female,2111,409,2520
SAHIWAL DISTRICT,74,Transgender,0,0,0
SAHIWAL DISTRICT,>=75,Male,17337,3439,20776
SAHIWAL DISTRICT,>=75,Female,15396,3213,18609
SAHIWAL DISTRICT,>=75,Transgender,7,3,10
SANGHAR DISTRICT,<1,Male,17068,6272,23340
SANGHAR DISTRICT,<1,Female,15919,5817,21736
SANGHAR DISTRICT,<1,Transgender,0,0,0
SANGHAR DISTRICT,1,Male,21945,6839,28784
SANGHAR DISTRICT,1,Female,21147,6579,27726
SANGHAR DISTRICT,1,Transgender,0,0,0
SANGHAR DISTRICT,2,Male,25184,7573,32757
SANGHAR DISTRICT,2,Female,24682,7208,31890
SANGHAR DISTRICT,2,Transgender,0,0,0
SANGHAR DISTRICT,3,Male,26389,8528,34917
SANGHAR DISTRICT,3,Female,26087,8139,34226
SANGHAR DISTRICT,3,Transgender,0,0,0
SANGHAR DISTRICT,4,Male,27590,8230,35820
SANGHAR DISTRICT,4,Female,27112,8079,35191
SANGHAR DISTRICT,4,Transgender,0,0,0
SANGHAR DISTRICT,5,Male,27938,8806,36744
SANGHAR DISTRICT,5,Female,25611,8035,33646
SANGHAR DISTRICT,5,Transgender,0,0,0
SANGHAR DISTRICT,6,Male,28554,8314,36868
SANGHAR DISTRICT,6,Female,26223,7716,33939
SANGHAR DISTRICT,6,Transgender,0,0,0
SANGHAR DISTRICT,7,Male,24342,8366,32708
SANGHAR DISTRICT,7,Female,21823,7867,29690
SANGHAR DISTRICT,7,Transgender,0,0,0
SANGHAR DISTRICT,8,Male,30121,8434,38555
SANGHAR DISTRICT,8,Female,26590,7649,34239
SANGHAR DISTRICT,8,Transgender,0,0,0
SANGHAR DISTRICT,9,Male,22382,7850,30232
SANGHAR DISTRICT,9,Female,19567,7270,26837
SANGHAR DISTRICT,9,Transgender,0,0,0
SANGHAR DISTRICT,10,Male,26696,7846,34542
SANGHAR DISTRICT,10,Female,23136,7069,30205
SANGHAR DISTRICT,10,Transgender,0,0,0
SANGHAR DISTRICT,11,Male,18561,7349,25910
SANGHAR DISTRICT,11,Female,15725,6848,22573
SANGHAR DISTRICT,11,Transgender,0,0,0
SANGHAR DISTRICT,12,Male,22026,7376,29402
SANGHAR DISTRICT,12,Female,18469,6567,25036
SANGHAR DISTRICT,12,Transgender,0,0,0
SANGHAR DISTRICT,13,Male,16930,6898,23828
SANGHAR DISTRICT,13,Female,13893,6272,20165
SANGHAR DISTRICT,13,Transgender,0,0,0
SANGHAR DISTRICT,14,Male,17587,6649,24236
SANGHAR DISTRICT,14,Female,14735,5942,20677
SANGHAR DISTRICT,14,Transgender,0,0,0
SANGHAR DISTRICT,15,Male,18075,7048,25123
SANGHAR DISTRICT,15,Female,14334,6385,20719
SANGHAR DISTRICT,15,Transgender,6,2,8
SANGHAR DISTRICT,16,Male,17151,6598,23749
SANGHAR DISTRICT,16,Female,13895,6026,19921
SANGHAR DISTRICT,16,Transgender,2,3,5
SANGHAR DISTRICT,17,Male,14260,6871,21131
SANGHAR DISTRICT,17,Female,11506,6282,17788
SANGHAR DISTRICT,17,Transgender,2,2,4
SANGHAR DISTRICT,18,Male,17203,6649,23852
SANGHAR DISTRICT,18,Female,15824,6131,21955
SANGHAR DISTRICT,18,Transgender,5,1,6
SANGHAR DISTRICT,19,Male,13072,6164,19236
SANGHAR DISTRICT,19,Female,12523,5932,18455
SANGHAR DISTRICT,19,Transgender,3,1,4
SANGHAR DISTRICT,20,Male,15678,6007,21685
SANGHAR DISTRICT,20,Female,14813,5767,20580
SANGHAR DISTRICT,20,Transgender,3,3,6
SANGHAR DISTRICT,21,Male,11207,5685,16892
SANGHAR DISTRICT,21,Female,10812,5550,16362
SANGHAR DISTRICT,21,Transgender,3,1,4
SANGHAR DISTRICT,22,Male,12042,5289,17331
SANGHAR DISTRICT,22,Female,10568,5122,15690
SANGHAR DISTRICT,22,Transgender,5,2,7
SANGHAR DISTRICT,23,Male,10508,5115,15623
SANGHAR DISTRICT,23,Female,9341,4724,14065
SANGHAR DISTRICT,23,Transgender,0,2,2
SANGHAR DISTRICT,24,Male,9587,4615,14202
SANGHAR DISTRICT,24,Female,8997,4481,13478
SANGHAR DISTRICT,24,Transgender,4,1,5
SANGHAR DISTRICT,25,Male,11640,4794,16434
SANGHAR DISTRICT,25,Female,11061,4604,15665
SANGHAR DISTRICT,25,Transgender,10,2,12
SANGHAR DISTRICT,26,Male,9214,4416,13630
SANGHAR DISTRICT,26,Female,9013,4364,13377
SANGHAR DISTRICT,26,Transgender,1,4,5
SANGHAR DISTRICT,27,Male,10305,4687,14992
SANGHAR DISTRICT,27,Female,10370,4701,15071
SANGHAR DISTRICT,27,Transgender,1,5,6
SANGHAR DISTRICT,28,Male,9818,4382,14200
SANGHAR DISTRICT,28,Female,10823,4550,15373
SANGHAR DISTRICT,28,Transgender,3,3,6
SANGHAR DISTRICT,29,Male,10681,4637,15318
SANGHAR DISTRICT,29,Female,10968,4594,15562
SANGHAR DISTRICT,29,Transgender,5,1,6
SANGHAR DISTRICT,30,Male,10286,4330,14616
SANGHAR DISTRICT,30,Female,10632,4267,14899
SANGHAR DISTRICT,30,Transgender,6,8,14
SANGHAR DISTRICT,31,Male,9975,4528,14503
SANGHAR DISTRICT,31,Female,10204,4200,14404
SANGHAR DISTRICT,31,Transgender,0,1,1
SANGHAR DISTRICT,32,Male,9918,4391,14309
SANGHAR DISTRICT,32,Female,9816,4158,13974
SANGHAR DISTRICT,32,Transgender,6,2,8
SANGHAR DISTRICT,33,Male,8946,4116,13062
SANGHAR DISTRICT,33,Female,9306,3887,13193
SANGHAR DISTRICT,33,Transgender,0,0,0
SANGHAR DISTRICT,34,Male,8412,3824,12236
SANGHAR DISTRICT,34,Female,9143,3670,12813
SANGHAR DISTRICT,34,Transgender,2,1,3
SANGHAR DISTRICT,35,Male,9407,3709,13116
SANGHAR DISTRICT,35,Female,8935,3625,12560
SANGHAR DISTRICT,35,Transgender,6,3,9
SANGHAR DISTRICT,36,Male,8930,3492,12422
SANGHAR DISTRICT,36,Female,8705,3156,11861
SANGHAR DISTRICT,36,Transgender,5,1,6
SANGHAR DISTRICT,37,Male,12165,4148,16313
SANGHAR DISTRICT,37,Female,11440,4138,15578
SANGHAR DISTRICT,37,Transgender,4,1,5
SANGHAR DISTRICT,38,Male,7960,3367,11327
SANGHAR DISTRICT,38,Female,7565,3186,10751
SANGHAR DISTRICT,38,Transgender,4,1,5
SANGHAR DISTRICT,39,Male,8905,3764,12669
SANGHAR DISTRICT,39,Female,8799,3672,12471
SANGHAR DISTRICT,39,Transgender,2,1,3
SANGHAR DISTRICT,40,Male,6746,3175,9921
SANGHAR DISTRICT,40,Female,6657,2968,9625
SANGHAR DISTRICT,40,Transgender,6,6,12
SANGHAR DISTRICT,41,Male,6601,3009,9610
SANGHAR DISTRICT,41,Female,6839,2807,9646
SANGHAR DISTRICT,41,Transgender,1,0,1
SANGHAR DISTRICT,42,Male,6465,3004,9469
SANGHAR DISTRICT,42,Female,7248,3178,10426
SANGHAR DISTRICT,42,Transgender,8,1,9
SANGHAR DISTRICT,43,Male,5686,2847,8533
SANGHAR DISTRICT,43,Female,5350,2593,7943
SANGHAR DISTRICT,43,Transgender,2,1,3
SANGHAR DISTRICT,44,Male,5686,2640,8326
SANGHAR DISTRICT,44,Female,5431,2357,7788
SANGHAR DISTRICT,44,Transgender,0,1,1
SANGHAR DISTRICT,45,Male,5212,2518,7730
SANGHAR DISTRICT,45,Female,4764,2171,6935
SANGHAR DISTRICT,45,Transgender,4,5,9
SANGHAR DISTRICT,46,Male,5418,2424,7842
SANGHAR DISTRICT,46,Female,5031,1971,7002
SANGHAR DISTRICT,46,Transgender,2,1,3
SANGHAR DISTRICT,47,Male,6235,2571,8806
SANGHAR DISTRICT,47,Female,6549,2624,9173
SANGHAR DISTRICT,47,Transgender,3,3,6
SANGHAR DISTRICT,48,Male,5097,2317,7414
SANGHAR DISTRICT,48,Female,4469,1998,6467
SANGHAR DISTRICT,48,Transgender,2,1,3
SANGHAR DISTRICT,49,Male,5562,2486,8048
SANGHAR DISTRICT,49,Female,4831,2236,7067
SANGHAR DISTRICT,49,Transgender,0,2,2
SANGHAR DISTRICT,50,Male,4562,2197,6759
SANGHAR DISTRICT,50,Female,3916,1878,5794
SANGHAR DISTRICT,50,Transgender,7,3,10
SANGHAR DISTRICT,51,Male,4721,2193,6914
SANGHAR DISTRICT,51,Female,4078,1934,6012
SANGHAR DISTRICT,51,Transgender,0,2,2
SANGHAR DISTRICT,52,Male,4134,1972,6106
SANGHAR DISTRICT,52,Female,3941,1883,5824
SANGHAR DISTRICT,52,Transgender,2,0,2
SANGHAR DISTRICT,53,Male,3918,1941,5859
SANGHAR DISTRICT,53,Female,2813,1617,4430
SANGHAR DISTRICT,53,Transgender,1,0,1
SANGHAR DISTRICT,54,Male,3239,1605,4844
SANGHAR DISTRICT,54,Female,2467,1272,3739
SANGHAR DISTRICT,54,Transgender,0,0,0
SANGHAR DISTRICT,55,Male,3002,1556,4558
SANGHAR DISTRICT,55,Female,2595,1184,3779
SANGHAR DISTRICT,55,Transgender,4,1,5
SANGHAR DISTRICT,56,Male,2678,1278,3956
SANGHAR DISTRICT,56,Female,2329,925,3254
SANGHAR DISTRICT,56,Transgender,0,2,2
SANGHAR DISTRICT,57,Male,3154,1310,4464
SANGHAR DISTRICT,57,Female,3521,1272,4793
SANGHAR DISTRICT,57,Transgender,1,2,3
SANGHAR DISTRICT,58,Male,2303,1112,3415
SANGHAR DISTRICT,58,Female,2120,947,3067
SANGHAR DISTRICT,58,Transgender,0,0,0
SANGHAR DISTRICT,59,Male,2511,1123,3634
SANGHAR DISTRICT,59,Female,2402,1168,3570
SANGHAR DISTRICT,59,Transgender,0,0,0
SANGHAR DISTRICT,60,Male,2404,941,3345
SANGHAR DISTRICT,60,Female,2563,1020,3583
SANGHAR DISTRICT,60,Transgender,7,4,11
SANGHAR DISTRICT,61,Male,2378,1064,3442
SANGHAR DISTRICT,61,Female,2595,1175,3770
SANGHAR DISTRICT,61,Transgender,0,0,0
SANGHAR DISTRICT,62,Male,2346,995,3341
SANGHAR DISTRICT,62,Female,2841,1171,4012
SANGHAR DISTRICT,62,Transgender,1,0,1
SANGHAR DISTRICT,63,Male,2231,1042,3273
SANGHAR DISTRICT,63,Female,2255,1085,3340
SANGHAR DISTRICT,63,Transgender,0,0,0
SANGHAR DISTRICT,64,Male,2236,877,3113
SANGHAR DISTRICT,64,Female,2305,920,3225
SANGHAR DISTRICT,64,Transgender,0,0,0
SANGHAR DISTRICT,65,Male,2004,820,2824
SANGHAR DISTRICT,65,Female,1943,793,2736
SANGHAR DISTRICT,65,Transgender,0,1,1
SANGHAR DISTRICT,66,Male,1948,704,2652
SANGHAR DISTRICT,66,Female,1920,657,2577
SANGHAR DISTRICT,66,Transgender,1,0,1
SANGHAR DISTRICT,67,Male,1900,666,2566
SANGHAR DISTRICT,67,Female,2300,732,3032
SANGHAR DISTRICT,67,Transgender,2,2,4
SANGHAR DISTRICT,68,Male,1732,655,2387
SANGHAR DISTRICT,68,Female,1615,725,2340
SANGHAR DISTRICT,68,Transgender,0,0,0
SANGHAR DISTRICT,69,Male,1623,617,2240
SANGHAR DISTRICT,69,Female,1586,644,2230
SANGHAR DISTRICT,69,Transgender,0,0,0
SANGHAR DISTRICT,70,Male,1289,458,1747
SANGHAR DISTRICT,70,Female,1367,497,1864
SANGHAR DISTRICT,70,Transgender,2,1,3
SANGHAR DISTRICT,71,Male,1349,534,1883
SANGHAR DISTRICT,71,Female,1334,551,1885
SANGHAR DISTRICT,71,Transgender,0,0,0
SANGHAR DISTRICT,72,Male,1053,426,1479
SANGHAR DISTRICT,72,Female,1233,483,1716
SANGHAR DISTRICT,72,Transgender,0,0,0
SANGHAR DISTRICT,73,Male,1194,445,1639
SANGHAR DISTRICT,73,Female,1161,568,1729
SANGHAR DISTRICT,73,Transgender,0,0,0
SANGHAR DISTRICT,74,Male,848,303,1151
SANGHAR DISTRICT,74,Female,876,332,1208
