district,age,sex,rural,urban,total
RAHIM YAR KHAN DISTRICT,46,Transgender,8,3,11
RAHIM YAR KHAN DISTRICT,47,Male,14632,4188,18820
RAHIM YAR KHAN DISTRICT,47,Female,13227,3778,17005
RAHIM YAR KHAN DISTRICT,47,Transgender,2,3,5
RAHIM YAR KHAN DISTRICT,48,Male,13592,4510,18102
RAHIM YAR KHAN DISTRICT,48,Female,13420,4383,17803
RAHIM YAR KHAN DISTRICT,48,Transgender,1,0,1
RAHIM YAR KHAN DISTRICT,49,Male,13338,4371,17709
RAHIM YAR KHAN DISTRICT,49,Female,13018,4282,17300
RAHIM YAR KHAN DISTRICT,49,Transgender,1,2,3
RAHIM YAR KHAN DISTRICT,50,Male,15015,4572,19587
RAHIM YAR KHAN DISTRICT,50,Female,13868,4163,18031
RAHIM YAR KHAN DISTRICT,50,Transgender,8,6,14
RAHIM YAR KHAN DISTRICT,51,Male,12560,3845,16405
RAHIM YAR KHAN DISTRICT,51,Female,11385,3699,15084
RAHIM YAR KHAN DISTRICT,51,Transgender,4,1,5
RAHIM YAR KHAN DISTRICT,52,Male,11877,3757,15634
RAHIM YAR KHAN DISTRICT,52,Female,10748,3372,14120
RAHIM YAR KHAN DISTRICT,52,Transgender,6,0,6
RAHIM YAR KHAN DISTRICT,53,Male,10759,3622,14381
RAHIM YAR KHAN DISTRICT,53,Female,9536,3281,12817
RAHIM YAR KHAN DISTRICT,53,Transgender,2,1,3
RAHIM YAR KHAN DISTRICT,54,Male,9736,3305,13041
RAHIM YAR KHAN DISTRICT,54,Female,8318,2912,11230
RAHIM YAR KHAN DISTRICT,54,Transgender,1,1,2
RAHIM YAR KHAN DISTRICT,55,Male,10889,3474,14363
RAHIM YAR KHAN DISTRICT,55,Female,9531,2947,12478
RAHIM YAR KHAN DISTRICT,55,Transgender,10,4,14
RAHIM YAR KHAN DISTRICT,56,Male,8324,2795,11119
RAHIM YAR KHAN DISTRICT,56,Female,7154,2351,9505
RAHIM YAR KHAN DISTRICT,56,Transgender,1,1,2
RAHIM YAR KHAN DISTRICT,57,Male,8491,2600,11091
RAHIM YAR KHAN DISTRICT,57,Female,7360,2061,9421
RAHIM YAR KHAN DISTRICT,57,Transgender,4,3,7
RAHIM YAR KHAN DISTRICT,58,Male,7047,2292,9339
RAHIM YAR KHAN DISTRICT,58,Female,6906,2275,9181
RAHIM YAR KHAN DISTRICT,58,Transgender,3,1,4
RAHIM YAR KHAN DISTRICT,59,Male,7022,2286,9308
RAHIM YAR KHAN DISTRICT,59,Female,7247,2192,9439
RAHIM YAR KHAN DISTRICT,59,Transgender,1,0,1
RAHIM YAR KHAN DISTRICT,60,Male,9334,2509,11843
RAHIM YAR KHAN DISTRICT,60,Female,9122,2352,11474
RAHIM YAR KHAN DISTRICT,60,Transgender,9,3,12
RAHIM YAR KHAN DISTRICT,61,Male,7595,2381,9976
RAHIM YAR KHAN DISTRICT,61,Female,7690,2151,9841
RAHIM YAR KHAN DISTRICT,61,Transgender,4,0,4
RAHIM YAR KHAN DISTRICT,62,Male,7429,2202,9631
RAHIM YAR KHAN DISTRICT,62,Female,7524,1986,9510
RAHIM YAR KHAN DISTRICT,62,Transgender,6,0,6
RAHIM YAR KHAN DISTRICT,63,Male,6957,2097,9054
RAHIM YAR KHAN DISTRICT,63,Female,6900,2068,8968
RAHIM YAR KHAN DISTRICT,63,Transgender,0,0,0
RAHIM YAR KHAN DISTRICT,64,Male,6076,1787,7863
RAHIM YAR KHAN DISTRICT,64,Female,6234,1775,8009
RAHIM YAR KHAN DISTRICT,64,Transgender,5,0,5
RAHIM YAR KHAN DISTRICT,65,Male,7131,1925,9056
RAHIM YAR KHAN DISTRICT,65,Female,6727,1723,8450
RAHIM YAR KHAN DISTRICT,65,Transgender,5,4,9
RAHIM YAR KHAN DISTRICT,66,Male,5810,1432,7242
RAHIM YAR KHAN DISTRICT,66,Female,5399,1332,6731
RAHIM YAR KHAN DISTRICT,66,Transgender,1,1,2
RAHIM YAR KHAN DISTRICT,67,Male,6262,1302,7564
RAHIM YAR KHAN DISTRICT,67,Female,5222,1216,6438
RAHIM YAR KHAN DISTRICT,67,Transgender,1,1,2
RAHIM YAR KHAN DISTRICT,68,Male,4827,1283,6110
RAHIM YAR KHAN DISTRICT,68,Female,4723,1192,5915
RAHIM YAR KHAN DISTRICT,68,Transgender,1,1,2
RAHIM YAR KHAN DISTRICT,69,Male,4209,1062,5271
RAHIM YAR KHAN DISTRICT,69,Female,4217,1053,5270
RAHIM YAR KHAN DISTRICT,69,Transgender,2,1,3
RAHIM YAR KHAN DISTRICT,70,Male,5454,1209,6663
RAHIM YAR KHAN DISTRICT,70,Female,4980,1115,6095
RAHIM YAR KHAN DISTRICT,70,Transgender,1,5,6
RAHIM YAR KHAN DISTRICT,71,Male,4621,1088,5709
RAHIM YAR KHAN DISTRICT,71,Female,4007,985,4992
RAHIM YAR KHAN DISTRICT,71,Transgender,2,1,3
RAHIM YAR KHAN DISTRICT,72,Male,4292,1012,5304
RAHIM YAR KHAN DISTRICT,72,Female,3874,859,4733
RAHIM YAR KHAN DISTRICT,72,Transgender,2,0,2
RAHIM YAR KHAN DISTRICT,73,Male,3569,1001,4570
RAHIM YAR KHAN DISTRICT,73,Female,3266,869,4135
RAHIM YAR KHAN DISTRICT,73,Transgender,0,0,0
RAHIM YAR KHAN DISTRICT,74,Male,2693,730,3423
RAHIM YAR KHAN DISTRICT,74,Female,2630,608,3238
RAHIM YAR KHAN DISTRICT,74,Transgender,1,0,1
RAHIM YAR KHAN DISTRICT,>=75,Male,24420,5675,30095
RAHIM YAR KHAN DISTRICT,>=75,Female,23897,5631,29528
RAHIM YAR KHAN DISTRICT,>=75,Transgender,13,2,15
RAJANPUR DISTRICT,<1,Male,22207,4095,26302
RAJANPUR DISTRICT,<1,Female,21191,3829,25020
RAJANPUR DISTRICT,<1,Transgender,0,0,0
RAJANPUR DISTRICT,1,Male,25083,4494,29577
RAJANPUR DISTRICT,1,Female,24871,4403,29274
RAJANPUR DISTRICT,1,Transgender,0,0,0
RAJANPUR DISTRICT,2,Male,30023,4961,34984
RAJANPUR DISTRICT,2,Female,30445,4803,35248
RAJANPUR DISTRICT,2,Transgender,0,0,0
RAJANPUR DISTRICT,3,Male,32331,5530,37861
RAJANPUR DISTRICT,3,Female,31937,5247,37184
RAJANPUR DISTRICT,3,Transgender,0,0,0
RAJANPUR DISTRICT,4,Male,34072,5138,39210
RAJANPUR DISTRICT,4,Female,32865,4916,37781
RAJANPUR DISTRICT,4,Transgender,0,0,0
RAJANPUR DISTRICT,5,Male,32318,5560,37878
RAJANPUR DISTRICT,5,Female,30286,4929,35215
RAJANPUR DISTRICT,5,Transgender,0,0,0
RAJANPUR DISTRICT,6,Male,32706,5001,37707
RAJANPUR DISTRICT,6,Female,30527,4575,35102
RAJANPUR DISTRICT,6,Transgender,0,0,0
RAJANPUR DISTRICT,7,Male,33748,5695,39443
RAJANPUR DISTRICT,7,Female,29913,5178,35091
RAJANPUR DISTRICT,7,Transgender,0,0,0
RAJANPUR DISTRICT,8,Male,35918,5227,41145
RAJANPUR DISTRICT,8,Female,31387,4732,36119
RAJANPUR DISTRICT,8,Transgender,0,0,0
RAJANPUR DISTRICT,9,Male,29742,5302,35044
RAJANPUR DISTRICT,9,Female,25416,4776,30192
RAJANPUR DISTRICT,9,Transgender,0,0,0
RAJANPUR DISTRICT,10,Male,31811,4785,36596
RAJANPUR DISTRICT,10,Female,26660,4280,30940
RAJANPUR DISTRICT,10,Transgender,0,0,0
RAJANPUR DISTRICT,11,Male,21763,4641,26404
RAJANPUR DISTRICT,11,Female,18574,4319,22893
RAJANPUR DISTRICT,11,Transgender,0,0,0
RAJANPUR DISTRICT,12,Male,25205,4610,29815
RAJANPUR DISTRICT,12,Female,21084,4104,25188
RAJANPUR DISTRICT,12,Transgender,0,0,0
RAJANPUR DISTRICT,13,Male,19513,4458,23971
RAJANPUR DISTRICT,13,Female,15553,3913,19466
RAJANPUR DISTRICT,13,Transgender,0,0,0
RAJANPUR DISTRICT,14,Male,20027,4230,24257
RAJANPUR DISTRICT,14,Female,16860,3789,20649
RAJANPUR DISTRICT,14,Transgender,0,0,0
RAJANPUR DISTRICT,15,Male,17728,4001,21729
RAJANPUR DISTRICT,15,Female,14052,3639,17691
RAJANPUR DISTRICT,15,Transgender,5,3,8
RAJANPUR DISTRICT,16,Male,17371,3865,21236
RAJANPUR DISTRICT,16,Female,14713,3574,18287
RAJANPUR DISTRICT,16,Transgender,10,0,10
RAJANPUR DISTRICT,17,Male,14017,3672,17689
RAJANPUR DISTRICT,17,Female,11417,3475,14892
RAJANPUR DISTRICT,17,Transgender,5,3,8
RAJANPUR DISTRICT,18,Male,18778,3680,22458
RAJANPUR DISTRICT,18,Female,16978,3530,20508
RAJANPUR DISTRICT,18,Transgender,8,2,10
RAJANPUR DISTRICT,19,Male,14779,3627,18406
RAJANPUR DISTRICT,19,Female,13008,3584,16592
RAJANPUR DISTRICT,19,Transgender,2,3,5
RAJANPUR DISTRICT,20,Male,16368,3327,19695
RAJANPUR DISTRICT,20,Female,15332,3138,18470
RAJANPUR DISTRICT,20,Transgender,8,2,10
RAJANPUR DISTRICT,21,Male,11713,3253,14966
RAJANPUR DISTRICT,21,Female,11111,3139,14250
RAJANPUR DISTRICT,21,Transgender,2,0,2
RAJANPUR DISTRICT,22,Male,11898,2778,14676
RAJANPUR DISTRICT,22,Female,11047,2911,13958
RAJANPUR DISTRICT,22,Transgender,4,0,4
RAJANPUR DISTRICT,23,Male,10155,2864,13019
RAJANPUR DISTRICT,23,Female,9864,2919,12783
RAJANPUR DISTRICT,23,Transgender,3,1,4
RAJANPUR DISTRICT,24,Male,9755,2562,12317
RAJANPUR DISTRICT,24,Female,9263,2606,11869
RAJANPUR DISTRICT,24,Transgender,5,0,5
RAJANPUR DISTRICT,25,Male,12010,2595,14605
RAJANPUR DISTRICT,25,Female,12290,2611,14901
RAJANPUR DISTRICT,25,Transgender,6,0,6
RAJANPUR DISTRICT,26,Male,9439,2430,11869
RAJANPUR DISTRICT,26,Female,9805,2555,12360
RAJANPUR DISTRICT,26,Transgender,4,0,4
RAJANPUR DISTRICT,27,Male,10446,2652,13098
RAJANPUR DISTRICT,27,Female,11578,2855,14433
RAJANPUR DISTRICT,27,Transgender,4,1,5
RAJANPUR DISTRICT,28,Male,9878,2346,12224
RAJANPUR DISTRICT,28,Female,10960,2446,13406
RAJANPUR DISTRICT,28,Transgender,2,3,5
RAJANPUR DISTRICT,29,Male,10955,2607,13562
RAJANPUR DISTRICT,29,Female,12132,2764,14896
RAJANPUR DISTRICT,29,Transgender,3,2,5
RAJANPUR DISTRICT,30,Male,10256,2125,12381
RAJANPUR DISTRICT,30,Female,11221,2141,13362
RAJANPUR DISTRICT,30,Transgender,7,6,13
RAJANPUR DISTRICT,31,Male,9875,2374,12249
RAJANPUR DISTRICT,31,Female,10733,2526,13259
RAJANPUR DISTRICT,31,Transgender,1,2,3
RAJANPUR DISTRICT,32,Male,9848,2212,12060
RAJANPUR DISTRICT,32,Female,11105,2345,13450
RAJANPUR DISTRICT,32,Transgender,3,2,5
RAJANPUR DISTRICT,33,Male,8138,2033,10171
RAJANPUR DISTRICT,33,Female,8810,1994,10804
RAJANPUR DISTRICT,33,Transgender,1,0,1
RAJANPUR DISTRICT,34,Male,7571,1964,9535
RAJANPUR DISTRICT,34,Female,8229,1864,10093
RAJANPUR DISTRICT,34,Transgender,5,2,7
RAJANPUR DISTRICT,35,Male,9251,1962,11213
RAJANPUR DISTRICT,35,Female,9322,1912,11234
RAJANPUR DISTRICT,35,Transgender,6,5,11
RAJANPUR DISTRICT,36,Male,8659,2040,10699
RAJANPUR DISTRICT,36,Female,8147,1891,10038
RAJANPUR DISTRICT,36,Transgender,1,0,1
RAJANPUR DISTRICT,37,Male,12614,2340,14954
RAJANPUR DISTRICT,37,Female,11716,2496,14212
RAJANPUR DISTRICT,37,Transgender,7,1,8
RAJANPUR DISTRICT,38,Male,7469,1772,9241
RAJANPUR DISTRICT,38,Female,7323,1663,8986
RAJANPUR DISTRICT,38,Transgender,2,1,3
RAJANPUR DISTRICT,39,Male,9212,2079,11291
RAJANPUR DISTRICT,39,Female,8349,1946,10295
RAJANPUR DISTRICT,39,Transgender,2,0,2
RAJANPUR DISTRICT,40,Male,6559,1455,8014
RAJANPUR DISTRICT,40,Female,7413,1303,8716
RAJANPUR DISTRICT,40,Transgender,3,4,7
RAJANPUR DISTRICT,41,Male,6967,1642,8609
RAJANPUR DISTRICT,41,Female,7233,1650,8883
RAJANPUR DISTRICT,41,Transgender,1,0,1
RAJANPUR DISTRICT,42,Male,7756,1661,9417
RAJANPUR DISTRICT,42,Female,7788,1750,9538
RAJANPUR DISTRICT,42,Transgender,2,2,4
RAJANPUR DISTRICT,43,Male,5173,1388,6561
RAJANPUR DISTRICT,43,Female,5125,1287,6412
RAJANPUR DISTRICT,43,Transgender,1,0,1
RAJANPUR DISTRICT,44,Male,5071,1331,6402
RAJANPUR DISTRICT,44,Female,4778,1093,5871
RAJANPUR DISTRICT,44,Transgender,2,0,2
RAJANPUR DISTRICT,45,Male,5096,1132,6228
RAJANPUR DISTRICT,45,Female,5064,1143,6207
RAJANPUR DISTRICT,45,Transgender,2,0,2
RAJANPUR DISTRICT,46,Male,5215,1241,6456
RAJANPUR DISTRICT,46,Female,4844,1180,6024
RAJANPUR DISTRICT,46,Transgender,2,0,2
RAJANPUR DISTRICT,47,Male,7008,1430,8438
RAJANPUR DISTRICT,47,Female,7107,1501,8608
RAJANPUR DISTRICT,47,Transgender,2,0,2
RAJANPUR DISTRICT,48,Male,4772,1269,6041
RAJANPUR DISTRICT,48,Female,4220,1105,5325
RAJANPUR DISTRICT,48,Transgender,2,1,3
RAJANPUR DISTRICT,49,Male,5712,1361,7073
RAJANPUR DISTRICT,49,Female,4779,1207,5986
RAJANPUR DISTRICT,49,Transgender,1,1,2
RAJANPUR DISTRICT,50,Male,4694,1078,5772
RAJANPUR DISTRICT,50,Female,4502,926,5428
RAJANPUR DISTRICT,50,Transgender,3,0,3
RAJANPUR DISTRICT,51,Male,5080,1304,6384
RAJANPUR DISTRICT,51,Female,4382,1136,5518
RAJANPUR DISTRICT,51,Transgender,0,2,2
RAJANPUR DISTRICT,52,Male,4787,1152,5939
RAJANPUR DISTRICT,52,Female,5006,1135,6141
RAJANPUR DISTRICT,52,Transgender,3,2,5
RAJANPUR DISTRICT,53,Male,3986,1150,5136
RAJANPUR DISTRICT,53,Female,3166,871,4037
RAJANPUR DISTRICT,53,Transgender,0,0,0
RAJANPUR DISTRICT,54,Male,3649,977,4626
RAJANPUR DISTRICT,54,Female,2868,774,3642
RAJANPUR DISTRICT,54,Transgender,0,0,0
RAJANPUR DISTRICT,55,Male,3205,833,4038
RAJANPUR DISTRICT,55,Female,2863,607,3470
RAJANPUR DISTRICT,55,Transgender,2,1,3
RAJANPUR DISTRICT,56,Male,3239,838,4077
RAJANPUR DISTRICT,56,Female,2712,669,3381
RAJANPUR DISTRICT,56,Transgender,0,0,0
RAJANPUR DISTRICT,57,Male,4178,818,4996
RAJANPUR DISTRICT,57,Female,4212,788,5000
RAJANPUR DISTRICT,57,Transgender,0,0,0
RAJANPUR DISTRICT,58,Male,2306,650,2956
RAJANPUR DISTRICT,58,Female,2132,518,2650
RAJANPUR DISTRICT,58,Transgender,0,0,0
RAJANPUR DISTRICT,59,Male,2715,672,3387
RAJANPUR DISTRICT,59,Female,2449,637,3086
RAJANPUR DISTRICT,59,Transgender,0,0,0
RAJANPUR DISTRICT,60,Male,2562,511,3073
RAJANPUR DISTRICT,60,Female,3029,582,3611
RAJANPUR DISTRICT,60,Transgender,3,0,3
RAJANPUR DISTRICT,61,Male,2720,681,3401
RAJANPUR DISTRICT,61,Female,2885,638,3523
RAJANPUR DISTRICT,61,Transgender,0,0,0
RAJANPUR DISTRICT,62,Male,2887,602,3489
RAJANPUR DISTRICT,62,Female,3391,753,4144
RAJANPUR DISTRICT,62,Transgender,0,0,0
RAJANPUR DISTRICT,63,Male,2292,541,2833
RAJANPUR DISTRICT,63,Female,2440,623,3063
RAJANPUR DISTRICT,63,Transgender,0,0,0
RAJANPUR DISTRICT,64,Male,2235,490,2725
RAJANPUR DISTRICT,64,Female,2302,519,2821
RAJANPUR DISTRICT,64,Transgender,0,0,0
RAJANPUR DISTRICT,65,Male,2114,453,2567
RAJANPUR DISTRICT,65,Female,2292,456,2748
RAJANPUR DISTRICT,65,Transgender,1,0,1
RAJANPUR DISTRICT,66,Male,2663,490,3153
RAJANPUR DISTRICT,66,Female,2531,487,3018
RAJANPUR DISTRICT,66,Transgender,1,0,1
RAJANPUR DISTRICT,67,Male,3068,525,3593
RAJANPUR DISTRICT,67,Female,3316,579,3895
RAJANPUR DISTRICT,67,Transgender,1,0,1
RAJANPUR DISTRICT,68,Male,1809,418,2227
RAJANPUR DISTRICT,68,Female,1702,431,2133
RAJANPUR DISTRICT,68,Transgender,0,0,0
RAJANPUR DISTRICT,69,Male,2047,395,2442
RAJANPUR DISTRICT,69,Female,1755,367,2122
RAJANPUR DISTRICT,69,Transgender,1,0,1
RAJANPUR DISTRICT,70,Male,1774,323,2097
RAJANPUR DISTRICT,70,Female,1755,300,2055
RAJANPUR DISTRICT,70,Transgender,2,2,4
RAJANPUR DISTRICT,71,Male,2161,368,2529
RAJANPUR DISTRICT,71,Female,1846,375,2221
RAJANPUR DISTRICT,71,Transgender,1,1,2
RAJANPUR DISTRICT,72,Male,1750,300,2050
RAJANPUR DISTRICT,72,Female,1922,346,2268
RAJANPUR DISTRICT,72,Transgender,0,0,0
RAJANPUR DISTRICT,73,Male,1339,260,1599
RAJANPUR DISTRICT,73,Female,1206,288,1494
RAJANPUR DISTRICT,73,Transgender,2,1,3
RAJANPUR DISTRICT,74,Male,1201,191,1392
RAJANPUR DISTRICT,74,Female,1079,199,1278
RAJANPUR DISTRICT,74,Transgender,0,0,0
RAJANPUR DISTRICT,>=75,Male,11056,1851,12907
RAJANPUR DISTRICT,>=75,Female,10929,2031,12960
RAJANPUR DISTRICT,>=75,Transgender,6,1,7
RAWALPINDI DISTRICT,<1,Male,26976,31443,58419
RAWALPINDI DISTRICT,<1,Female,25686,29936,55622
RAWALPINDI DISTRICT,<1,Transgender,0,0,0
RAWALPINDI DISTRICT,1,Male,29043,35075,64118
RAWALPINDI DISTRICT,1,Female,27933,33068,61001
RAWALPINDI DISTRICT,1,Transgender,0,0,0
RAWALPINDI DISTRICT,2,Male,29111,35159,64270
RAWALPINDI DISTRICT,2,Female,27239,33265,60504
RAWALPINDI DISTRICT,2,Transgender,0,0,0
RAWALPINDI DISTRICT,3,Male,30276,37466,67742
RAWALPINDI DISTRICT,3,Female,29017,35923,64940
RAWALPINDI DISTRICT,3,Transgender,0,0,0
RAWALPINDI DISTRICT,4,Male,28008,34809,62817
RAWALPINDI DISTRICT,4,Female,26263,32906,59169
RAWALPINDI DISTRICT,4,Transgender,0,0,0
RAWALPINDI DISTRICT,5,Male,28002,35302,63304
RAWALPINDI DISTRICT,5,Female,26970,33529,60499
RAWALPINDI DISTRICT,5,Transgender,0,0,0
RAWALPINDI DISTRICT,6,Male,28383,35045,63428
RAWALPINDI DISTRICT,6,Female,26641,33073,59714
RAWALPINDI DISTRICT,6,Transgender,0,0,0
RAWALPINDI DISTRICT,7,Male,30117,37290,67407
RAWALPINDI DISTRICT,7,Female,28076,35358,63434
RAWALPINDI DISTRICT,7,Transgender,0,0,0
RAWALPINDI DISTRICT,8,Male,25877,32205,58082
RAWALPINDI DISTRICT,8,Female,24573,30380,54953
RAWALPINDI DISTRICT,8,Transgender,0,0,0
RAWALPINDI DISTRICT,9,Male,30511,38611,69122
RAWALPINDI DISTRICT,9,Female,28943,35733,64676
RAWALPINDI DISTRICT,9,Transgender,0,0,0
RAWALPINDI DISTRICT,10,Male,23876,30279,54155
RAWALPINDI DISTRICT,10,Female,22562,28153,50715
RAWALPINDI DISTRICT,10,Transgender,0,0,0
RAWALPINDI DISTRICT,11,Male,30063,37185,67248
RAWALPINDI DISTRICT,11,Female,28016,35105,63121
RAWALPINDI DISTRICT,11,Transgender,0,0,0
RAWALPINDI DISTRICT,12,Male,23152,29967,53119
RAWALPINDI DISTRICT,12,Female,21834,27469,49303
RAWALPINDI DISTRICT,12,Transgender,0,0,0
RAWALPINDI DISTRICT,13,Male,26963,33881,60844
RAWALPINDI DISTRICT,13,Female,24734,30978,55712
RAWALPINDI DISTRICT,13,Transgender,0,0,0
RAWALPINDI DISTRICT,14,Male,23868,30372,54240
RAWALPINDI DISTRICT,14,Female,21439,27010,48449
RAWALPINDI DISTRICT,14,Transgender,0,0,0
RAWALPINDI DISTRICT,15,Male,24190,30070,54260
RAWALPINDI DISTRICT,15,Female,22620,28056,50676
RAWALPINDI DISTRICT,15,Transgender,3,8,11
RAWALPINDI DISTRICT,16,Male,24758,30749,55507
RAWALPINDI DISTRICT,16,Female,23098,27707,50805
RAWALPINDI DISTRICT,16,Transgender,5,10,15
RAWALPINDI DISTRICT,17,Male,25566,33286,58852
RAWALPINDI DISTRICT,17,Female,24289,30243,54532
RAWALPINDI DISTRICT,17,Transgender,5,11,16
RAWALPINDI DISTRICT,18,Male,20417,27117,47534
RAWALPINDI DISTRICT,18,Female,18667,23899,42566
RAWALPINDI DISTRICT,18,Transgender,4,10,14
RAWALPINDI DISTRICT,19,Male,25277,32331,57608
RAWALPINDI DISTRICT,19,Female,24876,30174,55050
RAWALPINDI DISTRICT,19,Transgender,2,10,12
RAWALPINDI DISTRICT,20,Male,20072,26609,46681
RAWALPINDI DISTRICT,20,Female,17908,22248,40156
RAWALPINDI DISTRICT,20,Transgender,7,19,26
RAWALPINDI DISTRICT,21,Male,24708,32971,57679
RAWALPINDI DISTRICT,21,Female,25644,31456,57100
RAWALPINDI DISTRICT,21,Transgender,3,11,14
RAWALPINDI DISTRICT,22,Male,20084,27867,47951
RAWALPINDI DISTRICT,22,Female,20691,26734,47425
RAWALPINDI DISTRICT,22,Transgender,8,24,32
RAWALPINDI DISTRICT,23,Male,22343,29661,52004
RAWALPINDI DISTRICT,23,Female,24172,29816,53988
RAWALPINDI DISTRICT,23,Transgender,8,13,21
RAWALPINDI DISTRICT,24,Male,21047,28586,49633
RAWALPINDI DISTRICT,24,Female,23675,28982,52657
RAWALPINDI DISTRICT,24,Transgender,6,30,36
RAWALPINDI DISTRICT,25,Male,16833,23742,40575
RAWALPINDI DISTRICT,25,Female,17870,22180,40050
RAWALPINDI DISTRICT,25,Transgender,6,45,51
RAWALPINDI DISTRICT,26,Male,19492,26741,46233
RAWALPINDI DISTRICT,26,Female,23925,28525,52450
RAWALPINDI DISTRICT,26,Transgender,5,25,30
RAWALPINDI DISTRICT,27,Male,19158,26605,45763
RAWALPINDI DISTRICT,27,Female,23562,29027,52589
RAWALPINDI DISTRICT,27,Transgender,5,20,25
RAWALPINDI DISTRICT,28,Male,17635,24916,42551
RAWALPINDI DISTRICT,28,Female,21000,26834,47834
RAWALPINDI DISTRICT,28,Transgender,2,41,43
RAWALPINDI DISTRICT,29,Male,19048,25538,44586
RAWALPINDI DISTRICT,29,Female,23444,27867,51311
RAWALPINDI DISTRICT,29,Transgender,7,28,35
RAWALPINDI DISTRICT,30,Male,16115,22972,39087
RAWALPINDI DISTRICT,30,Female,17435,23075,40510
RAWALPINDI DISTRICT,30,Transgender,7,63,70
RAWALPINDI DISTRICT,31,Male,18711,25145,43856
RAWALPINDI DISTRICT,31,Female,22392,26903,49295
RAWALPINDI DISTRICT,31,Transgender,3,19,22
RAWALPINDI DISTRICT,32,Male,17542,24703,42245
RAWALPINDI DISTRICT,32,Female,19763,25668,45431
RAWALPINDI DISTRICT,32,Transgender,7,31,38
RAWALPINDI DISTRICT,33,Male,17481,24074,41555
RAWALPINDI DISTRICT,33,Female,20057,24932,44989
RAWALPINDI DISTRICT,33,Transgender,4,20,24
RAWALPINDI DISTRICT,34,Male,16133,22316,38449
RAWALPINDI DISTRICT,34,Female,18767,23623,42390
RAWALPINDI DISTRICT,34,Transgender,11,17,28
RAWALPINDI DISTRICT,35,Male,13237,19479,32716
RAWALPINDI DISTRICT,35,Female,13938,19049,32987
RAWALPINDI DISTRICT,35,Transgender,9,50,59
RAWALPINDI DISTRICT,36,Male,15021,21106,36127
RAWALPINDI DISTRICT,36,Female,16898,21704,38602
RAWALPINDI DISTRICT,36,Transgender,7,19,26
RAWALPINDI DISTRICT,37,Male,14224,20480,34704
RAWALPINDI DISTRICT,37,Female,15442,19643,35085
RAWALPINDI DISTRICT,37,Transgender,9,17,26
RAWALPINDI DISTRICT,38,Male,15240,22669,37909
RAWALPINDI DISTRICT,38,Female,16623,22282,38905
RAWALPINDI DISTRICT,38,Transgender,9,30,39
RAWALPINDI DISTRICT,39,Male,14501,20667,35168
RAWALPINDI DISTRICT,39,Female,15896,19841,35737
RAWALPINDI DISTRICT,39,Transgender,0,12,12
RAWALPINDI DISTRICT,40,Male,12477,19826,32303
RAWALPINDI DISTRICT,40,Female,12217,17475,29692
RAWALPINDI DISTRICT,40,Transgender,10,35,45
RAWALPINDI DISTRICT,41,Male,13061,19182,32243
RAWALPINDI DISTRICT,41,Female,13913,17428,31341
RAWALPINDI DISTRICT,41,Transgender,3,13,16
RAWALPINDI DISTRICT,42,Male,12006,18335,30341
RAWALPINDI DISTRICT,42,Female,12435,16478,28913
RAWALPINDI DISTRICT,42,Transgender,1,26,27
RAWALPINDI DISTRICT,43,Male,12129,17592,29721
RAWALPINDI DISTRICT,43,Female,13327,17087,30414
RAWALPINDI DISTRICT,43,Transgender,4,12,16
RAWALPINDI DISTRICT,44,Male,10949,15902,26851
RAWALPINDI DISTRICT,44,Female,12098,15210,27308
RAWALPINDI DISTRICT,44,Transgender,2,16,18
RAWALPINDI DISTRICT,45,Male,9294,14513,23807
RAWALPINDI DISTRICT,45,Female,9355,13193,22548
RAWALPINDI DISTRICT,45,Transgender,6,22,28
RAWALPINDI DISTRICT,46,Male,10444,14166,24610
RAWALPINDI DISTRICT,46,Female,11325,12998,24323
RAWALPINDI DISTRICT,46,Transgender,4,10,14
RAWALPINDI DISTRICT,47,Male,9964,13730,23694
RAWALPINDI DISTRICT,47,Female,9714,11517,21231
RAWALPINDI DISTRICT,47,Transgender,3,7,10
RAWALPINDI DISTRICT,48,Male,10916,14972,25888
RAWALPINDI DISTRICT,48,Female,11773,14408,26181
RAWALPINDI DISTRICT,48,Transgender,3,9,12
RAWALPINDI DISTRICT,49,Male,10256,13915,24171
RAWALPINDI DISTRICT,49,Female,11605,13479,25084
RAWALPINDI DISTRICT,49,Transgender,2,7,9
RAWALPINDI DISTRICT,50,Male,9504,13725,23229
RAWALPINDI DISTRICT,50,Female,9454,12710,22164
RAWALPINDI DISTRICT,50,Transgender,10,22,32
RAWALPINDI DISTRICT,51,Male,10129,12909,23038
RAWALPINDI DISTRICT,51,Female,10792,11977,22769
RAWALPINDI DISTRICT,51,Transgender,1,9,10
RAWALPINDI DISTRICT,52,Male,9812,13482,23294
RAWALPINDI DISTRICT,52,Female,10200,11760,21960
RAWALPINDI DISTRICT,52,Transgender,4,6,10
RAWALPINDI DISTRICT,53,Male,9904,12977,22881
RAWALPINDI DISTRICT,53,Female,10665,12310,22975
RAWALPINDI DISTRICT,53,Transgender,3,6,9
RAWALPINDI DISTRICT,54,Male,9638,12082,21720
RAWALPINDI DISTRICT,54,Female,9803,10901,20704
RAWALPINDI DISTRICT,54,Transgender,2,4,6
RAWALPINDI DISTRICT,55,Male,7874,11142,19016
RAWALPINDI DISTRICT,55,Female,7361,9337,16698
RAWALPINDI DISTRICT,55,Transgender,3,9,12
