district,group,relationship,sex,total_pop,never_married,married,widowed,divorced
KARACHI WEST DISTRICT,OVERALL,Spouse,Male,12270,,12270,,
KARACHI WEST DISTRICT,OVERALL,Spouse,Female,514922,,514922,,
KARACHI WEST DISTRICT,OVERALL,Son/Daughter,Overall,780775,621364,150072,4243,5096
KARACHI WEST DISTRICT,OVERALL,Son/Daughter,Male,509804,372165,134421,1610,1608
KARACHI WEST DISTRICT,OVERALL,Son/Daughter,Female,270963,249191,15651,2633,3488
KARACHI WEST DISTRICT,OVERALL,Son/Daughter,Transgender,8,8,,,
KARACHI WEST DISTRICT,OVERALL,Daughter / Son In Law,Overall,145036,,144131,852,53
KARACHI WEST DISTRICT,OVERALL,Daughter / Son In Law,Male,6810,,6775,32,3
KARACHI WEST DISTRICT,OVERALL,Daughter / Son In Law,Female,138226,,137356,820,50
KARACHI WEST DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,25906,23489,2325,47,45
KARACHI WEST DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,14475,12985,1462,16,12
KARACHI WEST DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,11430,10503,863,31,33
KARACHI WEST DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,1,1,,,
KARACHI WEST DISTRICT,OVERALL,Father/Mother,Overall,58804,,25024,33457,323
KARACHI WEST DISTRICT,OVERALL,Father/Mother,Male,12889,,9475,3377,37
KARACHI WEST DISTRICT,OVERALL,Father/Mother,Female,45915,,15549,30080,286
KARACHI WEST DISTRICT,OVERALL,Brother / Sister,Overall,116144,69711,41300,3176,1957
KARACHI WEST DISTRICT,OVERALL,Brother / Sister,Male,83003,45212,36122,989,680
KARACHI WEST DISTRICT,OVERALL,Brother / Sister,Female,33121,24479,5178,2187,1277
KARACHI WEST DISTRICT,OVERALL,Brother / Sister,Transgender,20,20,,,
KARACHI WEST DISTRICT,OVERALL,Other Relative,Overall,105635,35903,63417,5739,576
KARACHI WEST DISTRICT,OVERALL,Other Relative,Male,48850,25023,22504,1059,264
KARACHI WEST DISTRICT,OVERALL,Other Relative,Female,56692,10787,40913,4680,312
KARACHI WEST DISTRICT,OVERALL,Other Relative,Transgender,93,93,,,
KARACHI WEST DISTRICT,OVERALL,Non-Relative,Overall,76398,31662,42918,1616,202
KARACHI WEST DISTRICT,OVERALL,Non-Relative,Male,57824,26571,30692,466,95
KARACHI WEST DISTRICT,OVERALL,Non-Relative,Female,18490,5007,12226,1150,107
KARACHI WEST DISTRICT,OVERALL,Non-Relative,Transgender,84,84,,,
KARACHI WEST DISTRICT,RURAL,Head,Overall,43306,1751,39129,2304,122
KARACHI WEST DISTRICT,RURAL,Head,Male,39900,1615,37408,816,61
KARACHI WEST DISTRICT,RURAL,Head,Female,3396,126,1721,1488,61
KARACHI WEST DISTRICT,RURAL,Head,Transgender,10,10,,,
KARACHI WEST DISTRICT,RURAL,Spouse,Overall,37689,,37689,,
KARACHI WEST DISTRICT,RURAL,Spouse,Male,815,,815,,
KARACHI WEST DISTRICT,RURAL,Spouse,Female,36874,,36874,,
KARACHI WEST DISTRICT,RURAL,Son/Daughter,Overall,46117,35648,9936,302,231
KARACHI WEST DISTRICT,RURAL,Son/Daughter,Male,30475,21619,8668,118,70
KARACHI WEST DISTRICT,RURAL,Son/Daughter,Female,15642,14029,1268,184,161
KARACHI WEST DISTRICT,RURAL,Son/Daughter,Transgender,,,,,
KARACHI WEST DISTRICT,RURAL,Daughter / Son In Law,Overall,9472,,9405,60,7
KARACHI WEST DISTRICT,RURAL,Daughter / Son In Law,Male,567,,563,3,1
KARACHI WEST DISTRICT,RURAL,Daughter / Son In Law,Female,8905,,8842,57,6
KARACHI WEST DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,1407,1210,181,9,7
KARACHI WEST DISTRICT,RURAL,Grand Son / Grand Daughter,Male,787,689,95,2,1
KARACHI WEST DISTRICT,RURAL,Grand Son / Grand Daughter,Female,620,521,86,7,6
KARACHI WEST DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,,,,,
KARACHI WEST DISTRICT,RURAL,Father/Mother,Overall,4809,,2481,2304,24
KARACHI WEST DISTRICT,RURAL,Father/Mother,Male,1131,,888,241,2
KARACHI WEST DISTRICT,RURAL,Father/Mother,Female,3678,,1593,2063,22
KARACHI WEST DISTRICT,RURAL,Brother / Sister,Overall,9153,5208,3592,251,102
KARACHI WEST DISTRICT,RURAL,Brother / Sister,Male,6728,3480,3142,72,34
KARACHI WEST DISTRICT,RURAL,Brother / Sister,Female,2425,1728,450,179,68
KARACHI WEST DISTRICT,RURAL,Brother / Sister,Transgender,,,,,
KARACHI WEST DISTRICT,RURAL,Other Relative,Overall,8515,2783,5269,415,48
KARACHI WEST DISTRICT,RURAL,Other Relative,Male,3827,1959,1776,82,10
KARACHI WEST DISTRICT,RURAL,Other Relative,Female,4682,818,3493,333,38
KARACHI WEST DISTRICT,RURAL,Other Relative,Transgender,6,6,,,
KARACHI WEST DISTRICT,RURAL,Non-Relative,Overall,5083,2017,2907,147,12
KARACHI WEST DISTRICT,RURAL,Non-Relative,Male,3511,1652,1821,37,1
KARACHI WEST DISTRICT,RURAL,Non-Relative,Female,1572,365,1086,110,11
KARACHI WEST DISTRICT,RURAL,Non-Relative,Transgender,,,,,
KARACHI WEST DISTRICT,URBAN,Head,Overall,581069,19168,512488,46802,2611
KARACHI WEST DISTRICT,URBAN,Head,Male,522307,17592,489171,14198,1346
KARACHI WEST DISTRICT,URBAN,Head,Female,58612,1426,23317,32604,1265
KARACHI WEST DISTRICT,URBAN,Head,Transgender,150,150,,,
KARACHI WEST DISTRICT,URBAN,Spouse,Overall,489503,,489503,,
KARACHI WEST DISTRICT,URBAN,Spouse,Male,11455,,11455,,
KARACHI WEST DISTRICT,URBAN,Spouse,Female,478048,,478048,,
KARACHI WEST DISTRICT,URBAN,Son/Daughter,Overall,734658,585716,140136,3941,4865
KARACHI WEST DISTRICT,URBAN,Son/Daughter,Male,479329,350546,125753,1492,1538
KARACHI WEST DISTRICT,URBAN,Son/Daughter,Female,255321,235162,14383,2449,3327
KARACHI WEST DISTRICT,URBAN,Son/Daughter,Transgender,8,8,,,
KARACHI WEST DISTRICT,URBAN,Daughter / Son In Law,Overall,135564,,134726,792,46
KARACHI WEST DISTRICT,URBAN,Daughter / Son In Law,Male,6243,,6212,29,2
KARACHI WEST DISTRICT,URBAN,Daughter / Son In Law,Female,129321,,128514,763,44
KARACHI WEST DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,24499,22279,2144,38,38
KARACHI WEST DISTRICT,URBAN,Grand Son / Grand Daughter,Male,13688,12296,1367,14,11
KARACHI WEST DISTRICT,URBAN,Grand Son / Grand Daughter,Female,10810,9982,777,24,27
KARACHI WEST DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,1,1,,,
KARACHI WEST DISTRICT,URBAN,Father/Mother,Overall,53995,,22543,31153,299
KARACHI WEST DISTRICT,URBAN,Father/Mother,Male,11758,,8587,3136,35
KARACHI WEST DISTRICT,URBAN,Father/Mother,Female,42237,,13956,28017,264
KARACHI WEST DISTRICT,URBAN,Brother / Sister,Overall,106991,64503,37708,2925,1855
KARACHI WEST DISTRICT,URBAN,Brother / Sister,Male,76275,41732,32980,917,646
KARACHI WEST DISTRICT,URBAN,Brother / Sister,Female,30696,22751,4728,2008,1209
KARACHI WEST DISTRICT,URBAN,Brother / Sister,Transgender,20,20,,,
KARACHI WEST DISTRICT,URBAN,Other Relative,Overall,97120,33120,58148,5324,528
KARACHI WEST DISTRICT,URBAN,Other Relative,Male,45023,23064,20728,977,254
KARACHI WEST DISTRICT,URBAN,Other Relative,Female,52010,9969,37420,4347,274
KARACHI WEST DISTRICT,URBAN,Other Relative,Transgender,87,87,,,
KARACHI WEST DISTRICT,URBAN,Non-Relative,Overall,71315,29645,40011,1469,190
KARACHI WEST DISTRICT,URBAN,Non-Relative,Male,54313,24919,28871,429,94
KARACHI WEST DISTRICT,URBAN,Non-Relative,Female,16918,4642,11140,1040,96
KARACHI WEST DISTRICT,URBAN,Non-Relative,Transgender,84,84,,,
KORANGI DISTRICT,OVERALL,Head,Overall,438113,16962,377556,41195,2400
KORANGI DISTRICT,OVERALL,Head,Male,384359,15368,356182,11699,1110
KORANGI DISTRICT,OVERALL,Head,Female,53642,1482,21374,29496,1290
KORANGI DISTRICT,OVERALL,Head,Transgender,112,112,,,
KORANGI DISTRICT,OVERALL,Spouse,Overall,361357,,361357,,
KORANGI DISTRICT,OVERALL,Spouse,Male,12001,,12001,,
KORANGI DISTRICT,OVERALL,Spouse,Female,349356,,349356,,
KORANGI DISTRICT,OVERALL,Son/Daughter,Overall,577444,463471,106393,3214,4366
KORANGI DISTRICT,OVERALL,Son/Daughter,Male,367684,270387,94821,1192,1284
KORANGI DISTRICT,OVERALL,Son/Daughter,Female,209728,193052,11572,2022,3082
KORANGI DISTRICT,OVERALL,Son/Daughter,Transgender,32,32,,,
KORANGI DISTRICT,OVERALL,Daughter / Son In Law,Overall,100169,,99559,576,34
KORANGI DISTRICT,OVERALL,Daughter / Son In Law,Male,5138,,5115,18,5
KORANGI DISTRICT,OVERALL,Daughter / Son In Law,Female,95031,,94444,558,29
KORANGI DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,19221,17727,1434,35,25
KORANGI DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,10527,9662,848,11,6
KORANGI DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,8690,8061,586,24,19
KORANGI DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,4,4,,,
KORANGI DISTRICT,OVERALL,Father/Mother,Overall,38987,,16366,22373,248
KORANGI DISTRICT,OVERALL,Father/Mother,Male,8545,,6303,2219,23
KORANGI DISTRICT,OVERALL,Father/Mother,Female,30442,,10063,20154,225
KORANGI DISTRICT,OVERALL,Brother / Sister,Overall,83495,51970,27065,2653,1807
KORANGI DISTRICT,OVERALL,Brother / Sister,Male,56549,31961,23281,772,535
KORANGI DISTRICT,OVERALL,Brother / Sister,Female,26882,19945,3784,1881,1272
KORANGI DISTRICT,OVERALL,Brother / Sister,Transgender,64,64,,,
KORANGI DISTRICT,OVERALL,Other Relative,Overall,72899,27486,40688,4205,520
KORANGI DISTRICT,OVERALL,Other Relative,Male,32891,18613,13301,775,202
KORANGI DISTRICT,OVERALL,Other Relative,Female,39793,8658,27387,3430,318
KORANGI DISTRICT,OVERALL,Other Relative,Transgender,215,215,,,
KORANGI DISTRICT,OVERALL,Non-Relative,Overall,47219,22684,23451,917,167
KORANGI DISTRICT,OVERALL,Non-Relative,Male,37817,19765,17703,271,78
KORANGI DISTRICT,OVERALL,Non-Relative,Female,9333,2850,5748,646,89
KORANGI DISTRICT,OVERALL,Non-Relative,Transgender,69,69,,,
KORANGI DISTRICT,RURAL,Head,Overall,,,,,
KORANGI DISTRICT,RURAL,Head,Male,,,,,
KORANGI DISTRICT,RURAL,Head,Female,,,,,
KORANGI DISTRICT,RURAL,Head,Transgender,,,,,
KORANGI DISTRICT,RURAL,Spouse,Overall,,,,,
KORANGI DISTRICT,RURAL,Spouse,Male,,,,,
KORANGI DISTRICT,RURAL,Spouse,Female,,,,,
KORANGI DISTRICT,RURAL,Son/Daughter,Overall,,,,,
KORANGI DISTRICT,RURAL,Son/Daughter,Male,,,,,
KORANGI DISTRICT,RURAL,Son/Daughter,Female,,,,,
KORANGI DISTRICT,RURAL,Son/Daughter,Transgender,,,,,
KORANGI DISTRICT,RURAL,Daughter / Son In Law,Overall,,,,,
KORANGI DISTRICT,RURAL,Daughter / Son In Law,Male,,,,,
KORANGI DISTRICT,RURAL,Daughter / Son In Law,Female,,,,,
KORANGI DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,,,,,
KORANGI DISTRICT,RURAL,Grand Son / Grand Daughter,Male,,,,,
KORANGI DISTRICT,RURAL,Grand Son / Grand Daughter,Female,,,,,
KORANGI DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,,,,,
KORANGI DISTRICT,RURAL,Father/Mother,Overall,,,,,
KORANGI DISTRICT,RURAL,Father/Mother,Male,,,,,
KORANGI DISTRICT,RURAL,Father/Mother,Female,,,,,
KORANGI DISTRICT,RURAL,Brother / Sister,Overall,,,,,
KORANGI DISTRICT,RURAL,Brother / Sister,Male,,,,,
KORANGI DISTRICT,RURAL,Brother / Sister,Female,,,,,
KORANGI DISTRICT,RURAL,Brother / Sister,Transgender,,,,,
KORANGI DISTRICT,RURAL,Other Relative,Overall,,,,,
KORANGI DISTRICT,RURAL,Other Relative,Male,,,,,
KORANGI DISTRICT,RURAL,Other Relative,Female,,,,,
KORANGI DISTRICT,RURAL,Other Relative,Transgender,,,,,
KORANGI DISTRICT,RURAL,Non-Relative,Overall,,,,,
KORANGI DISTRICT,RURAL,Non-Relative,Male,,,,,
KORANGI DISTRICT,RURAL,Non-Relative,Female,,,,,
KORANGI DISTRICT,RURAL,Non-Relative,Transgender,,,,,
KORANGI DISTRICT,URBAN,Head,Overall,438113,16962,377556,41195,2400
KORANGI DISTRICT,URBAN,Head,Male,384359,15368,356182,11699,1110
KORANGI DISTRICT,URBAN,Head,Female,53642,1482,21374,29496,1290
KORANGI DISTRICT,URBAN,Head,Transgender,112,112,,,
KORANGI DISTRICT,URBAN,Spouse,Overall,361357,,361357,,
KORANGI DISTRICT,URBAN,Spouse,Male,12001,,12001,,
KORANGI DISTRICT,URBAN,Spouse,Female,349356,,349356,,
KORANGI DISTRICT,URBAN,Son/Daughter,Overall,577444,463471,106393,3214,4366
KORANGI DISTRICT,URBAN,Son/Daughter,Male,367684,270387,94821,1192,1284
KORANGI DISTRICT,URBAN,Son/Daughter,Female,209728,193052,11572,2022,3082
KORANGI DISTRICT,URBAN,Son/Daughter,Transgender,32,32,,,
KORANGI DISTRICT,URBAN,Daughter / Son In Law,Overall,100169,,99559,576,34
KORANGI DISTRICT,URBAN,Daughter / Son In Law,Male,5138,,5115,18,5
KORANGI DISTRICT,URBAN,Daughter / Son In Law,Female,95031,,94444,558,29
KORANGI DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,19221,17727,1434,35,25
KORANGI DISTRICT,URBAN,Grand Son / Grand Daughter,Male,10527,9662,848,11,6
KORANGI DISTRICT,URBAN,Grand Son / Grand Daughter,Female,8690,8061,586,24,19
KORANGI DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,4,4,,,
KORANGI DISTRICT,URBAN,Father/Mother,Overall,38987,,16366,22373,248
KORANGI DISTRICT,URBAN,Father/Mother,Male,8545,,6303,2219,23
KORANGI DISTRICT,URBAN,Father/Mother,Female,30442,,10063,20154,225
KORANGI DISTRICT,URBAN,Brother / Sister,Overall,83495,51970,27065,2653,1807
KORANGI DISTRICT,URBAN,Brother / Sister,Male,56549,31961,23281,772,535
KORANGI DISTRICT,URBAN,Brother / Sister,Female,26882,19945,3784,1881,1272
KORANGI DISTRICT,URBAN,Brother / Sister,Transgender,64,64,,,
KORANGI DISTRICT,URBAN,Other Relative,Overall,72899,27486,40688,4205,520
KORANGI DISTRICT,URBAN,Other Relative,Male,32891,18613,13301,775,202
KORANGI DISTRICT,URBAN,Other Relative,Female,39793,8658,27387,3430,318
KORANGI DISTRICT,URBAN,Other Relative,Transgender,215,215,,,
KORANGI DISTRICT,URBAN,Non-Relative,Overall,47219,22684,23451,917,167
KORANGI DISTRICT,URBAN,Non-Relative,Male,37817,19765,17703,271,78
KORANGI DISTRICT,URBAN,Non-Relative,Female,9333,2850,5748,646,89
KORANGI DISTRICT,URBAN,Non-Relative,Transgender,69,69,,,
MALIR DISTRICT,OVERALL,Head,Overall,317500,13856,283762,18955,927
MALIR DISTRICT,OVERALL,Head,Male,291030,13074,271119,6368,469
MALIR DISTRICT,OVERALL,Head,Female,26415,727,12643,12587,458
MALIR DISTRICT,OVERALL,Head,Transgender,55,55,,,
MALIR DISTRICT,OVERALL,Spouse,Overall,273640,,273640,,
MALIR DISTRICT,OVERALL,Spouse,Male,6891,,6891,,
MALIR DISTRICT,OVERALL,Spouse,Female,266749,,266749,,
MALIR DISTRICT,OVERALL,Son/Daughter,Overall,341579,282425,55845,1660,1649
MALIR DISTRICT,OVERALL,Son/Daughter,Male,217461,167665,48775,645,376
MALIR DISTRICT,OVERALL,Son/Daughter,Female,124113,114755,7070,1015,1273
MALIR DISTRICT,OVERALL,Son/Daughter,Transgender,5,5,,,
MALIR DISTRICT,OVERALL,Daughter / Son In Law,Overall,52284,,51924,342,18
MALIR DISTRICT,OVERALL,Daughter / Son In Law,Male,2938,,2921,17,
MALIR DISTRICT,OVERALL,Daughter / Son In Law,Female,49346,,49003,325,18
MALIR DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,8313,7371,913,15,14
MALIR DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,4628,4071,547,6,4
MALIR DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,3685,3300,366,9,10
MALIR DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,,,,,
MALIR DISTRICT,OVERALL,Father/Mother,Overall,32270,,15860,16246,164
MALIR DISTRICT,OVERALL,Father/Mother,Male,7586,,6021,1547,18
MALIR DISTRICT,OVERALL,Father/Mother,Female,24684,,9839,14699,146
MALIR DISTRICT,OVERALL,Brother / Sister,Overall,64699,40912,21468,1602,717
MALIR DISTRICT,OVERALL,Brother / Sister,Male,45474,26357,18461,499,157
MALIR DISTRICT,OVERALL,Brother / Sister,Female,19215,14545,3007,1103,560
MALIR DISTRICT,OVERALL,Brother / Sister,Transgender,10,10,,,
MALIR DISTRICT,OVERALL,Other Relative,Overall,58280,19955,35153,2948,224
MALIR DISTRICT,OVERALL,Other Relative,Male,28566,14354,13616,531,65
MALIR DISTRICT,OVERALL,Other Relative,Female,29662,5549,21537,2417,159
MALIR DISTRICT,OVERALL,Other Relative,Transgender,52,52,,,
MALIR DISTRICT,OVERALL,Non-Relative,Overall,63110,30056,32196,757,101
MALIR DISTRICT,OVERALL,Non-Relative,Male,54633,27431,26861,296,45
MALIR DISTRICT,OVERALL,Non-Relative,Female,8447,2595,5335,461,56
MALIR DISTRICT,OVERALL,Non-Relative,Transgender,30,30,,,
MALIR DISTRICT,RURAL,Head,Overall,147066,6576,131186,8894,410
MALIR DISTRICT,RURAL,Head,Male,135106,6211,125681,2994,220
MALIR DISTRICT,RURAL,Head,Female,11933,338,5505,5900,190
MALIR DISTRICT,RURAL,Head,Transgender,27,27,,,
MALIR DISTRICT,RURAL,Spouse,Overall,127182,,127182,,
MALIR DISTRICT,RURAL,Spouse,Male,3154,,3154,,
MALIR DISTRICT,RURAL,Spouse,Female,124028,,124028,,
MALIR DISTRICT,RURAL,Son/Daughter,Overall,145382,123239,20678,745,720
MALIR DISTRICT,RURAL,Son/Daughter,Male,91510,73241,17806,304,159
MALIR DISTRICT,RURAL,Son/Daughter,Female,53870,49996,2872,441,561
MALIR DISTRICT,RURAL,Son/Daughter,Transgender,2,2,,,
MALIR DISTRICT,RURAL,Daughter / Son In Law,Overall,19427,,19275,143,9
MALIR DISTRICT,RURAL,Daughter / Son In Law,Male,1341,,1330,11,
MALIR DISTRICT,RURAL,Daughter / Son In Law,Female,18086,,17945,132,9
MALIR DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,2734,2394,329,7,4
MALIR DISTRICT,RURAL,Grand Son / Grand Daughter,Male,1536,1333,200,2,1
MALIR DISTRICT,RURAL,Grand Son / Grand Daughter,Female,1198,1061,129,5,3
MALIR DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,,,,,
MALIR DISTRICT,RURAL,Father/Mother,Overall,13743,,6463,7204,76
MALIR DISTRICT,RURAL,Father/Mother,Male,3106,,2453,645,8
MALIR DISTRICT,RURAL,Father/Mother,Female,10637,,4010,6559,68
MALIR DISTRICT,RURAL,Brother / Sister,Overall,26703,17220,8427,746,310
MALIR DISTRICT,RURAL,Brother / Sister,Male,18537,11073,7164,234,66
MALIR DISTRICT,RURAL,Brother / Sister,Female,8163,6144,1263,512,244
MALIR DISTRICT,RURAL,Brother / Sister,Transgender,3,3,,,
MALIR DISTRICT,RURAL,Other Relative,Overall,24613,8137,14895,1479,102
MALIR DISTRICT,RURAL,Other Relative,Male,12077,5907,5892,251,27
MALIR DISTRICT,RURAL,Other Relative,Female,12524,2218,9003,1228,75
MALIR DISTRICT,RURAL,Other Relative,Transgender,12,12,,,
MALIR DISTRICT,RURAL,Non-Relative,Overall,21386,10303,10750,298,35
MALIR DISTRICT,RURAL,Non-Relative,Male,17872,9144,8623,97,8
MALIR DISTRICT,RURAL,Non-Relative,Female,3498,1143,2127,201,27
MALIR DISTRICT,RURAL,Non-Relative,Transgender,16,16,,,
MALIR DISTRICT,URBAN,Head,Overall,170434,7280,152576,10061,517
MALIR DISTRICT,URBAN,Head,Male,155924,6863,145438,3374,249
MALIR DISTRICT,URBAN,Head,Female,14482,389,7138,6687,268
MALIR DISTRICT,URBAN,Head,Transgender,28,28,,,
MALIR DISTRICT,URBAN,Spouse,Overall,146458,,146458,,
MALIR DISTRICT,URBAN,Spouse,Male,3737,,3737,,
MALIR DISTRICT,URBAN,Spouse,Female,142721,,142721,,
MALIR DISTRICT,URBAN,Son/Daughter,Overall,196197,159186,35167,915,929
MALIR DISTRICT,URBAN,Son/Daughter,Male,125951,94424,30969,341,217
MALIR DISTRICT,URBAN,Son/Daughter,Female,70243,64759,4198,574,712
MALIR DISTRICT,URBAN,Son/Daughter,Transgender,3,3,,,
MALIR DISTRICT,URBAN,Daughter / Son In Law,Overall,32857,,32649,199,9
MALIR DISTRICT,URBAN,Daughter / Son In Law,Male,1597,,1591,6,
MALIR DISTRICT,URBAN,Daughter / Son In Law,Female,31260,,31058,193,9
MALIR DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,5579,4977,584,8,10
MALIR DISTRICT,URBAN,Grand Son / Grand Daughter,Male,3092,2738,347,4,3
MALIR DISTRICT,URBAN,Grand Son / Grand Daughter,Female,2487,2239,237,4,7
MALIR DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
MALIR DISTRICT,URBAN,Father/Mother,Overall,18527,,9397,9042,88
MALIR DISTRICT,URBAN,Father/Mother,Male,4480,,3568,902,10
MALIR DISTRICT,URBAN,Father/Mother,Female,14047,,5829,8140,78
MALIR DISTRICT,URBAN,Brother / Sister,Overall,37996,23692,13041,856,407
MALIR DISTRICT,URBAN,Brother / Sister,Male,26937,15284,11297,265,91
MALIR DISTRICT,URBAN,Brother / Sister,Female,11052,8401,1744,591,316
MALIR DISTRICT,URBAN,Brother / Sister,Transgender,7,7,,,
MALIR DISTRICT,URBAN,Other Relative,Overall,33667,11818,20258,1469,122
MALIR DISTRICT,URBAN,Other Relative,Male,16489,8447,7724,280,38
MALIR DISTRICT,URBAN,Other Relative,Female,17138,3331,12534,1189,84
MALIR DISTRICT,URBAN,Other Relative,Transgender,40,40,,,
MALIR DISTRICT,URBAN,Non-Relative,Overall,41724,19753,21446,459,66
MALIR DISTRICT,URBAN,Non-Relative,Male,36761,18287,18238,199,37
MALIR DISTRICT,URBAN,Non-Relative,Female,4949,1452,3208,260,29
MALIR DISTRICT,URBAN,Non-Relative,Transgender,14,14,,,
MIRPUR KHAS DISTRICT,OVERALL,Head,Overall,284606,5634,260076,18342,554
MIRPUR KHAS DISTRICT,OVERALL,Head,Male,262480,5259,251039,5881,301
MIRPUR KHAS DISTRICT,OVERALL,Head,Female,22111,360,9037,12461,253
MIRPUR KHAS DISTRICT,OVERALL,Head,Transgender,15,15,,,
MIRPUR KHAS DISTRICT,OVERALL,Spouse,Overall,259842,,259842,,
MIRPUR KHAS DISTRICT,OVERALL,Spouse,Male,6385,,6385,,
MIRPUR KHAS DISTRICT,OVERALL,Spouse,Female,253457,,253457,,
MIRPUR KHAS DISTRICT,OVERALL,Son/Daughter,Overall,213007,184465,26704,1051,787
MIRPUR KHAS DISTRICT,OVERALL,Son/Daughter,Male,136139,111434,24072,433,200
MIRPUR KHAS DISTRICT,OVERALL,Son/Daughter,Female,76847,73010,2632,618,587
MIRPUR KHAS DISTRICT,OVERALL,Son/Daughter,Transgender,21,21,,,
MIRPUR KHAS DISTRICT,OVERALL,Daughter / Son In Law,Overall,25464,,25150,301,13
MIRPUR KHAS DISTRICT,OVERALL,Daughter / Son In Law,Male,840,,831,8,1
MIRPUR KHAS DISTRICT,OVERALL,Daughter / Son In Law,Female,24624,,24319,293,12
MIRPUR KHAS DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,3327,2835,477,12,3
MIRPUR KHAS DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,1897,1587,303,6,1
MIRPUR KHAS DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,1427,1245,174,6,2
MIRPUR KHAS DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,3,3,,,
MIRPUR KHAS DISTRICT,OVERALL,Father/Mother,Overall,21049,,5168,15818,63
MIRPUR KHAS DISTRICT,OVERALL,Father/Mother,Male,3639,,2128,1502,9
MIRPUR KHAS DISTRICT,OVERALL,Father/Mother,Female,17410,,3040,14316,54
MIRPUR KHAS DISTRICT,OVERALL,Brother / Sister,Overall,24272,16526,6315,1043,388
MIRPUR KHAS DISTRICT,OVERALL,Brother / Sister,Male,15763,10145,5232,293,93
MIRPUR KHAS DISTRICT,OVERALL,Brother / Sister,Female,8489,6361,1083,750,295
MIRPUR KHAS DISTRICT,OVERALL,Brother / Sister,Transgender,20,20,,,
MIRPUR KHAS DISTRICT,OVERALL,Other Relative,Overall,18611,5594,10133,2776,108
MIRPUR KHAS DISTRICT,OVERALL,Other Relative,Male,6685,3394,2837,414,40
MIRPUR KHAS DISTRICT,OVERALL,Other Relative,Female,11781,2055,7296,2362,68
MIRPUR KHAS DISTRICT,OVERALL,Other Relative,Transgender,145,145,,,
MIRPUR KHAS DISTRICT,OVERALL,Non-Relative,Overall,7207,2565,4217,405,20
MIRPUR KHAS DISTRICT,OVERALL,Non-Relative,Male,4048,1674,2262,105,7
MIRPUR KHAS DISTRICT,OVERALL,Non-Relative,Female,3140,872,1955,300,13
MIRPUR KHAS DISTRICT,OVERALL,Non-Relative,Transgender,19,19,,,
MIRPUR KHAS DISTRICT,RURAL,Head,Overall,206676,3612,190831,11968,265
MIRPUR KHAS DISTRICT,RURAL,Head,Male,191746,3405,184385,3795,161
MIRPUR KHAS DISTRICT,RURAL,Head,Female,14927,204,6446,8173,104
MIRPUR KHAS DISTRICT,RURAL,Head,Transgender,3,3,,,
MIRPUR KHAS DISTRICT,RURAL,Spouse,Overall,191652,,191652,,
MIRPUR KHAS DISTRICT,RURAL,Spouse,Male,4770,,4770,,
MIRPUR KHAS DISTRICT,RURAL,Spouse,Female,186882,,186882,,
MIRPUR KHAS DISTRICT,RURAL,Son/Daughter,Overall,125252,108753,15537,608,354
MIRPUR KHAS DISTRICT,RURAL,Son/Daughter,Male,81876,67499,14032,252,93
MIRPUR KHAS DISTRICT,RURAL,Son/Daughter,Female,43361,41239,1505,356,261
MIRPUR KHAS DISTRICT,RURAL,Son/Daughter,Transgender,15,15,,,
MIRPUR KHAS DISTRICT,RURAL,Daughter / Son In Law,Overall,14743,,14534,203,6
MIRPUR KHAS DISTRICT,RURAL,Daughter / Son In Law,Male,437,,430,7,
MIRPUR KHAS DISTRICT,RURAL,Daughter / Son In Law,Female,14306,,14104,196,6
MIRPUR KHAS DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,1501,1179,316,4,2
MIRPUR KHAS DISTRICT,RURAL,Grand Son / Grand Daughter,Male,908,697,211,,
MIRPUR KHAS DISTRICT,RURAL,Grand Son / Grand Daughter,Female,592,481,105,4,2
