district,group,relationship,total_pop,never_married,married,widowed,divorced
NAUSHAHRO FEROZE DISTRICT,RURAL,Brother / Sister,33027,22414,9128,1214,271
NAUSHAHRO FEROZE DISTRICT,RURAL,Other Relative,27728,8437,16180,3032,79
NAUSHAHRO FEROZE DISTRICT,RURAL,Non-Relative,6250,2214,3702,311,23
NAUSHAHRO FEROZE DISTRICT,URBAN,Head,63595,2772,56442,4218,163
NAUSHAHRO FEROZE DISTRICT,URBAN,Spouse,55446,,55446,,
NAUSHAHRO FEROZE DISTRICT,URBAN,Son/Daughter,66375,57827,8067,288,193
NAUSHAHRO FEROZE DISTRICT,URBAN,Daughter / Son In Law,7654,,7578,75,1
NAUSHAHRO FEROZE DISTRICT,URBAN,Grand Son / Grand Daughter,1269,1128,136,3,2
NAUSHAHRO FEROZE DISTRICT,URBAN,Father/Mother,7454,,2423,5006,25
NAUSHAHRO FEROZE DISTRICT,URBAN,Brother / Sister,13598,9542,3473,428,155
NAUSHAHRO FEROZE DISTRICT,URBAN,Other Relative,9353,3128,5202,983,40
NAUSHAHRO FEROZE DISTRICT,URBAN,Non-Relative,2259,959,1218,74,8
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Head,295414,8305,266407,20319,383
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Spouse,266751,,266751,,
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Son/Daughter,228647,203270,23678,1139,560
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Daughter / Son In Law,21905,,21545,355,5
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,3461,2901,541,15,4
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Father/Mother,22588,,6155,16372,61
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Brother / Sister,34459,24127,8625,1412,295
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Other Relative,26707,8233,15161,3228,85
SHAHEED BENAZIRABAD DISTRICT,OVERALL,Non-Relative,16428,7555,8245,601,27
SHAHEED BENAZIRABAD DISTRICT,RURAL,Head,209824,5576,189592,14442,214
SHAHEED BENAZIRABAD DISTRICT,RURAL,Spouse,191150,,191150,,
SHAHEED BENAZIRABAD DISTRICT,RURAL,Son/Daughter,143827,128892,13935,730,270
SHAHEED BENAZIRABAD DISTRICT,RURAL,Daughter / Son In Law,12977,,12738,236,3
SHAHEED BENAZIRABAD DISTRICT,RURAL,Grand Son / Grand Daughter,1802,1447,345,9,1
SHAHEED BENAZIRABAD DISTRICT,RURAL,Father/Mother,14254,,3653,10563,38
SHAHEED BENAZIRABAD DISTRICT,RURAL,Brother / Sister,20023,14096,4878,912,137
SHAHEED BENAZIRABAD DISTRICT,RURAL,Other Relative,16365,4873,9265,2182,45
SHAHEED BENAZIRABAD DISTRICT,RURAL,Non-Relative,8069,2545,5140,377,7
SHAHEED BENAZIRABAD DISTRICT,URBAN,Head,85590,2729,76815,5877,169
SHAHEED BENAZIRABAD DISTRICT,URBAN,Spouse,75601,,75601,,
SHAHEED BENAZIRABAD DISTRICT,URBAN,Son/Daughter,84820,74378,9743,409,290
SHAHEED BENAZIRABAD DISTRICT,URBAN,Daughter / Son In Law,8928,,8807,119,2
SHAHEED BENAZIRABAD DISTRICT,URBAN,Grand Son / Grand Daughter,1659,1454,196,6,3
SHAHEED BENAZIRABAD DISTRICT,URBAN,Father/Mother,8334,,2502,5809,23
SHAHEED BENAZIRABAD DISTRICT,URBAN,Brother / Sister,14436,10031,3747,500,158
SHAHEED BENAZIRABAD DISTRICT,URBAN,Other Relative,10342,3360,5896,1046,40
SHAHEED BENAZIRABAD DISTRICT,URBAN,Non-Relative,8359,5010,3105,224,20
AWARAN DISTRICT,OVERALL,Head,18129,317,16962,834,16
AWARAN DISTRICT,OVERALL,Spouse,16444,,16444,,
AWARAN DISTRICT,OVERALL,Son/Daughter,14738,10570,4031,108,29
AWARAN DISTRICT,OVERALL,Daughter / Son In Law,4453,,4415,36,2
AWARAN DISTRICT,OVERALL,Grand Son / Grand Daughter,647,534,113,,
AWARAN DISTRICT,OVERALL,Father/Mother,1975,,1170,804,1
AWARAN DISTRICT,OVERALL,Brother / Sister,2746,1243,1372,115,16
AWARAN DISTRICT,OVERALL,Other Relative,3490,936,2323,225,6
AWARAN DISTRICT,OVERALL,Non-Relative,1320,361,927,31,1
AWARAN DISTRICT,RURAL,Head,13925,257,13058,600,10
AWARAN DISTRICT,RURAL,Spouse,12799,,12799,,
AWARAN DISTRICT,RURAL,Son/Daughter,9797,7235,2477,69,16
AWARAN DISTRICT,RURAL,Daughter / Son In Law,2704,,2682,20,2
AWARAN DISTRICT,RURAL,Grand Son / Grand Daughter,298,242,56,,
AWARAN DISTRICT,RURAL,Father/Mother,1505,,956,549,
AWARAN DISTRICT,RURAL,Brother / Sister,1809,856,873,72,8
AWARAN DISTRICT,RURAL,Other Relative,2146,547,1459,135,5
AWARAN DISTRICT,RURAL,Non-Relative,383,93,273,16,1
AWARAN DISTRICT,URBAN,Head,4204,60,3904,234,6
AWARAN DISTRICT,URBAN,Spouse,3645,,3645,,
AWARAN DISTRICT,URBAN,Son/Daughter,4941,3335,1554,39,13
AWARAN DISTRICT,URBAN,Daughter / Son In Law,1749,,1733,16,
AWARAN DISTRICT,URBAN,Grand Son / Grand Daughter,349,292,57,,
AWARAN DISTRICT,URBAN,Father/Mother,470,,214,255,1
AWARAN DISTRICT,URBAN,Brother / Sister,937,387,499,43,8
AWARAN DISTRICT,URBAN,Other Relative,1344,389,864,90,1
AWARAN DISTRICT,URBAN,Non-Relative,,268,654,15,
KALAT DISTRICT,OVERALL,Head,54525,1529,51081,1896,19
KALAT DISTRICT,OVERALL,Spouse,54492,,54492,,
KALAT DISTRICT,OVERALL,Son/Daughter,45919,40202,5300,364,53
KALAT DISTRICT,OVERALL,Daughter / Son In Law,4343,,4215,126,2
KALAT DISTRICT,OVERALL,Grand Son / Grand Daughter,789,687,95,7,
KALAT DISTRICT,OVERALL,Father/Mother,4845,,2200,2638,7
KALAT DISTRICT,OVERALL,Brother / Sister,9268,6145,2827,260,36
KALAT DISTRICT,OVERALL,Other Relative,7281,2704,4076,480,21
KALAT DISTRICT,OVERALL,Non-Relative,4550,1799,2627,113,11
KALAT DISTRICT,RURAL,Head,45034,1247,42309,1464,14
KALAT DISTRICT,RURAL,Spouse,45259,,45259,,
KALAT DISTRICT,RURAL,Son/Daughter,35924,31045,4513,314,52
KALAT DISTRICT,RURAL,Daughter / Son In Law,3666,,3561,104,1
KALAT DISTRICT,RURAL,Grand Son / Grand Daughter,644,556,82,6,
KALAT DISTRICT,RURAL,Father/Mother,3819,,1873,1940,6
KALAT DISTRICT,RURAL,Brother / Sister,7164,4530,2414,191,29
KALAT DISTRICT,RURAL,Other Relative,6051,2113,3547,372,19
KALAT DISTRICT,RURAL,Non-Relative,3047,1165,1816,60,6
KALAT DISTRICT,URBAN,Head,9491,282,8772,432,5
KALAT DISTRICT,URBAN,Spouse,9233,,9233,,
KALAT DISTRICT,URBAN,Son/Daughter,9995,9157,787,50,1
KALAT DISTRICT,URBAN,Daughter / Son In Law,677,,654,22,1
KALAT DISTRICT,URBAN,Grand Son / Grand Daughter,145,131,13,1,
KALAT DISTRICT,URBAN,Father/Mother,1026,,327,698,1
KALAT DISTRICT,URBAN,Brother / Sister,2104,1615,413,69,7
KALAT DISTRICT,URBAN,Other Relative,1230,591,529,108,2
KALAT DISTRICT,URBAN,Non-Relative,1503,634,811,53,5
KHARAN DISTRICT,OVERALL,Head,24398,1343,22008,1035,12
KHARAN DISTRICT,OVERALL,Spouse,22156,,22156,,
KHARAN DISTRICT,OVERALL,Son/Daughter,21572,18029,3410,100,33
KHARAN DISTRICT,OVERALL,Daughter / Son In Law,2412,,2378,33,1
KHARAN DISTRICT,OVERALL,Grand Son / Grand Daughter,560,408,148,4,
KHARAN DISTRICT,OVERALL,Father/Mother,1837,,831,999,7
KHARAN DISTRICT,OVERALL,Brother / Sister,4475,2904,1434,121,16
KHARAN DISTRICT,OVERALL,Other Relative,2945,1154,1627,161,3
KHARAN DISTRICT,OVERALL,Non-Relative,1371,680,649,39,3
KHARAN DISTRICT,RURAL,Head,18168,1095,16217,848,8
KHARAN DISTRICT,RURAL,Spouse,16260,,16260,,
KHARAN DISTRICT,RURAL,Son/Daughter,12630,11012,1524,73,21
KHARAN DISTRICT,RURAL,Daughter / Son In Law,1209,,1187,22,
KHARAN DISTRICT,RURAL,Grand Son / Grand Daughter,213,171,41,1,
KHARAN DISTRICT,RURAL,Father/Mother,1042,,411,624,7
KHARAN DISTRICT,RURAL,Brother / Sister,2210,1419,709,72,10
KHARAN DISTRICT,RURAL,Other Relative,1691,672,911,107,1
KHARAN DISTRICT,RURAL,Non-Relative,723,286,407,27,3
KHARAN DISTRICT,URBAN,Head,6230,248,5791,187,4
KHARAN DISTRICT,URBAN,Spouse,5896,,5896,,
KHARAN DISTRICT,URBAN,Son/Daughter,8942,7017,1886,27,12
KHARAN DISTRICT,URBAN,Daughter / Son In Law,1203,,1191,11,1
KHARAN DISTRICT,URBAN,Grand Son / Grand Daughter,347,237,107,3,
KHARAN DISTRICT,URBAN,Father/Mother,795,,420,375,
KHARAN DISTRICT,URBAN,Brother / Sister,2265,1485,725,49,6
KHARAN DISTRICT,URBAN,Other Relative,1254,482,716,54,2
KHARAN DISTRICT,URBAN,Non-Relative,648,394,242,12,
KHUZDAR DISTRICT,OVERALL,Head,118669,2275,111938,4372,84
KHUZDAR DISTRICT,OVERALL,Spouse,115776,,115776,,
KHUZDAR DISTRICT,OVERALL,Son/Daughter,83290,72842,9709,574,165
KHUZDAR DISTRICT,OVERALL,Daughter / Son In Law,8015,,7828,176,11
KHUZDAR DISTRICT,OVERALL,Grand Son / Grand Daughter,1642,1352,278,9,3
KHUZDAR DISTRICT,OVERALL,Father/Mother,9705,,4664,5025,16
KHUZDAR DISTRICT,OVERALL,Brother / Sister,15347,9758,4862,643,84
KHUZDAR DISTRICT,OVERALL,Other Relative,16631,5936,9325,1297,73
KHUZDAR DISTRICT,OVERALL,Non-Relative,10490,4694,5490,272,34
KHUZDAR DISTRICT,RURAL,Head,80678,1486,76149,2984,59
KHUZDAR DISTRICT,RURAL,Spouse,78370,,78370,,
KHUZDAR DISTRICT,RURAL,Son/Daughter,49910,43259,6160,384,107
KHUZDAR DISTRICT,RURAL,Daughter / Son In Law,4907,,4779,124,4
KHUZDAR DISTRICT,RURAL,Grand Son / Grand Daughter,896,715,174,6,1
KHUZDAR DISTRICT,RURAL,Father/Mother,6135,,2851,3273,11
KHUZDAR DISTRICT,RURAL,Brother / Sister,8841,5289,3072,427,53
KHUZDAR DISTRICT,RURAL,Other Relative,10905,3726,6234,894,51
KHUZDAR DISTRICT,RURAL,Non-Relative,5351,1990,3174,164,23
KHUZDAR DISTRICT,URBAN,Head,37991,789,35789,1388,25
KHUZDAR DISTRICT,URBAN,Spouse,37406,,37406,,
KHUZDAR DISTRICT,URBAN,Son/Daughter,33380,29583,3549,190,58
KHUZDAR DISTRICT,URBAN,Daughter / Son In Law,3108,,3049,52,7
KHUZDAR DISTRICT,URBAN,Grand Son / Grand Daughter,746,637,104,3,2
KHUZDAR DISTRICT,URBAN,Father/Mother,3570,,1813,1752,5
KHUZDAR DISTRICT,URBAN,Brother / Sister,6506,4469,1790,216,31
KHUZDAR DISTRICT,URBAN,Other Relative,5726,2210,3091,403,22
KHUZDAR DISTRICT,URBAN,Non-Relative,5139,2704,2316,108,11
LASBELA DISTRICT,OVERALL,Head,91166,3594,81761,5652,159
LASBELA DISTRICT,OVERALL,Spouse,82468,,82468,,
LASBELA DISTRICT,OVERALL,Son/Daughter,84948,71332,12665,627,324
LASBELA DISTRICT,OVERALL,Daughter / Son In Law,12512,,12365,141,6
LASBELA DISTRICT,OVERALL,Grand Son / Grand Daughter,2038,1776,253,5,4
LASBELA DISTRICT,OVERALL,Father/Mother,10792,,4101,6650,41
LASBELA DISTRICT,OVERALL,Brother / Sister,19701,11969,6724,787,221
LASBELA DISTRICT,OVERALL,Other Relative,18724,5928,11085,1645,66
LASBELA DISTRICT,OVERALL,Non-Relative,6696,3291,3248,145,12
LASBELA DISTRICT,RURAL,Head,53436,1776,47742,3813,105
LASBELA DISTRICT,RURAL,Spouse,47725,,47725,,
LASBELA DISTRICT,RURAL,Son/Daughter,41770,36837,4384,353,196
LASBELA DISTRICT,RURAL,Daughter / Son In Law,4210,,4145,64,1
LASBELA DISTRICT,RURAL,Grand Son / Grand Daughter,801,700,96,3,2
LASBELA DISTRICT,RURAL,Father/Mother,4599,,1381,3194,24
LASBELA DISTRICT,RURAL,Brother / Sister,6912,4602,1788,422,100
LASBELA DISTRICT,RURAL,Other Relative,6115,1878,3421,780,36
LASBELA DISTRICT,RURAL,Non-Relative,2037,899,1078,59,1
LASBELA DISTRICT,URBAN,Head,37730,1818,34019,1839,54
LASBELA DISTRICT,URBAN,Spouse,34743,,34743,,
LASBELA DISTRICT,URBAN,Son/Daughter,43178,34495,8281,274,128
LASBELA DISTRICT,URBAN,Daughter / Son In Law,8302,,8220,77,5
LASBELA DISTRICT,URBAN,Grand Son / Grand Daughter,1237,1076,157,2,2
LASBELA DISTRICT,URBAN,Father/Mother,6193,,2720,3456,17
LASBELA DISTRICT,URBAN,Brother / Sister,12789,7367,4936,365,121
LASBELA DISTRICT,URBAN,Other Relative,12609,4050,7664,865,30
LASBELA DISTRICT,URBAN,Non-Relative,4659,2392,2170,86,11
MASTUNG DISTRICT,OVERALL,Head,38350,1125,35858,1357,10
MASTUNG DISTRICT,OVERALL,Spouse,37057,,37057,,
MASTUNG DISTRICT,OVERALL,Son/Daughter,39215,34971,4073,132,39
MASTUNG DISTRICT,OVERALL,Daughter / Son In Law,3719,,3657,60,2
MASTUNG DISTRICT,OVERALL,Grand Son / Grand Daughter,714,640,72,2,
MASTUNG DISTRICT,OVERALL,Father/Mother,4262,,1572,2681,9
MASTUNG DISTRICT,OVERALL,Brother / Sister,8366,6205,1919,222,20
MASTUNG DISTRICT,OVERALL,Other Relative,5204,1814,2973,409,8
MASTUNG DISTRICT,OVERALL,Non-Relative,1669,660,964,45,
MASTUNG DISTRICT,RURAL,Head,33372,938,31308,1118,8
MASTUNG DISTRICT,RURAL,Spouse,32406,,32406,,
MASTUNG DISTRICT,RURAL,Son/Daughter,32758,29180,3441,104,33
MASTUNG DISTRICT,RURAL,Daughter / Son In Law,3037,,2987,49,1
MASTUNG DISTRICT,RURAL,Grand Son / Grand Daughter,582,523,57,2,
MASTUNG DISTRICT,RURAL,Father/Mother,3500,,1407,2085,8
MASTUNG DISTRICT,RURAL,Brother / Sister,6653,4843,1623,172,15
MASTUNG DISTRICT,RURAL,Other Relative,4464,1550,2567,339,8
MASTUNG DISTRICT,RURAL,Non-Relative,1558,615,902,41,
MASTUNG DISTRICT,URBAN,Head,4978,187,4550,239,2
MASTUNG DISTRICT,URBAN,Spouse,4651,,4651,,
MASTUNG DISTRICT,URBAN,Son/Daughter,6457,5791,632,28,6
MASTUNG DISTRICT,URBAN,Daughter / Son In Law,682,,670,11,1
MASTUNG DISTRICT,URBAN,Grand Son / Grand Daughter,132,117,15,,
MASTUNG DISTRICT,URBAN,Father/Mother,762,,165,596,1
MASTUNG DISTRICT,URBAN,Brother / Sister,1713,1362,296,50,5
MASTUNG DISTRICT,URBAN,Other Relative,740,264,406,70,
MASTUNG DISTRICT,URBAN,Non-Relative,111,45,62,4,
WASHUK DISTRICT,OVERALL,Head,30810,930,28328,1510,42
WASHUK DISTRICT,OVERALL,Spouse,28301,,28301,,
WASHUK DISTRICT,OVERALL,Son/Daughter,17117,15916,1104,78,19
WASHUK DISTRICT,OVERALL,Daughter / Son In Law,409,,404,5,
WASHUK DISTRICT,OVERALL,Grand Son / Grand Daughter,149,115,34,,
WASHUK DISTRICT,OVERALL,Father/Mother,513,,291,216,6
WASHUK DISTRICT,OVERALL,Brother / Sister,1392,1058,286,43,5
WASHUK DISTRICT,OVERALL,Other Relative,1432,705,663,64,
WASHUK DISTRICT,OVERALL,Non-Relative,1577,435,1122,18,2
WASHUK DISTRICT,RURAL,Head,26883,689,24811,1351,32
WASHUK DISTRICT,RURAL,Spouse,24980,,24980,,
WASHUK DISTRICT,RURAL,Son/Daughter,15097,13970,1035,74,18
WASHUK DISTRICT,RURAL,Daughter / Son In Law,387,,383,4,
WASHUK DISTRICT,RURAL,Grand Son / Grand Daughter,137,108,29,,
WASHUK DISTRICT,RURAL,Father/Mother,458,,258,194,6
WASHUK DISTRICT,RURAL,Brother / Sister,1199,906,253,36,4
WASHUK DISTRICT,RURAL,Other Relative,1247,612,581,54,
WASHUK DISTRICT,RURAL,Non-Relative,1456,395,1042,18,1
WASHUK DISTRICT,URBAN,Head,3927,241,3517,159,10
WASHUK DISTRICT,URBAN,Spouse,3321,,3321,,
WASHUK DISTRICT,URBAN,Son/Daughter,2020,1946,69,4,1
WASHUK DISTRICT,URBAN,Daughter / Son In Law,22,,21,1,
WASHUK DISTRICT,URBAN,Grand Son / Grand Daughter,12,7,5,,
WASHUK DISTRICT,URBAN,Father/Mother,55,,33,22,
WASHUK DISTRICT,URBAN,Brother / Sister,193,152,33,7,1
WASHUK DISTRICT,URBAN,Other Relative,185,93,82,10,
WASHUK DISTRICT,URBAN,Non-Relative,121,40,80,,1
GWADAR DISTRICT,OVERALL,Head,39258,1192,35746,2202,118
GWADAR DISTRICT,OVERALL,Spouse,35492,,35492,,
GWADAR DISTRICT,OVERALL,Son/Daughter,43437,37415,5490,380,152
GWADAR DISTRICT,OVERALL,Daughter / Son In Law,4511,,4455,55,1
GWADAR DISTRICT,OVERALL,Grand Son / Grand Daughter,958,827,130,,1
GWADAR DISTRICT,OVERALL,Father/Mother,3665,,1833,1810,22
GWADAR DISTRICT,OVERALL,Brother / Sister,8124,4816,2830,406,72
GWADAR DISTRICT,OVERALL,Other Relative,9928,4176,5035,681,36
GWADAR DISTRICT,OVERALL,Non-Relative,12634,3858,8657,110,9
GWADAR DISTRICT,RURAL,Head,17019,391,15608,958,62
GWADAR DISTRICT,RURAL,Spouse,15759,,15759,,
GWADAR DISTRICT,RURAL,Son/Daughter,16442,14661,1536,166,79
GWADAR DISTRICT,RURAL,Daughter / Son In Law,1330,,1314,16,
GWADAR DISTRICT,RURAL,Grand Son / Grand Daughter,280,245,35,,
GWADAR DISTRICT,RURAL,Father/Mother,1298,,574,719,5
GWADAR DISTRICT,RURAL,Brother / Sister,1925,1235,541,118,31
GWADAR DISTRICT,RURAL,Other Relative,2166,796,1111,248,11
GWADAR DISTRICT,RURAL,Non-Relative,2648,873,1762,12,1
GWADAR DISTRICT,URBAN,Head,22239,801,20138,1244,56
GWADAR DISTRICT,URBAN,Spouse,19733,,19733,,
GWADAR DISTRICT,URBAN,Son/Daughter,26995,22754,3954,214,73
GWADAR DISTRICT,URBAN,Daughter / Son In Law,3181,,3141,39,1
GWADAR DISTRICT,URBAN,Grand Son / Grand Daughter,678,582,95,,1
GWADAR DISTRICT,URBAN,Father/Mother,2367,,1259,1091,17
GWADAR DISTRICT,URBAN,Brother / Sister,6199,3581,2289,288,41
GWADAR DISTRICT,URBAN,Other Relative,7762,3380,3924,433,25
GWADAR DISTRICT,URBAN,Non-Relative,9986,2985,6895,98,8
KECH DISTRICT,OVERALL,Head,137033,813,129677,6140,403
KECH DISTRICT,OVERALL,Spouse,129915,,129915,,
KECH DISTRICT,OVERALL,Son/Daughter,200573,172845,26095,1053,580
KECH DISTRICT,OVERALL,Daughter / Son In Law,4032,,3918,68,46
KECH DISTRICT,OVERALL,Grand Son / Grand Daughter,1436,1258,164,9,5
KECH DISTRICT,OVERALL,Father/Mother,3375,,1641,1715,19
KECH DISTRICT,OVERALL,Brother / Sister,11539,7859,3112,441,127
KECH DISTRICT,OVERALL,Other Relative,8499,3844,3823,622,210
KECH DISTRICT,OVERALL,Non-Relative,5884,2639,3106,102,37
KECH DISTRICT,RURAL,Head,90621,517,85895,4009,200
KECH DISTRICT,RURAL,Spouse,86051,,86051,,
KECH DISTRICT,RURAL,Son/Daughter,132249,115487,15636,746,380
KECH DISTRICT,RURAL,Daughter / Son In Law,2658,,2575,41,42
KECH DISTRICT,RURAL,Grand Son / Grand Daughter,1103,969,124,6,4
KECH DISTRICT,RURAL,Father/Mother,2011,,1028,972,11
KECH DISTRICT,RURAL,Brother / Sister,8073,5397,2308,280,88
KECH DISTRICT,RURAL,Other Relative,6408,2789,2969,457,193
KECH DISTRICT,RURAL,Non-Relative,3729,1559,2071,64,35
KECH DISTRICT,URBAN,Head,46412,296,43782,2131,203
KECH DISTRICT,URBAN,Spouse,43864,,43864,,
KECH DISTRICT,URBAN,Son/Daughter,68324,57358,10459,307,200
KECH DISTRICT,URBAN,Daughter / Son In Law,1374,,1343,27,4
KECH DISTRICT,URBAN,Grand Son / Grand Daughter,333,289,40,3,1
KECH DISTRICT,URBAN,Father/Mother,1364,,613,743,8
KECH DISTRICT,URBAN,Brother / Sister,3466,2462,804,161,39
KECH DISTRICT,URBAN,Other Relative,2091,1055,854,165,17
KECH DISTRICT,URBAN,Non-Relative,2155,1080,1035,38,2
PANJGUR DISTRICT,OVERALL,Head,42255,264,40184,1762,45
PANJGUR DISTRICT,OVERALL,Spouse,41404,,41404,,
PANJGUR DISTRICT,OVERALL,Son/Daughter,48041,43620,4105,214,102
PANJGUR DISTRICT,OVERALL,Daughter / Son In Law,2084,,1957,117,10
PANJGUR DISTRICT,OVERALL,Grand Son / Grand Daughter,754,703,46,3,2
PANJGUR DISTRICT,OVERALL,Father/Mother,980,,499,478,3
PANJGUR DISTRICT,OVERALL,Brother / Sister,3185,2204,828,115,38
PANJGUR DISTRICT,OVERALL,Other Relative,2565,1131,1168,239,27
PANJGUR DISTRICT,OVERALL,Non-Relative,2219,902,1265,41,11
PANJGUR DISTRICT,RURAL,Head,30955,102,29466,1343,44
PANJGUR DISTRICT,RURAL,Spouse,30414,,30414,,
PANJGUR DISTRICT,RURAL,Son/Daughter,36123,32622,3208,196,97
PANJGUR DISTRICT,RURAL,Daughter / Son In Law,1543,,1420,113,10
PANJGUR DISTRICT,RURAL,Grand Son / Grand Daughter,597,565,27,3,2
PANJGUR DISTRICT,RURAL,Father/Mother,525,,286,236,3
PANJGUR DISTRICT,RURAL,Brother / Sister,1931,1195,602,102,32
PANJGUR DISTRICT,RURAL,Other Relative,2041,880,914,220,27
PANJGUR DISTRICT,RURAL,Non-Relative,1822,760,1013,38,11
PANJGUR DISTRICT,URBAN,Head,11300,162,10718,419,1
PANJGUR DISTRICT,URBAN,Spouse,10990,,10990,,
PANJGUR DISTRICT,URBAN,Son/Daughter,11918,10998,897,18,5
PANJGUR DISTRICT,URBAN,Daughter / Son In Law,541,,537,4,
PANJGUR DISTRICT,URBAN,Grand Son / Grand Daughter,157,138,19,,
PANJGUR DISTRICT,URBAN,Father/Mother,455,,213,242,
PANJGUR DISTRICT,URBAN,Brother / Sister,1254,1009,226,13,6
PANJGUR DISTRICT,URBAN,Other Relative,524,251,254,19,
PANJGUR DISTRICT,URBAN,Non-Relative,397,142,252,3,
JAFFARABAD DISTRICT,OVERALL,Head,77480,1697,72146,3615,22
JAFFARABAD DISTRICT,OVERALL,Spouse,76794,,76794,,
JAFFARABAD DISTRICT,OVERALL,Son/Daughter,54929,45986,8498,376,69
JAFFARABAD DISTRICT,OVERALL,Daughter / Son In Law,8403,,8271,131,1
JAFFARABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,1142,937,199,4,2
JAFFARABAD DISTRICT,OVERALL,Father/Mother,8226,,2567,5647,12
JAFFARABAD DISTRICT,OVERALL,Brother / Sister,11729,7055,4037,607,30
JAFFARABAD DISTRICT,OVERALL,Other Relative,13085,3712,7706,1610,57
JAFFARABAD DISTRICT,OVERALL,Non-Relative,6760,1728,4676,343,13
JAFFARABAD DISTRICT,RURAL,Head,54871,1152,51291,2420,8
JAFFARABAD DISTRICT,RURAL,Spouse,55073,,55073,,
JAFFARABAD DISTRICT,RURAL,Son/Daughter,35064,29478,5290,248,48
JAFFARABAD DISTRICT,RURAL,Daughter / Son In Law,5241,,5148,92,1
JAFFARABAD DISTRICT,RURAL,Grand Son / Grand Daughter,627,486,137,2,2
JAFFARABAD DISTRICT,RURAL,Father/Mother,5290,,1752,3528,10
JAFFARABAD DISTRICT,RURAL,Brother / Sister,7082,4151,2555,364,12
JAFFARABAD DISTRICT,RURAL,Other Relative,7989,1977,5036,969,7
JAFFARABAD DISTRICT,RURAL,Non-Relative,3768,867,2706,190,5
JAFFARABAD DISTRICT,URBAN,Head,22609,545,20855,1195,14
JAFFARABAD DISTRICT,URBAN,Spouse,21721,,21721,,
JAFFARABAD DISTRICT,URBAN,Son/Daughter,19865,16508,3208,128,21
JAFFARABAD DISTRICT,URBAN,Daughter / Son In Law,3162,,3123,39,
JAFFARABAD DISTRICT,URBAN,Grand Son / Grand Daughter,515,451,62,2,
JAFFARABAD DISTRICT,URBAN,Father/Mother,2936,,815,2119,2
JAFFARABAD DISTRICT,URBAN,Brother / Sister,4647,2904,1482,243,18
JAFFARABAD DISTRICT,URBAN,Other Relative,5096,1735,2670,641,50
JAFFARABAD DISTRICT,URBAN,Non-Relative,2992,861,1970,153,8
JHAL MAGSI DISTRICT,OVERALL,Head,24848,460,23483,903,2
JHAL MAGSI DISTRICT,OVERALL,Spouse,25020,,25020,,
JHAL MAGSI DISTRICT,OVERALL,Son/Daughter,14051,12351,1631,59,10
JHAL MAGSI DISTRICT,OVERALL,Daughter / Son In Law,1473,,1449,24,
JHAL MAGSI DISTRICT,OVERALL,Grand Son / Grand Daughter,195,155,40,,
JHAL MAGSI DISTRICT,OVERALL,Father/Mother,2375,,868,1499,8
JHAL MAGSI DISTRICT,OVERALL,Brother / Sister,2362,1579,638,139,6
JHAL MAGSI DISTRICT,OVERALL,Other Relative,2263,604,1352,306,1
JHAL MAGSI DISTRICT,OVERALL,Non-Relative,501,142,338,21,
JHAL MAGSI DISTRICT,RURAL,Head,23604,433,22332,837,2
JHAL MAGSI DISTRICT,RURAL,Spouse,23822,,23822,,
JHAL MAGSI DISTRICT,RURAL,Son/Daughter,12797,11192,1541,54,10
JHAL MAGSI DISTRICT,RURAL,Daughter / Son In Law,1378,,1357,21,
JHAL MAGSI DISTRICT,RURAL,Grand Son / Grand Daughter,175,135,40,,
JHAL MAGSI DISTRICT,RURAL,Father/Mother,2242,,832,1403,7
JHAL MAGSI DISTRICT,RURAL,Brother / Sister,2154,1430,592,126,6
JHAL MAGSI DISTRICT,RURAL,Other Relative,2083,544,1256,282,1
JHAL MAGSI DISTRICT,RURAL,Non-Relative,479,135,323,21,
JHAL MAGSI DISTRICT,URBAN,Head,1244,27,1151,66,
JHAL MAGSI DISTRICT,URBAN,Spouse,1198,,1198,,
JHAL MAGSI DISTRICT,URBAN,Son/Daughter,1254,1159,90,5,
JHAL MAGSI DISTRICT,URBAN,Daughter / Son In Law,95,,92,3,
JHAL MAGSI DISTRICT,URBAN,Grand Son / Grand Daughter,20,20,,,
JHAL MAGSI DISTRICT,URBAN,Father/Mother,133,,36,96,1
JHAL MAGSI DISTRICT,URBAN,Brother / Sister,208,149,46,13,
JHAL MAGSI DISTRICT,URBAN,Other Relative,180,60,96,24,
JHAL MAGSI DISTRICT,URBAN,Non-Relative,22,7,15,,
KACHHI DISTRICT,OVERALL,Head,40962,1372,38189,1376,25
KACHHI DISTRICT,OVERALL,Spouse,40312,,40312,,
KACHHI DISTRICT,OVERALL,Son/Daughter,36351,30548,5490,274,39
KACHHI DISTRICT,OVERALL,Daughter / Son In Law,5362,,5262,98,2
KACHHI DISTRICT,OVERALL,Grand Son / Grand Daughter,883,773,104,5,1
