district,localities,gender,age_group,working,seeking_work,students,housekeeping,other
KALAT DISTRICT,All,Male,75 AND ABOVE,3,,,,13
KALAT DISTRICT,All,Female,10-14,1,1,14,6,11
KALAT DISTRICT,All,Female,15-19,2,1,6,10,12
KALAT DISTRICT,All,Female,20-24,,2,1,9,4
KALAT DISTRICT,All,Female,25-29,1,,1,7,5
KALAT DISTRICT,All,Female,30-34,3,1,,15,6
KALAT DISTRICT,All,Female,35-39,,2,,1,3
KALAT DISTRICT,All,Female,40-44,,1,,5,
KALAT DISTRICT,All,Female,45-49,,1,,4,1
KALAT DISTRICT,All,Female,50-54,1,,,10,4
KALAT DISTRICT,All,Female,55-59,,,,2,2
KALAT DISTRICT,All,Female,60-64,,,,2,2
KALAT DISTRICT,All,Female,65-69,,1,,4,3
KALAT DISTRICT,All,Female,70-74,1,,,4,1
KALAT DISTRICT,All,Female,75 AND ABOVE,,,,5,10
KALAT DISTRICT,All,Transgender,10-14,,,,,
KALAT DISTRICT,All,Transgender,15-19,,,,,
KALAT DISTRICT,All,Transgender,20-24,,,,,
KALAT DISTRICT,All,Transgender,25-29,,,,1,
KALAT DISTRICT,All,Transgender,30-34,,,,,
KALAT DISTRICT,All,Transgender,35-39,,,,,
KALAT DISTRICT,All,Transgender,40-44,,,,,
KALAT DISTRICT,All,Transgender,45-49,,,,,
KALAT DISTRICT,All,Transgender,50-54,,,,,
KALAT DISTRICT,All,Transgender,55-59,,,,,
KALAT DISTRICT,All,Transgender,60-64,,,,,
KALAT DISTRICT,All,Transgender,65-69,,,,,
KALAT DISTRICT,All,Transgender,70-74,,,,,
KALAT DISTRICT,All,Transgender,75 AND ABOVE,,,,,
KALAT DISTRICT,Rural,Overall,10-14,4,2,27,13,34
KALAT DISTRICT,Rural,Overall,15-19,8,8,6,10,25
KALAT DISTRICT,Rural,Overall,20-24,8,7,6,10,18
KALAT DISTRICT,Rural,Overall,25-29,6,8,1,11,18
KALAT DISTRICT,Rural,Overall,30-34,10,6,,19,16
KALAT DISTRICT,Rural,Overall,35-39,3,8,,3,18
KALAT DISTRICT,Rural,Overall,40-44,2,1,,8,5
KALAT DISTRICT,Rural,Overall,45-49,4,1,,8,3
KALAT DISTRICT,Rural,Overall,50-54,6,1,,9,15
KALAT DISTRICT,Rural,Overall,55-59,5,1,,2,3
KALAT DISTRICT,Rural,Overall,60-64,1,1,,2,9
KALAT DISTRICT,Rural,Overall,65-69,2,1,,5,9
KALAT DISTRICT,Rural,Overall,70-74,4,2,,3,5
KALAT DISTRICT,Rural,Overall,75 AND ABOVE,2,,,4,20
KALAT DISTRICT,Rural,Male,10-14,3,1,15,8,25
KALAT DISTRICT,Rural,Male,15-19,6,7,4,4,14
KALAT DISTRICT,Rural,Male,20-24,8,5,6,5,14
KALAT DISTRICT,Rural,Male,25-29,5,8,1,3,14
KALAT DISTRICT,Rural,Male,30-34,8,5,,5,11
KALAT DISTRICT,Rural,Male,35-39,3,6,,2,15
KALAT DISTRICT,Rural,Male,40-44,2,,,3,5
KALAT DISTRICT,Rural,Male,45-49,4,1,,4,3
KALAT DISTRICT,Rural,Male,50-54,5,1,,2,11
KALAT DISTRICT,Rural,Male,55-59,5,1,,,1
KALAT DISTRICT,Rural,Male,60-64,1,1,,2,7
KALAT DISTRICT,Rural,Male,65-69,2,,,1,7
KALAT DISTRICT,Rural,Male,70-74,3,2,,1,4
KALAT DISTRICT,Rural,Male,75 AND ABOVE,2,,,,12
KALAT DISTRICT,Rural,Female,10-14,1,1,12,5,9
KALAT DISTRICT,Rural,Female,15-19,2,1,2,6,11
KALAT DISTRICT,Rural,Female,20-24,,2,,5,4
KALAT DISTRICT,Rural,Female,25-29,1,,,7,4
KALAT DISTRICT,Rural,Female,30-34,2,1,,14,5
KALAT DISTRICT,Rural,Female,35-39,,2,,1,3
KALAT DISTRICT,Rural,Female,40-44,,1,,5,
KALAT DISTRICT,Rural,Female,45-49,,,,4,
KALAT DISTRICT,Rural,Female,50-54,1,,,7,4
KALAT DISTRICT,Rural,Female,55-59,,,,2,2
KALAT DISTRICT,Rural,Female,60-64,,,,,2
KALAT DISTRICT,Rural,Female,65-69,,1,,4,2
KALAT DISTRICT,Rural,Female,70-74,1,,,2,1
KALAT DISTRICT,Rural,Female,75 AND ABOVE,,,,4,8
KALAT DISTRICT,Rural,Transgender,10-14,,,,,
KALAT DISTRICT,Rural,Transgender,15-19,,,,,
KALAT DISTRICT,Rural,Transgender,20-24,,,,,
KALAT DISTRICT,Rural,Transgender,25-29,,,,1,
KALAT DISTRICT,Rural,Transgender,30-34,,,,,
KALAT DISTRICT,Rural,Transgender,35-39,,,,,
KALAT DISTRICT,Rural,Transgender,40-44,,,,,
KALAT DISTRICT,Rural,Transgender,45-49,,,,,
KALAT DISTRICT,Rural,Transgender,50-54,,,,,
KALAT DISTRICT,Rural,Transgender,55-59,,,,,
KALAT DISTRICT,Rural,Transgender,60-64,,,,,
KALAT DISTRICT,Rural,Transgender,65-69,,,,,
KALAT DISTRICT,Rural,Transgender,70-74,,,,,
KALAT DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,
KALAT DISTRICT,Urban,Overall,10-14,,1,7,6,8
KALAT DISTRICT,Urban,Overall,15-19,,3,7,6,8
KALAT DISTRICT,Urban,Overall,20-24,1,2,3,6,2
KALAT DISTRICT,Urban,Overall,25-29,,3,2,,4
KALAT DISTRICT,Urban,Overall,30-34,2,1,,1,2
KALAT DISTRICT,Urban,Overall,35-39,1,,,,2
KALAT DISTRICT,Urban,Overall,40-44,1,,1,1,2
KALAT DISTRICT,Urban,Overall,45-49,1,1,,,2
KALAT DISTRICT,Urban,Overall,50-54,1,,,3,2
KALAT DISTRICT,Urban,Overall,55-59,2,,,,4
KALAT DISTRICT,Urban,Overall,60-64,2,,,3,
KALAT DISTRICT,Urban,Overall,65-69,,,,1,1
KALAT DISTRICT,Urban,Overall,70-74,,,,2,1
KALAT DISTRICT,Urban,Overall,75 AND ABOVE,1,,,1,3
KALAT DISTRICT,Urban,Male,10-14,,1,5,5,6
KALAT DISTRICT,Urban,Male,15-19,,3,3,2,7
KALAT DISTRICT,Urban,Male,20-24,1,2,2,2,2
KALAT DISTRICT,Urban,Male,25-29,,3,1,,3
KALAT DISTRICT,Urban,Male,30-34,1,1,,,1
KALAT DISTRICT,Urban,Male,35-39,1,,,,2
KALAT DISTRICT,Urban,Male,40-44,1,,1,1,2
KALAT DISTRICT,Urban,Male,45-49,1,,,,1
KALAT DISTRICT,Urban,Male,50-54,1,,,,2
KALAT DISTRICT,Urban,Male,55-59,2,,,,4
KALAT DISTRICT,Urban,Male,60-64,2,,,1,
KALAT DISTRICT,Urban,Male,65-69,,,,1,
KALAT DISTRICT,Urban,Male,70-74,,,,,1
KALAT DISTRICT,Urban,Male,75 AND ABOVE,1,,,,1
KALAT DISTRICT,Urban,Female,10-14,,,2,1,2
KALAT DISTRICT,Urban,Female,15-19,,,4,4,1
KALAT DISTRICT,Urban,Female,20-24,,,1,4,
KALAT DISTRICT,Urban,Female,25-29,,,1,,1
KALAT DISTRICT,Urban,Female,30-34,1,,,1,1
KALAT DISTRICT,Urban,Female,35-39,,,,,
KALAT DISTRICT,Urban,Female,40-44,,,,,
KALAT DISTRICT,Urban,Female,45-49,,1,,,1
KALAT DISTRICT,Urban,Female,50-54,,,,3,
KALAT DISTRICT,Urban,Female,55-59,,,,,
KALAT DISTRICT,Urban,Female,60-64,,,,2,
KALAT DISTRICT,Urban,Female,65-69,,,,,1
KALAT DISTRICT,Urban,Female,70-74,,,,2,
KALAT DISTRICT,Urban,Female,75 AND ABOVE,,,,1,2
KALAT DISTRICT,Urban,Transgender,10-14,,,,,
KALAT DISTRICT,Urban,Transgender,15-19,,,,,
KALAT DISTRICT,Urban,Transgender,20-24,,,,,
KALAT DISTRICT,Urban,Transgender,25-29,,,,,
KALAT DISTRICT,Urban,Transgender,30-34,,,,,
KALAT DISTRICT,Urban,Transgender,35-39,,,,,
KALAT DISTRICT,Urban,Transgender,40-44,,,,,
KALAT DISTRICT,Urban,Transgender,45-49,,,,,
KALAT DISTRICT,Urban,Transgender,50-54,,,,,
KALAT DISTRICT,Urban,Transgender,55-59,,,,,
KALAT DISTRICT,Urban,Transgender,60-64,,,,,
KALAT DISTRICT,Urban,Transgender,65-69,,,,,
KALAT DISTRICT,Urban,Transgender,70-74,,,,,
KALAT DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
KHARAN DISTRICT,All,Overall,10-14,7,2,8,8,8
KHARAN DISTRICT,All,Overall,15-19,5,4,2,13,4
KHARAN DISTRICT,All,Overall,20-24,3,3,4,7,5
KHARAN DISTRICT,All,Overall,25-29,3,3,1,5,2
KHARAN DISTRICT,All,Overall,30-34,4,2,,2,
KHARAN DISTRICT,All,Overall,35-39,4,1,,2,3
KHARAN DISTRICT,All,Overall,40-44,4,2,,4,
KHARAN DISTRICT,All,Overall,45-49,2,1,,5,6
KHARAN DISTRICT,All,Overall,50-54,,,,2,1
KHARAN DISTRICT,All,Overall,55-59,1,2,,4,1
KHARAN DISTRICT,All,Overall,60-64,3,2,,2,3
KHARAN DISTRICT,All,Overall,65-69,4,2,,1,
KHARAN DISTRICT,All,Overall,70-74,1,,,1,3
KHARAN DISTRICT,All,Overall,75 AND ABOVE,,2,,3,4
KHARAN DISTRICT,All,Male,10-14,7,2,3,3,4
KHARAN DISTRICT,All,Male,15-19,4,3,1,6,2
KHARAN DISTRICT,All,Male,20-24,1,3,3,3,2
KHARAN DISTRICT,All,Male,25-29,1,1,1,1,1
KHARAN DISTRICT,All,Male,30-34,4,2,,,
KHARAN DISTRICT,All,Male,35-39,3,,,2,1
KHARAN DISTRICT,All,Male,40-44,3,2,,1,
KHARAN DISTRICT,All,Male,45-49,2,1,,3,5
KHARAN DISTRICT,All,Male,50-54,,,,,1
KHARAN DISTRICT,All,Male,55-59,1,2,,1,1
KHARAN DISTRICT,All,Male,60-64,3,1,,1,3
KHARAN DISTRICT,All,Male,65-69,4,2,,1,
KHARAN DISTRICT,All,Male,70-74,1,,,1,3
KHARAN DISTRICT,All,Male,75 AND ABOVE,,2,,1,3
KHARAN DISTRICT,All,Female,10-14,,,5,5,4
KHARAN DISTRICT,All,Female,15-19,1,1,1,7,2
KHARAN DISTRICT,All,Female,20-24,2,,1,4,3
KHARAN DISTRICT,All,Female,25-29,2,2,,4,1
KHARAN DISTRICT,All,Female,30-34,,,,2,
KHARAN DISTRICT,All,Female,35-39,1,1,,,2
KHARAN DISTRICT,All,Female,40-44,1,,,3,
KHARAN DISTRICT,All,Female,45-49,,,,2,1
KHARAN DISTRICT,All,Female,50-54,,,,2,
KHARAN DISTRICT,All,Female,55-59,,,,3,
KHARAN DISTRICT,All,Female,60-64,,1,,1,
KHARAN DISTRICT,All,Female,65-69,,,,,
KHARAN DISTRICT,All,Female,70-74,,,,,
KHARAN DISTRICT,All,Female,75 AND ABOVE,,,,2,1
KHARAN DISTRICT,All,Transgender,10-14,,,,,
KHARAN DISTRICT,All,Transgender,15-19,,,,,
KHARAN DISTRICT,All,Transgender,20-24,,,,,
KHARAN DISTRICT,All,Transgender,25-29,,,,,
KHARAN DISTRICT,All,Transgender,30-34,,,,,
KHARAN DISTRICT,All,Transgender,35-39,,,,,
KHARAN DISTRICT,All,Transgender,40-44,,,,,
KHARAN DISTRICT,All,Transgender,45-49,,,,,
KHARAN DISTRICT,All,Transgender,50-54,,,,,
KHARAN DISTRICT,All,Transgender,55-59,,,,,
KHARAN DISTRICT,All,Transgender,60-64,,,,,
KHARAN DISTRICT,All,Transgender,65-69,,,,,
KHARAN DISTRICT,All,Transgender,70-74,,,,,
KHARAN DISTRICT,All,Transgender,75 AND ABOVE,,,,,
KHARAN DISTRICT,Rural,Overall,10-14,5,2,6,7,8
KHARAN DISTRICT,Rural,Overall,15-19,3,3,1,9,3
KHARAN DISTRICT,Rural,Overall,20-24,3,3,3,4,4
KHARAN DISTRICT,Rural,Overall,25-29,1,2,,4,2
KHARAN DISTRICT,Rural,Overall,30-34,4,2,,,
KHARAN DISTRICT,Rural,Overall,35-39,3,,,2,3
KHARAN DISTRICT,Rural,Overall,40-44,4,2,,4,
KHARAN DISTRICT,Rural,Overall,45-49,1,1,,4,5
KHARAN DISTRICT,Rural,Overall,50-54,,,,1,
KHARAN DISTRICT,Rural,Overall,55-59,1,2,,3,1
KHARAN DISTRICT,Rural,Overall,60-64,3,2,,2,3
KHARAN DISTRICT,Rural,Overall,65-69,4,2,,1,
KHARAN DISTRICT,Rural,Overall,70-74,1,,,1,3
KHARAN DISTRICT,Rural,Overall,75 AND ABOVE,,2,,3,4
KHARAN DISTRICT,Rural,Male,10-14,5,2,2,3,4
KHARAN DISTRICT,Rural,Male,15-19,2,3,,5,2
KHARAN DISTRICT,Rural,Male,20-24,1,3,2,1,1
KHARAN DISTRICT,Rural,Male,25-29,1,,,,1
KHARAN DISTRICT,Rural,Male,30-34,4,2,,,
KHARAN DISTRICT,Rural,Male,35-39,3,,,2,1
KHARAN DISTRICT,Rural,Male,40-44,3,2,,1,
KHARAN DISTRICT,Rural,Male,45-49,1,1,,3,4
KHARAN DISTRICT,Rural,Male,50-54,,,,,
KHARAN DISTRICT,Rural,Male,55-59,1,2,,1,1
KHARAN DISTRICT,Rural,Male,60-64,3,1,,1,3
KHARAN DISTRICT,Rural,Male,65-69,4,2,,1,
KHARAN DISTRICT,Rural,Male,70-74,1,,,1,3
KHARAN DISTRICT,Rural,Male,75 AND ABOVE,,2,,1,3
KHARAN DISTRICT,Rural,Female,10-14,,,4,4,4
KHARAN DISTRICT,Rural,Female,15-19,1,,1,4,1
KHARAN DISTRICT,Rural,Female,20-24,2,,1,3,3
KHARAN DISTRICT,Rural,Female,25-29,,2,,4,1
KHARAN DISTRICT,Rural,Female,30-34,,,,,
KHARAN DISTRICT,Rural,Female,35-39,,,,,2
KHARAN DISTRICT,Rural,Female,40-44,1,,,3,
KHARAN DISTRICT,Rural,Female,45-49,,,,1,1
KHARAN DISTRICT,Rural,Female,50-54,,,,1,
KHARAN DISTRICT,Rural,Female,55-59,,,,2,
KHARAN DISTRICT,Rural,Female,60-64,,1,,1,
KHARAN DISTRICT,Rural,Female,65-69,,,,,
KHARAN DISTRICT,Rural,Female,70-74,,,,,
KHARAN DISTRICT,Rural,Female,75 AND ABOVE,,,,2,1
KHARAN DISTRICT,Rural,Transgender,10-14,,,,,
KHARAN DISTRICT,Rural,Transgender,15-19,,,,,
KHARAN DISTRICT,Rural,Transgender,20-24,,,,,
KHARAN DISTRICT,Rural,Transgender,25-29,,,,,
KHARAN DISTRICT,Rural,Transgender,30-34,,,,,
KHARAN DISTRICT,Rural,Transgender,35-39,,,,,
KHARAN DISTRICT,Rural,Transgender,40-44,,,,,
KHARAN DISTRICT,Rural,Transgender,45-49,,,,,
KHARAN DISTRICT,Rural,Transgender,50-54,,,,,
KHARAN DISTRICT,Rural,Transgender,55-59,,,,,
KHARAN DISTRICT,Rural,Transgender,60-64,,,,,
KHARAN DISTRICT,Rural,Transgender,65-69,,,,,
KHARAN DISTRICT,Rural,Transgender,70-74,,,,,
KHARAN DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,
KHARAN DISTRICT,Urban,Overall,10-14,2,,2,1,
KHARAN DISTRICT,Urban,Overall,15-19,2,1,1,4,1
KHARAN DISTRICT,Urban,Overall,20-24,,,1,3,1
KHARAN DISTRICT,Urban,Overall,25-29,2,1,1,1,
KHARAN DISTRICT,Urban,Overall,30-34,,,,2,
KHARAN DISTRICT,Urban,Overall,35-39,1,1,,,
KHARAN DISTRICT,Urban,Overall,40-44,,,,,
KHARAN DISTRICT,Urban,Overall,45-49,1,,,1,1
KHARAN DISTRICT,Urban,Overall,50-54,,,,1,1
KHARAN DISTRICT,Urban,Overall,55-59,,,,1,
KHARAN DISTRICT,Urban,Overall,60-64,,,,,
KHARAN DISTRICT,Urban,Overall,65-69,,,,,
KHARAN DISTRICT,Urban,Overall,70-74,,,,,
KHARAN DISTRICT,Urban,Overall,75 AND ABOVE,,,,,
KHARAN DISTRICT,Urban,Male,10-14,2,,1,,
KHARAN DISTRICT,Urban,Male,15-19,2,,1,1,
KHARAN DISTRICT,Urban,Male,20-24,,,1,2,1
KHARAN DISTRICT,Urban,Male,25-29,,1,1,1,
KHARAN DISTRICT,Urban,Male,30-34,,,,,
KHARAN DISTRICT,Urban,Male,35-39,,,,,
KHARAN DISTRICT,Urban,Male,40-44,,,,,
KHARAN DISTRICT,Urban,Male,45-49,1,,,,1
KHARAN DISTRICT,Urban,Male,50-54,,,,,1
KHARAN DISTRICT,Urban,Male,55-59,,,,,
KHARAN DISTRICT,Urban,Male,60-64,,,,,
KHARAN DISTRICT,Urban,Male,65-69,,,,,
KHARAN DISTRICT,Urban,Male,70-74,,,,,
KHARAN DISTRICT,Urban,Male,75 AND ABOVE,,,,,
KHARAN DISTRICT,Urban,Female,10-14,,,1,1,
KHARAN DISTRICT,Urban,Female,15-19,,1,,3,1
KHARAN DISTRICT,Urban,Female,20-24,,,,1,
KHARAN DISTRICT,Urban,Female,25-29,2,,,,
KHARAN DISTRICT,Urban,Female,30-34,,,,2,
KHARAN DISTRICT,Urban,Female,35-39,1,1,,,
KHARAN DISTRICT,Urban,Female,40-44,,,,,
KHARAN DISTRICT,Urban,Female,45-49,,,,1,
KHARAN DISTRICT,Urban,Female,50-54,,,,1,
KHARAN DISTRICT,Urban,Female,55-59,,,,1,
KHARAN DISTRICT,Urban,Female,60-64,,,,,
KHARAN DISTRICT,Urban,Female,65-69,,,,,
KHARAN DISTRICT,Urban,Female,70-74,,,,,
KHARAN DISTRICT,Urban,Female,75 AND ABOVE,,,,,
KHARAN DISTRICT,Urban,Transgender,10-14,,,,,
KHARAN DISTRICT,Urban,Transgender,15-19,,,,,
KHARAN DISTRICT,Urban,Transgender,20-24,,,,,
KHARAN DISTRICT,Urban,Transgender,25-29,,,,,
KHARAN DISTRICT,Urban,Transgender,30-34,,,,,
KHARAN DISTRICT,Urban,Transgender,35-39,,,,,
KHARAN DISTRICT,Urban,Transgender,40-44,,,,,
KHARAN DISTRICT,Urban,Transgender,45-49,,,,,
KHARAN DISTRICT,Urban,Transgender,50-54,,,,,
KHARAN DISTRICT,Urban,Transgender,55-59,,,,,
KHARAN DISTRICT,Urban,Transgender,60-64,,,,,
KHARAN DISTRICT,Urban,Transgender,65-69,,,,,
KHARAN DISTRICT,Urban,Transgender,70-74,,,,,
KHARAN DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
KHUZDAR DISTRICT,All,Overall,10-14,18,14,29,28,33
KHUZDAR DISTRICT,All,Overall,15-19,7,14,16,24,18
KHUZDAR DISTRICT,All,Overall,20-24,12,12,3,20,18
KHUZDAR DISTRICT,All,Overall,25-29,22,13,4,12,12
KHUZDAR DISTRICT,All,Overall,30-34,14,12,1,15,7
KHUZDAR DISTRICT,All,Overall,35-39,7,10,,12,5
KHUZDAR DISTRICT,All,Overall,40-44,8,6,,5,8
KHUZDAR DISTRICT,All,Overall,45-49,5,9,,2,
KHUZDAR DISTRICT,All,Overall,50-54,8,2,,6,7
KHUZDAR DISTRICT,All,Overall,55-59,5,2,,5,1
KHUZDAR DISTRICT,All,Overall,60-64,4,1,,6,8
KHUZDAR DISTRICT,All,Overall,65-69,3,1,,1,1
KHUZDAR DISTRICT,All,Overall,70-74,2,5,,3,7
KHUZDAR DISTRICT,All,Overall,75 AND ABOVE,3,,,4,7
KHUZDAR DISTRICT,All,Male,10-14,10,12,13,10,19
KHUZDAR DISTRICT,All,Male,15-19,5,10,10,7,10
KHUZDAR DISTRICT,All,Male,20-24,7,11,2,7,11
KHUZDAR DISTRICT,All,Male,25-29,16,13,,3,7
KHUZDAR DISTRICT,All,Male,30-34,14,11,,5,5
KHUZDAR DISTRICT,All,Male,35-39,7,10,,3,4
KHUZDAR DISTRICT,All,Male,40-44,7,5,,1,5
KHUZDAR DISTRICT,All,Male,45-49,5,8,,,
KHUZDAR DISTRICT,All,Male,50-54,6,2,,1,7
KHUZDAR DISTRICT,All,Male,55-59,5,2,,2,1
KHUZDAR DISTRICT,All,Male,60-64,4,1,,3,7
KHUZDAR DISTRICT,All,Male,65-69,3,1,,1,1
KHUZDAR DISTRICT,All,Male,70-74,2,2,,3,7
KHUZDAR DISTRICT,All,Male,75 AND ABOVE,3,,,2,6
KHUZDAR DISTRICT,All,Female,10-14,8,2,16,18,14
KHUZDAR DISTRICT,All,Female,15-19,2,3,4,16,8
KHUZDAR DISTRICT,All,Female,20-24,5,1,1,13,6
KHUZDAR DISTRICT,All,Female,25-29,6,,4,9,4
KHUZDAR DISTRICT,All,Female,30-34,,1,1,10,2
KHUZDAR DISTRICT,All,Female,35-39,,,,9,1
KHUZDAR DISTRICT,All,Female,40-44,1,1,,4,3
KHUZDAR DISTRICT,All,Female,45-49,,1,,2,
KHUZDAR DISTRICT,All,Female,50-54,1,,,5,
KHUZDAR DISTRICT,All,Female,55-59,,,,3,
KHUZDAR DISTRICT,All,Female,60-64,,,,2,1
KHUZDAR DISTRICT,All,Female,65-69,,,,,
KHUZDAR DISTRICT,All,Female,70-74,,3,,,
KHUZDAR DISTRICT,All,Female,75 AND ABOVE,,,,2,1
KHUZDAR DISTRICT,All,Transgender,10-14,,,,,
KHUZDAR DISTRICT,All,Transgender,15-19,,1,2,1,
KHUZDAR DISTRICT,All,Transgender,20-24,,,,,1
KHUZDAR DISTRICT,All,Transgender,25-29,,,,,1
KHUZDAR DISTRICT,All,Transgender,30-34,,,,,
KHUZDAR DISTRICT,All,Transgender,35-39,,,,,
KHUZDAR DISTRICT,All,Transgender,40-44,,,,,
KHUZDAR DISTRICT,All,Transgender,45-49,,,,,
KHUZDAR DISTRICT,All,Transgender,50-54,1,,,,
KHUZDAR DISTRICT,All,Transgender,55-59,,,,,
KHUZDAR DISTRICT,All,Transgender,60-64,,,,1,
KHUZDAR DISTRICT,All,Transgender,65-69,,,,,
KHUZDAR DISTRICT,All,Transgender,70-74,,,,,
KHUZDAR DISTRICT,All,Transgender,75 AND ABOVE,,,,,
KHUZDAR DISTRICT,Rural,Overall,10-14,15,11,18,23,20
KHUZDAR DISTRICT,Rural,Overall,15-19,4,7,9,15,14
KHUZDAR DISTRICT,Rural,Overall,20-24,7,6,2,14,15
KHUZDAR DISTRICT,Rural,Overall,25-29,19,10,2,6,9
KHUZDAR DISTRICT,Rural,Overall,30-34,12,6,,10,4
KHUZDAR DISTRICT,Rural,Overall,35-39,5,5,,11,3
KHUZDAR DISTRICT,Rural,Overall,40-44,7,3,,3,8
KHUZDAR DISTRICT,Rural,Overall,45-49,5,7,,1,
KHUZDAR DISTRICT,Rural,Overall,50-54,6,2,,3,7
KHUZDAR DISTRICT,Rural,Overall,55-59,4,1,,5,1
KHUZDAR DISTRICT,Rural,Overall,60-64,4,1,,5,6
KHUZDAR DISTRICT,Rural,Overall,65-69,2,1,,,1
KHUZDAR DISTRICT,Rural,Overall,70-74,2,4,,3,6
KHUZDAR DISTRICT,Rural,Overall,75 AND ABOVE,3,,,1,7
KHUZDAR DISTRICT,Rural,Male,10-14,9,9,10,9,13
KHUZDAR DISTRICT,Rural,Male,15-19,3,5,7,5,7
KHUZDAR DISTRICT,Rural,Male,20-24,5,6,2,6,8
KHUZDAR DISTRICT,Rural,Male,25-29,13,10,,2,6
KHUZDAR DISTRICT,Rural,Male,30-34,12,5,,4,3
KHUZDAR DISTRICT,Rural,Male,35-39,5,5,,3,2
KHUZDAR DISTRICT,Rural,Male,40-44,6,3,,1,5
KHUZDAR DISTRICT,Rural,Male,45-49,5,6,,,
KHUZDAR DISTRICT,Rural,Male,50-54,5,2,,1,7
KHUZDAR DISTRICT,Rural,Male,55-59,4,1,,2,1
KHUZDAR DISTRICT,Rural,Male,60-64,4,1,,2,5
KHUZDAR DISTRICT,Rural,Male,65-69,2,1,,,1
KHUZDAR DISTRICT,Rural,Male,70-74,2,2,,3,6
KHUZDAR DISTRICT,Rural,Male,75 AND ABOVE,3,,,1,6
KHUZDAR DISTRICT,Rural,Female,10-14,6,2,8,14,7
KHUZDAR DISTRICT,Rural,Female,15-19,1,2,1,10,7
KHUZDAR DISTRICT,Rural,Female,20-24,2,,,8,6
KHUZDAR DISTRICT,Rural,Female,25-29,6,,2,4,2
KHUZDAR DISTRICT,Rural,Female,30-34,,1,,6,1
KHUZDAR DISTRICT,Rural,Female,35-39,,,,8,1
KHUZDAR DISTRICT,Rural,Female,40-44,1,,,2,3
KHUZDAR DISTRICT,Rural,Female,45-49,,1,,1,
KHUZDAR DISTRICT,Rural,Female,50-54,1,,,2,
KHUZDAR DISTRICT,Rural,Female,55-59,,,,3,
KHUZDAR DISTRICT,Rural,Female,60-64,,,,2,1
KHUZDAR DISTRICT,Rural,Female,65-69,,,,,
KHUZDAR DISTRICT,Rural,Female,70-74,,2,,,
KHUZDAR DISTRICT,Rural,Female,75 AND ABOVE,,,,,1
KHUZDAR DISTRICT,Rural,Transgender,10-14,,,,,
KHUZDAR DISTRICT,Rural,Transgender,15-19,,,1,,
KHUZDAR DISTRICT,Rural,Transgender,20-24,,,,,1
KHUZDAR DISTRICT,Rural,Transgender,25-29,,,,,1
KHUZDAR DISTRICT,Rural,Transgender,30-34,,,,,
KHUZDAR DISTRICT,Rural,Transgender,35-39,,,,,
KHUZDAR DISTRICT,Rural,Transgender,40-44,,,,,
KHUZDAR DISTRICT,Rural,Transgender,45-49,,,,,
KHUZDAR DISTRICT,Rural,Transgender,50-54,,,,,
KHUZDAR DISTRICT,Rural,Transgender,55-59,,,,,
KHUZDAR DISTRICT,Rural,Transgender,60-64,,,,1,
KHUZDAR DISTRICT,Rural,Transgender,65-69,,,,,
KHUZDAR DISTRICT,Rural,Transgender,70-74,,,,,
KHUZDAR DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,
KHUZDAR DISTRICT,Urban,Overall,10-14,3,3,11,5,13
KHUZDAR DISTRICT,Urban,Overall,15-19,3,7,7,9,4
KHUZDAR DISTRICT,Urban,Overall,20-24,5,6,1,6,3
KHUZDAR DISTRICT,Urban,Overall,25-29,3,3,2,6,3
KHUZDAR DISTRICT,Urban,Overall,30-34,2,6,1,5,3
KHUZDAR DISTRICT,Urban,Overall,35-39,2,5,,1,2
KHUZDAR DISTRICT,Urban,Overall,40-44,1,3,,2,
KHUZDAR DISTRICT,Urban,Overall,45-49,,2,,1,
KHUZDAR DISTRICT,Urban,Overall,50-54,2,,,3,
KHUZDAR DISTRICT,Urban,Overall,55-59,1,1,,,
KHUZDAR DISTRICT,Urban,Overall,60-64,,,,1,2
KHUZDAR DISTRICT,Urban,Overall,65-69,1,,,1,
KHUZDAR DISTRICT,Urban,Overall,70-74,,1,,,1
KHUZDAR DISTRICT,Urban,Overall,75 AND ABOVE,,,,3,
KHUZDAR DISTRICT,Urban,Male,10-14,1,3,3,1,6
KHUZDAR DISTRICT,Urban,Male,15-19,2,5,3,2,3
KHUZDAR DISTRICT,Urban,Male,20-24,2,5,,1,3
KHUZDAR DISTRICT,Urban,Male,25-29,3,3,,1,1
KHUZDAR DISTRICT,Urban,Male,30-34,2,6,,1,2
KHUZDAR DISTRICT,Urban,Male,35-39,2,5,,,2
KHUZDAR DISTRICT,Urban,Male,40-44,1,2,,,
KHUZDAR DISTRICT,Urban,Male,45-49,,2,,,
KHUZDAR DISTRICT,Urban,Male,50-54,1,,,,
KHUZDAR DISTRICT,Urban,Male,55-59,1,1,,,
KHUZDAR DISTRICT,Urban,Male,60-64,,,,1,2
KHUZDAR DISTRICT,Urban,Male,65-69,1,,,1,
KHUZDAR DISTRICT,Urban,Male,70-74,,,,,1
KHUZDAR DISTRICT,Urban,Male,75 AND ABOVE,,,,1,
