district,localities,hhsize,room_in_house_1,room_in_house_2,room_in_house_3,room_in_house_4,room_in_house_5,room_in_house_6,room_in_house_7,room_in_house_8,room_in_house_9
CHARSADDA  DISTRICT,URBAN,1 PERSON,292,126,48,28,13,11,3,2,8
CHARSADDA  DISTRICT,URBAN,2 PERSONS,959,411,153,64,27,13,8,4,7
CHARSADDA  DISTRICT,URBAN,3 PERSONS,1212,701,267,117,41,18,10,7,6
CHARSADDA  DISTRICT,URBAN,4 PERSONS,1557,1220,482,235,66,29,20,3,12
CHARSADDA  DISTRICT,URBAN,5 PERSONS,1733,1868,797,361,136,48,27,17,15
CHARSADDA  DISTRICT,URBAN,6 PERSONS,1683,2299,1054,466,182,65,38,9,16
CHARSADDA  DISTRICT,URBAN,7 PERSONS,1169,2016,1002,460,185,62,22,16,11
CHARSADDA  DISTRICT,URBAN,8 PERSONS,645,1417,884,421,169,68,16,18,11
CHARSADDA  DISTRICT,URBAN,9 PERSONS,341,843,674,348,124,69,26,12,11
CHARSADDA  DISTRICT,URBAN,10 PERSONS AND ABOVE,396,1264,1871,1689,861,521,221,149,147
CHINIOT DISTRICT,RURAL,1 PERSON,1972,906,310,121,49,20,14,4,9
CHINIOT DISTRICT,RURAL,2 PERSONS,5512,3122,908,311,114,60,34,15,21
CHINIOT DISTRICT,RURAL,3 PERSONS,6177,4406,1573,550,232,89,61,16,22
CHINIOT DISTRICT,RURAL,4 PERSONS,7508,6590,2423,977,325,145,109,37,42
CHINIOT DISTRICT,RURAL,5 PERSONS,7913,8556,3553,1336,523,221,122,54,60
CHINIOT DISTRICT,RURAL,6 PERSONS,6985,9028,4185,1697,641,274,131,51,81
CHINIOT DISTRICT,RURAL,7 PERSONS,4861,7578,3728,1597,619,242,115,55,51
CHINIOT DISTRICT,RURAL,8 PERSONS,2810,5502,2920,1355,461,242,114,60,66
CHINIOT DISTRICT,RURAL,9 PERSONS,1442,3461,2189,1066,445,211,99,41,73
CHINIOT DISTRICT,RURAL,10 PERSONS AND ABOVE,1566,5130,4771,3260,1705,991,482,290,385
CHINIOT DISTRICT,URBAN,1 PERSON,683,484,246,137,57,38,10,8,8
CHINIOT DISTRICT,URBAN,2 PERSONS,1787,1231,622,335,167,55,41,16,15
CHINIOT DISTRICT,URBAN,3 PERSONS,2246,1898,988,520,202,86,38,20,27
CHINIOT DISTRICT,URBAN,4 PERSONS,2736,3059,1604,801,324,121,73,27,37
CHINIOT DISTRICT,URBAN,5 PERSONS,3169,4065,2247,1108,452,196,79,44,47
CHINIOT DISTRICT,URBAN,6 PERSONS,2797,3928,2306,1182,446,210,92,51,52
CHINIOT DISTRICT,URBAN,7 PERSONS,1689,2898,1722,885,364,170,69,33,34
CHINIOT DISTRICT,URBAN,8 PERSONS,898,1948,1264,684,244,131,65,24,25
CHINIOT DISTRICT,URBAN,9 PERSONS,458,1204,841,515,194,93,45,19,19
CHINIOT DISTRICT,URBAN,10 PERSONS AND ABOVE,542,1883,2190,1693,787,524,209,134,171
CHITRAL DISTRICT,RURAL,1 PERSON,190,127,74,46,25,11,4,2,6
CHITRAL DISTRICT,RURAL,2 PERSONS,474,482,265,145,52,38,12,14,20
CHITRAL DISTRICT,RURAL,3 PERSONS,499,796,586,329,141,72,28,22,31
CHITRAL DISTRICT,RURAL,4 PERSONS,716,1475,1133,696,321,186,86,41,73
CHITRAL DISTRICT,RURAL,5 PERSONS,817,2177,1915,1248,603,305,162,93,143
CHITRAL DISTRICT,RURAL,6 PERSONS,814,2324,2118,1591,773,454,208,106,180
CHITRAL DISTRICT,RURAL,7 PERSONS,634,1983,1823,1380,784,416,240,147,213
CHITRAL DISTRICT,RURAL,8 PERSONS,425,1406,1501,1175,623,369,180,108,175
CHITRAL DISTRICT,RURAL,9 PERSONS,278,1008,1071,832,536,324,171,97,172
CHITRAL DISTRICT,RURAL,10 PERSONS AND ABOVE,352,1713,2291,2215,1506,1052,533,372,669
CHITRAL DISTRICT,URBAN,1 PERSON,102,52,34,18,5,9,,3,2
CHITRAL DISTRICT,URBAN,2 PERSONS,42,66,37,27,15,8,1,1,6
CHITRAL DISTRICT,URBAN,3 PERSONS,47,99,95,46,31,13,7,5,8
CHITRAL DISTRICT,URBAN,4 PERSONS,41,140,182,107,60,37,10,9,9
CHITRAL DISTRICT,URBAN,5 PERSONS,32,207,293,181,112,48,32,14,27
CHITRAL DISTRICT,URBAN,6 PERSONS,39,217,332,245,152,97,29,21,38
CHITRAL DISTRICT,URBAN,7 PERSONS,20,162,266,205,121,81,32,24,42
CHITRAL DISTRICT,URBAN,8 PERSONS,10,80,166,159,101,85,35,14,27
CHITRAL DISTRICT,URBAN,9 PERSONS,5,57,102,106,91,58,37,20,27
CHITRAL DISTRICT,URBAN,10 PERSONS AND ABOVE,7,80,234,257,219,173,87,69,111
DADU DISTRICT,RURAL,1 PERSON,6281,428,74,32,14,13,43,3,16
DADU DISTRICT,RURAL,2 PERSONS,27347,2578,347,175,96,60,156,25,70
DADU DISTRICT,RURAL,3 PERSONS,23751,2980,421,218,83,56,164,23,73
DADU DISTRICT,RURAL,4 PERSONS,23634,3864,532,250,93,62,158,22,64
DADU DISTRICT,RURAL,5 PERSONS,21536,4367,669,274,101,51,183,21,54
DADU DISTRICT,RURAL,6 PERSONS,19313,4768,765,315,94,64,166,23,52
DADU DISTRICT,RURAL,7 PERSONS,15844,4553,862,354,74,56,127,18,66
DADU DISTRICT,RURAL,8 PERSONS,11756,4097,819,332,81,46,122,16,37
DADU DISTRICT,RURAL,9 PERSONS,7737,3024,756,284,63,51,74,13,29
DADU DISTRICT,RURAL,10 PERSONS AND ABOVE,8867,5265,1836,776,179,146,140,35,59
DADU DISTRICT,URBAN,1 PERSON,1209,363,111,54,11,10,10,3,6
DADU DISTRICT,URBAN,2 PERSONS,5653,2029,490,195,83,55,70,11,37
DADU DISTRICT,URBAN,3 PERSONS,5076,2477,621,223,73,56,60,20,17
DADU DISTRICT,URBAN,4 PERSONS,5271,3010,776,287,99,55,75,19,21
DADU DISTRICT,URBAN,5 PERSONS,4515,3301,915,329,141,73,68,18,27
DADU DISTRICT,URBAN,6 PERSONS,3750,3149,1029,361,116,69,57,21,22
DADU DISTRICT,URBAN,7 PERSONS,2816,2775,962,300,115,50,42,20,21
DADU DISTRICT,URBAN,8 PERSONS,1902,2139,828,256,92,44,45,10,23
DADU DISTRICT,URBAN,9 PERSONS,1217,1500,622,204,81,34,28,11,14
DADU DISTRICT,URBAN,10 PERSONS AND ABOVE,1366,2295,1259,516,231,116,48,33,35
DERA BUGTI DISTRICT,RURAL,1 PERSON,107,22,12,11,1,1,,,
DERA BUGTI DISTRICT,RURAL,2 PERSONS,1559,561,196,83,9,45,31,2,6
DERA BUGTI DISTRICT,RURAL,3 PERSONS,1573,699,299,89,18,41,32,3,9
DERA BUGTI DISTRICT,RURAL,4 PERSONS,1776,1093,477,144,21,37,51,,22
DERA BUGTI DISTRICT,RURAL,5 PERSONS,1677,1185,483,197,30,56,53,2,19
DERA BUGTI DISTRICT,RURAL,6 PERSONS,1567,1323,619,201,42,40,52,6,18
DERA BUGTI DISTRICT,RURAL,7 PERSONS,1233,1308,669,221,57,52,38,3,12
DERA BUGTI DISTRICT,RURAL,8 PERSONS,995,1104,642,256,57,42,43,6,10
DERA BUGTI DISTRICT,RURAL,9 PERSONS,728,805,591,246,48,40,51,18,23
DERA BUGTI DISTRICT,RURAL,10 PERSONS AND ABOVE,1402,1660,1273,697,174,161,104,49,54
DERA BUGTI DISTRICT,URBAN,1 PERSON,98,67,42,3,5,2,1,,2
DERA BUGTI DISTRICT,URBAN,2 PERSONS,1014,291,91,4,3,,3,,2
DERA BUGTI DISTRICT,URBAN,3 PERSONS,911,350,93,13,1,2,4,,
DERA BUGTI DISTRICT,URBAN,4 PERSONS,844,459,128,11,7,11,8,,
DERA BUGTI DISTRICT,URBAN,5 PERSONS,774,535,142,20,5,8,4,1,4
DERA BUGTI DISTRICT,URBAN,6 PERSONS,678,578,153,29,8,12,8,2,1
DERA BUGTI DISTRICT,URBAN,7 PERSONS,549,590,193,44,9,7,4,,3
DERA BUGTI DISTRICT,URBAN,8 PERSONS,428,537,228,51,9,10,10,1,2
DERA BUGTI DISTRICT,URBAN,9 PERSONS,347,445,239,54,19,8,5,7,1
DERA BUGTI DISTRICT,URBAN,10 PERSONS AND ABOVE,528,988,785,352,100,70,39,31,37
DERA GHAZI KHAN DISTRICT,RURAL,1 PERSON,2178,735,242,101,50,19,15,4,11
DERA GHAZI KHAN DISTRICT,RURAL,2 PERSONS,9233,3398,937,258,119,36,50,8,15
DERA GHAZI KHAN DISTRICT,RURAL,3 PERSONS,9525,4933,1550,484,125,55,55,13,28
DERA GHAZI KHAN DISTRICT,RURAL,4 PERSONS,10319,7647,2505,751,212,107,89,24,29
DERA GHAZI KHAN DISTRICT,RURAL,5 PERSONS,10528,10318,3816,1234,357,169,93,27,41
DERA GHAZI KHAN DISTRICT,RURAL,6 PERSONS,10096,12268,4922,1733,491,208,123,45,61
DERA GHAZI KHAN DISTRICT,RURAL,7 PERSONS,8100,12244,5654,2108,609,281,151,47,55
DERA GHAZI KHAN DISTRICT,RURAL,8 PERSONS,5735,10787,5792,2474,717,306,144,48,55
DERA GHAZI KHAN DISTRICT,RURAL,9 PERSONS,3434,8356,5214,2323,774,329,167,66,65
DERA GHAZI KHAN DISTRICT,RURAL,10 PERSONS AND ABOVE,4925,17549,20151,16052,8392,5305,2477,1641,2449
DERA GHAZI KHAN DISTRICT,URBAN,1 PERSON,728,450,214,106,47,22,13,7,8
DERA GHAZI KHAN DISTRICT,URBAN,2 PERSONS,1437,1155,459,241,106,46,32,16,13
DERA GHAZI KHAN DISTRICT,URBAN,3 PERSONS,1627,1716,773,344,140,63,40,15,20
DERA GHAZI KHAN DISTRICT,URBAN,4 PERSONS,1968,2793,1268,631,257,159,57,32,36
DERA GHAZI KHAN DISTRICT,URBAN,5 PERSONS,2239,3654,1953,946,390,193,73,50,46
DERA GHAZI KHAN DISTRICT,URBAN,6 PERSONS,2066,3993,2194,1140,428,213,78,53,51
DERA GHAZI KHAN DISTRICT,URBAN,7 PERSONS,1351,3265,1965,1042,413,205,86,41,48
DERA GHAZI KHAN DISTRICT,URBAN,8 PERSONS,847,2442,1584,889,386,200,85,48,42
DERA GHAZI KHAN DISTRICT,URBAN,9 PERSONS,464,1667,1252,748,334,180,75,30,45
DERA GHAZI KHAN DISTRICT,URBAN,10 PERSONS AND ABOVE,607,3038,3815,3292,1843,1295,535,397,481
DERA ISMAIL KHAN DISTRICT,RURAL,1 PERSON,1164,364,163,75,37,12,7,3,8
DERA ISMAIL KHAN DISTRICT,RURAL,2 PERSONS,3854,1690,477,179,56,33,24,12,18
DERA ISMAIL KHAN DISTRICT,RURAL,3 PERSONS,4525,2676,827,287,97,52,24,10,20
DERA ISMAIL KHAN DISTRICT,RURAL,4 PERSONS,5359,4322,1436,591,173,71,40,23,23
DERA ISMAIL KHAN DISTRICT,RURAL,5 PERSONS,5386,5790,2339,961,334,135,71,31,34
DERA ISMAIL KHAN DISTRICT,RURAL,6 PERSONS,4872,6972,3090,1347,430,220,95,48,51
DERA ISMAIL KHAN DISTRICT,RURAL,7 PERSONS,3697,6713,3670,1634,589,263,100,49,68
DERA ISMAIL KHAN DISTRICT,RURAL,8 PERSONS,2493,5803,3620,1812,673,296,141,67,90
DERA ISMAIL KHAN DISTRICT,RURAL,9 PERSONS,1506,4316,3231,1803,669,340,108,75,83
DERA ISMAIL KHAN DISTRICT,RURAL,10 PERSONS AND ABOVE,1920,7675,10188,9489,5471,3684,1806,1203,1724
DERA ISMAIL KHAN DISTRICT,URBAN,1 PERSON,779,244,94,56,27,12,8,7,10
DERA ISMAIL KHAN DISTRICT,URBAN,2 PERSONS,1173,790,272,140,61,27,20,8,13
DERA ISMAIL KHAN DISTRICT,URBAN,3 PERSONS,1394,1239,513,257,106,48,18,11,22
DERA ISMAIL KHAN DISTRICT,URBAN,4 PERSONS,1743,2035,988,402,184,89,42,18,34
DERA ISMAIL KHAN DISTRICT,URBAN,5 PERSONS,1780,2775,1495,685,293,121,63,26,36
DERA ISMAIL KHAN DISTRICT,URBAN,6 PERSONS,1443,2635,1557,856,342,140,74,31,36
DERA ISMAIL KHAN DISTRICT,URBAN,7 PERSONS,946,2150,1433,759,319,124,72,29,37
DERA ISMAIL KHAN DISTRICT,URBAN,8 PERSONS,581,1516,1098,620,283,131,49,21,28
DERA ISMAIL KHAN DISTRICT,URBAN,9 PERSONS,299,979,830,533,236,115,52,31,20
DERA ISMAIL KHAN DISTRICT,URBAN,10 PERSONS AND ABOVE,368,1566,2179,2151,1244,794,377,292,362
FAISALABAD DISTRICT,RURAL,1 PERSON,6012,3105,1258,530,195,100,68,29,32
FAISALABAD DISTRICT,RURAL,2 PERSONS,15177,10567,4023,1769,681,266,141,75,77
FAISALABAD DISTRICT,RURAL,3 PERSONS,19212,16808,7229,3216,1239,556,278,112,152
FAISALABAD DISTRICT,RURAL,4 PERSONS,24141,25328,12090,5791,2048,917,472,211,236
FAISALABAD DISTRICT,RURAL,5 PERSONS,27178,34579,18228,8757,3309,1482,726,330,362
FAISALABAD DISTRICT,RURAL,6 PERSONS,24604,37106,20393,10253,3908,1847,847,381,395
FAISALABAD DISTRICT,RURAL,7 PERSONS,17215,29694,17979,9138,3725,1679,840,412,388
FAISALABAD DISTRICT,RURAL,8 PERSONS,9844,20589,13666,7553,3065,1521,683,360,328
FAISALABAD DISTRICT,RURAL,9 PERSONS,4918,12476,9508,5647,2520,1244,575,302,306
FAISALABAD DISTRICT,RURAL,10 PERSONS AND ABOVE,5750,19700,22228,18530,9991,6138,2900,1913,2134
FAISALABAD DISTRICT,URBAN,1 PERSON,5521,2396,1151,614,299,143,98,41,47
FAISALABAD DISTRICT,URBAN,2 PERSONS,13353,8784,3731,1852,731,416,239,108,121
FAISALABAD DISTRICT,URBAN,3 PERSONS,18330,15445,7471,3362,1324,675,308,155,149
FAISALABAD DISTRICT,URBAN,4 PERSONS,23867,25566,13122,6513,2463,1333,598,266,279
FAISALABAD DISTRICT,URBAN,5 PERSONS,27750,35846,20295,10192,4083,2070,958,409,433
FAISALABAD DISTRICT,URBAN,6 PERSONS,23570,35600,21472,11320,4615,2413,1068,488,478
FAISALABAD DISTRICT,URBAN,7 PERSONS,14198,25391,16455,8919,3715,1957,899,395,411
FAISALABAD DISTRICT,URBAN,8 PERSONS,7420,15811,11272,6449,2808,1577,670,352,287
FAISALABAD DISTRICT,URBAN,9 PERSONS,3441,9343,7776,4808,2135,1241,544,277,256
FAISALABAD DISTRICT,URBAN,10 PERSONS AND ABOVE,4169,14217,18071,15875,8714,5675,2752,1789,1669
FR BANNU,RURAL,1 PERSON,11,4,3,2,2,1,,,
FR BANNU,RURAL,2 PERSONS,47,72,15,20,20,1,1,,1
FR BANNU,RURAL,3 PERSONS,32,65,35,32,28,2,,,2
FR BANNU,RURAL,4 PERSONS,51,80,58,39,33,4,1,,2
FR BANNU,RURAL,5 PERSONS,41,87,66,42,53,4,2,1,3
FR BANNU,RURAL,6 PERSONS,48,82,99,70,57,11,5,4,2
FR BANNU,RURAL,7 PERSONS,41,76,97,81,75,10,2,3,7
FR BANNU,RURAL,8 PERSONS,31,58,90,87,70,11,9,3,3
FR BANNU,RURAL,9 PERSONS,33,47,59,86,87,13,11,6,9
FR BANNU,RURAL,10 PERSONS AND ABOVE,120,79,191,376,393,147,124,83,140
FR BANNU,URBAN,1 PERSON,,,,,,,,,
FR BANNU,URBAN,2 PERSONS,,,,,,,,,
FR BANNU,URBAN,3 PERSONS,,,,,,,,,
FR BANNU,URBAN,4 PERSONS,,,,,,,,,
FR BANNU,URBAN,5 PERSONS,,,,,,,,,
FR BANNU,URBAN,6 PERSONS,,,,,,,,,
FR BANNU,URBAN,7 PERSONS,,,,,,,,,
FR BANNU,URBAN,8 PERSONS,,,,,,,,,
FR BANNU,URBAN,9 PERSONS,,,,,,,,,
FR BANNU,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
FR D.I KHAN,RURAL,1 PERSON,33,11,5,3,2,,,,1
FR D.I KHAN,RURAL,2 PERSONS,120,78,22,4,3,,4,,
FR D.I KHAN,RURAL,3 PERSONS,120,118,38,13,4,3,,1,1
FR D.I KHAN,RURAL,4 PERSONS,123,171,67,26,8,3,3,,
FR D.I KHAN,RURAL,5 PERSONS,99,223,122,25,14,2,2,2,1
FR D.I KHAN,RURAL,6 PERSONS,58,241,183,41,22,9,6,3,2
FR D.I KHAN,RURAL,7 PERSONS,67,276,206,70,21,9,8,7,7
FR D.I KHAN,RURAL,8 PERSONS,43,266,230,106,32,9,6,9,10
FR D.I KHAN,RURAL,9 PERSONS,30,159,188,118,43,19,13,3,3
FR D.I KHAN,RURAL,10 PERSONS AND ABOVE,81,376,652,602,470,264,128,93,155
FR D.I KHAN,URBAN,1 PERSON,,,,,,,,,
FR D.I KHAN,URBAN,2 PERSONS,,,,,,,,,
FR D.I KHAN,URBAN,3 PERSONS,,,,,,,,,
FR D.I KHAN,URBAN,4 PERSONS,,,,,,,,,
FR D.I KHAN,URBAN,5 PERSONS,,,,,,,,,
FR D.I KHAN,URBAN,6 PERSONS,,,,,,,,,
FR D.I KHAN,URBAN,7 PERSONS,,,,,,,,,
FR D.I KHAN,URBAN,8 PERSONS,,,,,,,,,
FR D.I KHAN,URBAN,9 PERSONS,,,,,,,,,
FR D.I KHAN,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
FR KOHAT,RURAL,1 PERSON,138,42,14,3,3,1,,,
FR KOHAT,RURAL,2 PERSONS,497,150,45,15,2,6,2,1,2
FR KOHAT,RURAL,3 PERSONS,532,219,79,33,9,2,9,,1
FR KOHAT,RURAL,4 PERSONS,548,384,141,66,14,8,6,4,
FR KOHAT,RURAL,5 PERSONS,577,578,246,97,40,9,12,2,5
FR KOHAT,RURAL,6 PERSONS,492,700,302,128,53,23,14,6,10
FR KOHAT,RURAL,7 PERSONS,305,624,399,169,60,25,18,12,5
FR KOHAT,RURAL,8 PERSONS,174,482,342,163,55,31,15,2,2
FR KOHAT,RURAL,9 PERSONS,81,343,289,195,60,27,15,4,13
FR KOHAT,RURAL,10 PERSONS AND ABOVE,128,472,920,919,589,421,178,140,201
FR KOHAT,URBAN,1 PERSON,,,,,,,,,
FR KOHAT,URBAN,2 PERSONS,,,,,,,,,
FR KOHAT,URBAN,3 PERSONS,,,,,,,,,
FR KOHAT,URBAN,4 PERSONS,,,,,,,,,
FR KOHAT,URBAN,5 PERSONS,,,,,,,,,
FR KOHAT,URBAN,6 PERSONS,,,,,,,,,
FR KOHAT,URBAN,7 PERSONS,,,,,,,,,
FR KOHAT,URBAN,8 PERSONS,,,,,,,,,
FR KOHAT,URBAN,9 PERSONS,,,,,,,,,
FR KOHAT,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
FR LAKKI MARWAT,RURAL,1 PERSON,12,93,26,13,5,1,1,1,
FR LAKKI MARWAT,RURAL,2 PERSONS,34,105,64,22,5,4,2,,
FR LAKKI MARWAT,RURAL,3 PERSONS,35,106,98,44,4,4,1,1,
FR LAKKI MARWAT,RURAL,4 PERSONS,31,98,128,67,16,9,1,,
FR LAKKI MARWAT,RURAL,5 PERSONS,16,68,149,71,17,17,7,,1
FR LAKKI MARWAT,RURAL,6 PERSONS,15,54,134,74,30,20,5,1,
FR LAKKI MARWAT,RURAL,7 PERSONS,11,46,110,88,39,23,8,2,1
FR LAKKI MARWAT,RURAL,8 PERSONS,7,22,94,77,46,20,14,6,1
FR LAKKI MARWAT,RURAL,9 PERSONS,3,48,121,195,51,126,72,14,2
FR LAKKI MARWAT,RURAL,10 PERSONS AND ABOVE,15,650,925,653,161,224,111,66,97
FR LAKKI MARWAT,URBAN,1 PERSON,,,,,,,,,
FR LAKKI MARWAT,URBAN,2 PERSONS,,,,,,,,,
FR LAKKI MARWAT,URBAN,3 PERSONS,,,,,,,,,
FR LAKKI MARWAT,URBAN,4 PERSONS,,,,,,,,,
FR LAKKI MARWAT,URBAN,5 PERSONS,,,,,,,,,
FR LAKKI MARWAT,URBAN,6 PERSONS,,,,,,,,,
FR LAKKI MARWAT,URBAN,7 PERSONS,,,,,,,,,
FR LAKKI MARWAT,URBAN,8 PERSONS,,,,,,,,,
FR LAKKI MARWAT,URBAN,9 PERSONS,,,,,,,,,
FR LAKKI MARWAT,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
FR PESHAWAR,RURAL,1 PERSON,33,25,13,5,,,1,2,
FR PESHAWAR,RURAL,2 PERSONS,91,97,32,21,10,5,5,3,2
FR PESHAWAR,RURAL,3 PERSONS,71,125,53,19,19,7,3,4,
FR PESHAWAR,RURAL,4 PERSONS,97,185,91,45,13,13,6,4,1
FR PESHAWAR,RURAL,5 PERSONS,95,258,167,76,22,12,3,4,
FR PESHAWAR,RURAL,6 PERSONS,85,290,213,98,52,13,12,3,3
FR PESHAWAR,RURAL,7 PERSONS,78,244,256,113,47,25,10,4,2
FR PESHAWAR,RURAL,8 PERSONS,41,203,212,131,36,30,10,2,5
FR PESHAWAR,RURAL,9 PERSONS,26,151,210,117,46,19,5,1,3
FR PESHAWAR,RURAL,10 PERSONS AND ABOVE,30,259,538,716,429,270,126,70,102
FR PESHAWAR,URBAN,1 PERSON,,,,,,,,,
FR PESHAWAR,URBAN,2 PERSONS,,,,,,,,,
FR PESHAWAR,URBAN,3 PERSONS,,,,,,,,,
FR PESHAWAR,URBAN,4 PERSONS,,,,,,,,,
FR PESHAWAR,URBAN,5 PERSONS,,,,,,,,,
FR PESHAWAR,URBAN,6 PERSONS,,,,,,,,,
FR PESHAWAR,URBAN,7 PERSONS,,,,,,,,,
FR PESHAWAR,URBAN,8 PERSONS,,,,,,,,,
FR PESHAWAR,URBAN,9 PERSONS,,,,,,,,,
FR PESHAWAR,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
FR TANK,RURAL,1 PERSON,22,7,1,1,1,1,,,
FR TANK,RURAL,2 PERSONS,109,46,14,2,3,,1,,2
FR TANK,RURAL,3 PERSONS,130,61,20,7,1,1,2,1,
FR TANK,RURAL,4 PERSONS,114,106,43,14,4,3,1,,
FR TANK,RURAL,5 PERSONS,136,188,69,15,4,1,,1,1
FR TANK,RURAL,6 PERSONS,96,216,70,25,4,1,2,2,2
FR TANK,RURAL,7 PERSONS,70,229,114,32,12,6,4,1,
FR TANK,RURAL,8 PERSONS,48,216,135,37,12,4,4,3,2
FR TANK,RURAL,9 PERSONS,24,126,115,48,11,5,8,2,2
FR TANK,RURAL,10 PERSONS AND ABOVE,54,239,374,276,161,68,47,21,55
FR TANK,URBAN,1 PERSON,,,,,,,,,
FR TANK,URBAN,2 PERSONS,,,,,,,,,
FR TANK,URBAN,3 PERSONS,,,,,,,,,
FR TANK,URBAN,4 PERSONS,,,,,,,,,
FR TANK,URBAN,5 PERSONS,,,,,,,,,
FR TANK,URBAN,6 PERSONS,,,,,,,,,
FR TANK,URBAN,7 PERSONS,,,,,,,,,
FR TANK,URBAN,8 PERSONS,,,,,,,,,
FR TANK,URBAN,9 PERSONS,,,,,,,,,
FR TANK,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
GHOTKI DISTRICT,RURAL,1 PERSON,5849,290,69,17,10,5,22,3,7
GHOTKI DISTRICT,RURAL,2 PERSONS,28347,1775,295,122,42,11,101,11,30
GHOTKI DISTRICT,RURAL,3 PERSONS,25129,2301,354,109,39,8,93,7,29
GHOTKI DISTRICT,RURAL,4 PERSONS,25026,3020,555,150,37,11,90,1,21
GHOTKI DISTRICT,RURAL,5 PERSONS,23652,3682,738,212,52,20,117,7,25
GHOTKI DISTRICT,RURAL,6 PERSONS,21295,4294,843,259,69,26,106,10,20
GHOTKI DISTRICT,RURAL,7 PERSONS,17725,4267,907,286,65,18,90,6,19
GHOTKI DISTRICT,RURAL,8 PERSONS,13572,3774,820,271,73,31,71,4,14
GHOTKI DISTRICT,RURAL,9 PERSONS,8763,3102,714,231,50,25,47,7,20
GHOTKI DISTRICT,RURAL,10 PERSONS AND ABOVE,11535,6079,2221,882,264,140,125,39,79
GHOTKI DISTRICT,URBAN,1 PERSON,1265,266,119,37,16,9,11,,
GHOTKI DISTRICT,URBAN,2 PERSONS,5206,1263,344,120,68,36,32,8,14
GHOTKI DISTRICT,URBAN,3 PERSONS,4980,1699,497,176,78,30,42,8,7
GHOTKI DISTRICT,URBAN,4 PERSONS,5125,2409,697,240,79,38,39,10,12
GHOTKI DISTRICT,URBAN,5 PERSONS,4741,2675,954,311,117,60,59,13,13
GHOTKI DISTRICT,URBAN,6 PERSONS,4087,2567,1020,355,127,64,56,11,12
GHOTKI DISTRICT,URBAN,7 PERSONS,3096,2197,705,295,99,37,46,8,8
GHOTKI DISTRICT,URBAN,8 PERSONS,2130,1706,573,231,75,32,35,10,11
GHOTKI DISTRICT,URBAN,9 PERSONS,1346,1192,420,179,66,31,33,5,7
GHOTKI DISTRICT,URBAN,10 PERSONS AND ABOVE,1656,1903,999,452,179,95,60,24,29
GUJRANWALA DISTRICT,RURAL,1 PERSON,2015,1294,630,356,158,94,45,19,37
GUJRANWALA DISTRICT,RURAL,2 PERSONS,4457,3935,2038,1063,377,220,130,58,91
GUJRANWALA DISTRICT,RURAL,3 PERSONS,6019,6498,3807,1902,748,388,195,111,128
GUJRANWALA DISTRICT,RURAL,4 PERSONS,7580,10522,6305,3447,1345,715,315,206,233
GUJRANWALA DISTRICT,RURAL,5 PERSONS,9315,14780,9795,5373,2089,1142,452,277,324
GUJRANWALA DISTRICT,RURAL,6 PERSONS,9283,16874,11616,6502,2501,1377,565,334,407
GUJRANWALA DISTRICT,RURAL,7 PERSONS,6424,13891,10307,6009,2295,1227,551,339,340
GUJRANWALA DISTRICT,RURAL,8 PERSONS,3798,9741,7715,4733,1911,1121,501,331,353
GUJRANWALA DISTRICT,RURAL,9 PERSONS,1966,5727,5264,3548,1518,897,393,265,294
GUJRANWALA DISTRICT,RURAL,10 PERSONS AND ABOVE,2185,8199,11617,10659,5523,4146,1798,1567,2022
GUJRANWALA DISTRICT,URBAN,1 PERSON,2973,1963,1106,593,268,175,79,47,66
GUJRANWALA DISTRICT,URBAN,2 PERSONS,6338,6744,3568,1817,685,456,200,95,147
GUJRANWALA DISTRICT,URBAN,3 PERSONS,8838,11297,6863,3423,1278,881,364,179,203
GUJRANWALA DISTRICT,URBAN,4 PERSONS,11363,17572,11640,6135,2349,1476,573,373,398
GUJRANWALA DISTRICT,URBAN,5 PERSONS,13198,24187,17404,9421,3748,2302,871,552,539
GUJRANWALA DISTRICT,URBAN,6 PERSONS,12058,25172,18951,10751,4206,2716,1043,624,582
GUJRANWALA DISTRICT,URBAN,7 PERSONS,7654,18577,15257,9009,3611,2380,910,584,517
GUJRANWALA DISTRICT,URBAN,8 PERSONS,4166,11856,10402,6675,2732,1812,640,492,396
GUJRANWALA DISTRICT,URBAN,9 PERSONS,1930,6877,7053,4782,2053,1528,576,398,318
GUJRANWALA DISTRICT,URBAN,10 PERSONS AND ABOVE,2240,9696,14370,14424,7460,6354,2664,2222,2130
GUJRAT DISTRICT,RURAL,1 PERSON,1897,2332,1425,851,399,347,155,98,206
GUJRAT DISTRICT,RURAL,2 PERSONS,3393,5959,3778,2024,891,533,246,176,303
GUJRAT DISTRICT,RURAL,3 PERSONS,4340,8737,6243,3686,1375,763,284,254,331
GUJRAT DISTRICT,RURAL,4 PERSONS,5572,12855,9719,5712,2232,1186,526,358,457
GUJRAT DISTRICT,RURAL,5 PERSONS,6263,15534,12710,7542,3072,1641,693,443,586
GUJRAT DISTRICT,RURAL,6 PERSONS,5305,15157,12902,7990,3183,1827,730,464,646
