district,localities,material,location,owned,rented,rentfree
KILLA SAIFULLAH DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,2757,41,339
KILLA SAIFULLAH DISTRICT,Rural,Unbaked Bricks / Mud,Wall,26519,293,3322
KILLA SAIFULLAH DISTRICT,Rural,Wood / Bamboo,Wall,5313,94,1158
KILLA SAIFULLAH DISTRICT,Rural,Others,Wall,2485,23,491
KILLA SAIFULLAH DISTRICT,Rural,Rcc / Rbc,Roof,262,22,26
KILLA SAIFULLAH DISTRICT,Rural,Cement / Iron Sheets,Roof,886,10,81
KILLA SAIFULLAH DISTRICT,Rural,Garder / T.Iron,Roof,2218,43,238
KILLA SAIFULLAH DISTRICT,Rural,Wood / Bamboo,Roof,31128,323,4148
KILLA SAIFULLAH DISTRICT,Rural,Others,Roof,2580,53,817
KILLA SAIFULLAH DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1404,183,133
KILLA SAIFULLAH DISTRICT,Urban,Unbaked Bricks / Mud,Wall,4307,1545,670
KILLA SAIFULLAH DISTRICT,Urban,Wood / Bamboo,Wall,730,248,268
KILLA SAIFULLAH DISTRICT,Urban,Others,Wall,96,50,131
KILLA SAIFULLAH DISTRICT,Urban,Rcc / Rbc,Roof,558,60,75
KILLA SAIFULLAH DISTRICT,Urban,Cement / Iron Sheets,Roof,457,74,95
KILLA SAIFULLAH DISTRICT,Urban,Garder / T.Iron,Roof,2086,493,59
KILLA SAIFULLAH DISTRICT,Urban,Wood / Bamboo,Roof,3372,1374,892
KILLA SAIFULLAH DISTRICT,Urban,Others,Roof,64,25,81
KOHAT DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,55573,3944,1557
KOHAT DISTRICT,Rural,Unbaked Bricks / Mud,Wall,17266,1431,860
KOHAT DISTRICT,Rural,Wood / Bamboo,Wall,1611,93,82
KOHAT DISTRICT,Rural,Others,Wall,1515,128,131
KOHAT DISTRICT,Rural,Rcc / Rbc,Roof,15725,2058,461
KOHAT DISTRICT,Rural,Cement / Iron Sheets,Roof,2401,173,55
KOHAT DISTRICT,Rural,Garder / T.Iron,Roof,40872,2219,932
KOHAT DISTRICT,Rural,Wood / Bamboo,Roof,15488,926,1046
KOHAT DISTRICT,Rural,Others,Roof,1479,220,136
KOHAT DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,19454,10441,765
KOHAT DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1938,1254,42
KOHAT DISTRICT,Urban,Wood / Bamboo,Wall,153,70,24
KOHAT DISTRICT,Urban,Others,Wall,301,174,30
KOHAT DISTRICT,Urban,Rcc / Rbc,Roof,14093,8144,518
KOHAT DISTRICT,Urban,Cement / Iron Sheets,Roof,652,501,16
KOHAT DISTRICT,Urban,Garder / T.Iron,Roof,5782,2475,234
KOHAT DISTRICT,Urban,Wood / Bamboo,Roof,839,566,61
KOHAT DISTRICT,Urban,Others,Roof,480,253,32
KOHISTAN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,47682,974,1170
KOHISTAN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,8615,257,539
KOHISTAN DISTRICT,Rural,Wood / Bamboo,Wall,33479,184,411
KOHISTAN DISTRICT,Rural,Others,Wall,5834,42,226
KOHISTAN DISTRICT,Rural,Rcc / Rbc,Roof,5820,486,228
KOHISTAN DISTRICT,Rural,Cement / Iron Sheets,Roof,3996,125,66
KOHISTAN DISTRICT,Rural,Garder / T.Iron,Roof,949,,15
KOHISTAN DISTRICT,Rural,Wood / Bamboo,Roof,77097,802,1768
KOHISTAN DISTRICT,Rural,Others,Roof,7748,44,269
KOHLU DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,1447,15,39
KOHLU DISTRICT,Rural,Unbaked Bricks / Mud,Wall,8057,90,598
KOHLU DISTRICT,Rural,Wood / Bamboo,Wall,8021,212,887
KOHLU DISTRICT,Rural,Others,Wall,4110,41,335
KOHLU DISTRICT,Rural,Rcc / Rbc,Roof,163,1,4
KOHLU DISTRICT,Rural,Cement / Iron Sheets,Roof,171,1,12
KOHLU DISTRICT,Rural,Garder / T.Iron,Roof,1321,13,50
KOHLU DISTRICT,Rural,Wood / Bamboo,Roof,15885,292,1357
KOHLU DISTRICT,Rural,Others,Roof,4095,51,436
KOHLU DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,275,153,62
KOHLU DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1040,147,223
KOHLU DISTRICT,Urban,Wood / Bamboo,Wall,148,9,43
KOHLU DISTRICT,Urban,Others,Wall,4,,6
KOHLU DISTRICT,Urban,Rcc / Rbc,Roof,48,82,44
KOHLU DISTRICT,Urban,Cement / Iron Sheets,Roof,18,28,3
KOHLU DISTRICT,Urban,Garder / T.Iron,Roof,436,72,57
KOHLU DISTRICT,Urban,Wood / Bamboo,Roof,961,124,224
KOHLU DISTRICT,Urban,Others,Roof,4,3,6
KORANGI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,,,
KORANGI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,,,
KORANGI DISTRICT,Rural,Wood / Bamboo,Wall,,,
KORANGI DISTRICT,Rural,Others,Wall,,,
KORANGI DISTRICT,Rural,Rcc / Rbc,Roof,,,
KORANGI DISTRICT,Rural,Cement / Iron Sheets,Roof,,,
KORANGI DISTRICT,Rural,Garder / T.Iron,Roof,,,
KORANGI DISTRICT,Rural,Wood / Bamboo,Roof,,,
KORANGI DISTRICT,Rural,Others,Roof,,,
KORANGI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,258490,138707,28391
KORANGI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3983,2120,290
KORANGI DISTRICT,Urban,Wood / Bamboo,Wall,553,224,265
KORANGI DISTRICT,Urban,Others,Wall,2852,1710,347
KORANGI DISTRICT,Urban,Rcc / Rbc,Roof,192498,104023,22868
KORANGI DISTRICT,Urban,Cement / Iron Sheets,Roof,36224,21946,3025
KORANGI DISTRICT,Urban,Garder / T.Iron,Roof,32380,14317,2619
KORANGI DISTRICT,Urban,Wood / Bamboo,Roof,958,344,338
KORANGI DISTRICT,Urban,Others,Roof,3818,2131,443
KURRAM AGENCY,Rural,Baked Bricks / Blocks / Stone,Wall,26222,1455,1150
KURRAM AGENCY,Rural,Unbaked Bricks / Mud,Wall,22180,2037,2398
KURRAM AGENCY,Rural,Wood / Bamboo,Wall,3321,449,417
KURRAM AGENCY,Rural,Others,Wall,2999,199,243
KURRAM AGENCY,Rural,Rcc / Rbc,Roof,6139,789,228
KURRAM AGENCY,Rural,Cement / Iron Sheets,Roof,1936,397,125
KURRAM AGENCY,Rural,Garder / T.Iron,Roof,7394,864,803
KURRAM AGENCY,Rural,Wood / Bamboo,Roof,36215,1837,2845
KURRAM AGENCY,Rural,Others,Roof,3038,253,207
KURRAM AGENCY,Urban,Baked Bricks / Blocks / Stone,Wall,729,646,34
KURRAM AGENCY,Urban,Unbaked Bricks / Mud,Wall,886,847,259
KURRAM AGENCY,Urban,Wood / Bamboo,Wall,97,66,80
KURRAM AGENCY,Urban,Others,Wall,204,141,22
KURRAM AGENCY,Urban,Rcc / Rbc,Roof,317,373,21
KURRAM AGENCY,Urban,Cement / Iron Sheets,Roof,199,155,8
KURRAM AGENCY,Urban,Garder / T.Iron,Roof,819,378,132
KURRAM AGENCY,Urban,Wood / Bamboo,Roof,316,551,215
KURRAM AGENCY,Urban,Others,Roof,265,243,19
LAHORE DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,,,
LAHORE DISTRICT,Rural,Unbaked Bricks / Mud,Wall,,,
LAHORE DISTRICT,Rural,Wood / Bamboo,Wall,,,
LAHORE DISTRICT,Rural,Others,Wall,,,
LAHORE DISTRICT,Rural,Rcc / Rbc,Roof,,,
LAHORE DISTRICT,Rural,Cement / Iron Sheets,Roof,,,
LAHORE DISTRICT,Rural,Garder / T.Iron,Roof,,,
LAHORE DISTRICT,Rural,Wood / Bamboo,Roof,,,
LAHORE DISTRICT,Rural,Others,Roof,,,
LAHORE DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1128325,475916,85945
LAHORE DISTRICT,Urban,Unbaked Bricks / Mud,Wall,12786,6091,2356
LAHORE DISTRICT,Urban,Wood / Bamboo,Wall,2923,2315,3595
LAHORE DISTRICT,Urban,Others,Wall,14580,6981,2942
LAHORE DISTRICT,Urban,Rcc / Rbc,Roof,896758,382195,65143
LAHORE DISTRICT,Urban,Cement / Iron Sheets,Roof,86698,42014,6511
LAHORE DISTRICT,Urban,Garder / T.Iron,Roof,122685,44521,10037
LAHORE DISTRICT,Urban,Wood / Bamboo,Roof,34737,14334,10052
LAHORE DISTRICT,Urban,Others,Roof,17736,8239,3095
LAKKI MARWAT DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,33839,916,714
LAKKI MARWAT DISTRICT,Rural,Unbaked Bricks / Mud,Wall,42645,920,1595
LAKKI MARWAT DISTRICT,Rural,Wood / Bamboo,Wall,2042,35,92
LAKKI MARWAT DISTRICT,Rural,Others,Wall,3544,59,204
LAKKI MARWAT DISTRICT,Rural,Rcc / Rbc,Roof,578,64,59
LAKKI MARWAT DISTRICT,Rural,Cement / Iron Sheets,Roof,792,34,25
LAKKI MARWAT DISTRICT,Rural,Garder / T.Iron,Roof,35460,807,734
LAKKI MARWAT DISTRICT,Rural,Wood / Bamboo,Roof,39299,873,1527
LAKKI MARWAT DISTRICT,Rural,Others,Roof,5941,152,260
LAKKI MARWAT DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,7128,1855,121
LAKKI MARWAT DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1147,313,86
LAKKI MARWAT DISTRICT,Urban,Wood / Bamboo,Wall,49,13,24
LAKKI MARWAT DISTRICT,Urban,Others,Wall,112,21,53
LAKKI MARWAT DISTRICT,Urban,Rcc / Rbc,Roof,421,113,16
LAKKI MARWAT DISTRICT,Urban,Cement / Iron Sheets,Roof,179,104,5
LAKKI MARWAT DISTRICT,Urban,Garder / T.Iron,Roof,6063,1541,97
LAKKI MARWAT DISTRICT,Urban,Wood / Bamboo,Roof,1658,418,123
LAKKI MARWAT DISTRICT,Urban,Others,Roof,115,26,43
LARKANA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,42951,821,999
LARKANA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,71987,569,2633
LARKANA DISTRICT,Rural,Wood / Bamboo,Wall,14703,189,1047
LARKANA DISTRICT,Rural,Others,Wall,3354,84,496
LARKANA DISTRICT,Rural,Rcc / Rbc,Roof,1519,280,70
LARKANA DISTRICT,Rural,Cement / Iron Sheets,Roof,3351,58,62
LARKANA DISTRICT,Rural,Garder / T.Iron,Roof,42549,527,818
LARKANA DISTRICT,Rural,Wood / Bamboo,Roof,82511,722,3773
LARKANA DISTRICT,Rural,Others,Roof,3065,76,452
LARKANA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,71070,15236,1687
LARKANA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,22235,3935,470
LARKANA DISTRICT,Urban,Wood / Bamboo,Wall,2983,445,191
LARKANA DISTRICT,Urban,Others,Wall,1003,204,119
LARKANA DISTRICT,Urban,Rcc / Rbc,Roof,4714,1977,193
LARKANA DISTRICT,Urban,Cement / Iron Sheets,Roof,4232,831,309
LARKANA DISTRICT,Urban,Garder / T.Iron,Roof,67657,13070,1267
LARKANA DISTRICT,Urban,Wood / Bamboo,Roof,19540,3731,577
LARKANA DISTRICT,Urban,Others,Roof,1148,211,121
LASBELA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,12400,93,630
LASBELA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,26302,84,737
LASBELA DISTRICT,Rural,Wood / Bamboo,Wall,10180,70,719
LASBELA DISTRICT,Rural,Others,Wall,2107,6,117
LASBELA DISTRICT,Rural,Rcc / Rbc,Roof,638,33,186
LASBELA DISTRICT,Rural,Cement / Iron Sheets,Roof,8129,57,242
LASBELA DISTRICT,Rural,Garder / T.Iron,Roof,16141,46,346
LASBELA DISTRICT,Rural,Wood / Bamboo,Roof,24380,109,1172
LASBELA DISTRICT,Rural,Others,Roof,1701,8,257
LASBELA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,20298,6743,864
LASBELA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,5041,159,221
LASBELA DISTRICT,Urban,Wood / Bamboo,Wall,2516,114,668
LASBELA DISTRICT,Urban,Others,Wall,820,103,97
LASBELA DISTRICT,Urban,Rcc / Rbc,Roof,4978,2364,545
LASBELA DISTRICT,Urban,Cement / Iron Sheets,Roof,6163,1591,194
LASBELA DISTRICT,Urban,Garder / T.Iron,Roof,11001,2872,167
LASBELA DISTRICT,Urban,Wood / Bamboo,Roof,5339,186,836
LASBELA DISTRICT,Urban,Others,Roof,1194,106,108
LAYYAH DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,171500,1648,4621
LAYYAH DISTRICT,Rural,Unbaked Bricks / Mud,Wall,44375,499,3404
LAYYAH DISTRICT,Rural,Wood / Bamboo,Wall,1848,65,326
LAYYAH DISTRICT,Rural,Others,Wall,3482,72,468
LAYYAH DISTRICT,Rural,Rcc / Rbc,Roof,3553,101,129
LAYYAH DISTRICT,Rural,Cement / Iron Sheets,Roof,2580,54,81
LAYYAH DISTRICT,Rural,Garder / T.Iron,Roof,180386,1485,4542
LAYYAH DISTRICT,Rural,Wood / Bamboo,Roof,31651,559,3490
LAYYAH DISTRICT,Rural,Others,Roof,3035,85,577
LAYYAH DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,37478,6084,1456
LAYYAH DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2769,296,274
LAYYAH DISTRICT,Urban,Wood / Bamboo,Wall,160,36,113
LAYYAH DISTRICT,Urban,Others,Wall,547,56,151
LAYYAH DISTRICT,Urban,Rcc / Rbc,Roof,4965,1038,346
LAYYAH DISTRICT,Urban,Cement / Iron Sheets,Roof,423,127,21
LAYYAH DISTRICT,Urban,Garder / T.Iron,Roof,31862,4746,1026
LAYYAH DISTRICT,Urban,Wood / Bamboo,Roof,3108,484,420
LAYYAH DISTRICT,Urban,Others,Roof,596,77,181
LODHRAN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,163849,1372,6201
LODHRAN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,39603,336,4670
LODHRAN DISTRICT,Rural,Wood / Bamboo,Wall,1278,19,322
LODHRAN DISTRICT,Rural,Others,Wall,2243,28,461
LODHRAN DISTRICT,Rural,Rcc / Rbc,Roof,4898,109,192
LODHRAN DISTRICT,Rural,Cement / Iron Sheets,Roof,1916,30,107
LODHRAN DISTRICT,Rural,Garder / T.Iron,Roof,175418,1281,6909
LODHRAN DISTRICT,Rural,Wood / Bamboo,Roof,22620,303,3977
LODHRAN DISTRICT,Rural,Others,Roof,2121,32,469
LODHRAN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,33621,4538,1004
LODHRAN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2133,173,115
LODHRAN DISTRICT,Urban,Wood / Bamboo,Wall,223,23,13
LODHRAN DISTRICT,Urban,Others,Wall,315,37,52
LODHRAN DISTRICT,Urban,Rcc / Rbc,Roof,6746,1154,192
LODHRAN DISTRICT,Urban,Cement / Iron Sheets,Roof,374,84,24
LODHRAN DISTRICT,Urban,Garder / T.Iron,Roof,25438,3154,695
LODHRAN DISTRICT,Urban,Wood / Bamboo,Roof,3394,334,222
LODHRAN DISTRICT,Urban,Others,Roof,340,45,51
LORALAI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,1681,157,241
LORALAI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,29877,1497,4643
LORALAI DISTRICT,Rural,Wood / Bamboo,Wall,4306,327,945
LORALAI DISTRICT,Rural,Others,Wall,1029,78,697
LORALAI DISTRICT,Rural,Rcc / Rbc,Roof,508,68,162
LORALAI DISTRICT,Rural,Cement / Iron Sheets,Roof,718,49,50
LORALAI DISTRICT,Rural,Garder / T.Iron,Roof,5519,271,221
LORALAI DISTRICT,Rural,Wood / Bamboo,Roof,28969,1554,5225
LORALAI DISTRICT,Rural,Others,Roof,1179,117,868
LORALAI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1481,646,197
LORALAI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3211,1957,320
LORALAI DISTRICT,Urban,Wood / Bamboo,Wall,362,233,33
LORALAI DISTRICT,Urban,Others,Wall,43,20,45
LORALAI DISTRICT,Urban,Rcc / Rbc,Roof,566,311,140
LORALAI DISTRICT,Urban,Cement / Iron Sheets,Roof,282,219,31
LORALAI DISTRICT,Urban,Garder / T.Iron,Roof,1399,554,70
LORALAI DISTRICT,Urban,Wood / Bamboo,Roof,2831,1738,318
LORALAI DISTRICT,Urban,Others,Roof,19,34,36
LOWER DIR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,109669,3723,3573
LOWER DIR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,20100,2169,2027
LOWER DIR DISTRICT,Rural,Wood / Bamboo,Wall,4830,595,388
LOWER DIR DISTRICT,Rural,Others,Wall,1937,94,145
LOWER DIR DISTRICT,Rural,Rcc / Rbc,Roof,58928,2038,894
LOWER DIR DISTRICT,Rural,Cement / Iron Sheets,Roof,11640,468,314
LOWER DIR DISTRICT,Rural,Garder / T.Iron,Roof,3315,256,155
LOWER DIR DISTRICT,Rural,Wood / Bamboo,Roof,60234,3708,4616
LOWER DIR DISTRICT,Rural,Others,Roof,2419,111,154
LOWER DIR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,2624,1026,154
LOWER DIR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,178,136,29
LOWER DIR DISTRICT,Urban,Wood / Bamboo,Wall,157,83,56
LOWER DIR DISTRICT,Urban,Others,Wall,70,14,11
LOWER DIR DISTRICT,Urban,Rcc / Rbc,Roof,2154,801,122
LOWER DIR DISTRICT,Urban,Cement / Iron Sheets,Roof,233,76,10
LOWER DIR DISTRICT,Urban,Garder / T.Iron,Roof,53,35,6
LOWER DIR DISTRICT,Urban,Wood / Bamboo,Roof,524,322,101
LOWER DIR DISTRICT,Urban,Others,Roof,65,25,11
MALAKAND PROTECTED AREA,Rural,Baked Bricks / Blocks / Stone,Wall,54590,5337,2705
MALAKAND PROTECTED AREA,Rural,Unbaked Bricks / Mud,Wall,9968,2765,2835
MALAKAND PROTECTED AREA,Rural,Wood / Bamboo,Wall,1566,545,359
MALAKAND PROTECTED AREA,Rural,Others,Wall,943,124,166
MALAKAND PROTECTED AREA,Rural,Rcc / Rbc,Roof,36827,3164,1170
MALAKAND PROTECTED AREA,Rural,Cement / Iron Sheets,Roof,5844,599,290
MALAKAND PROTECTED AREA,Rural,Garder / T.Iron,Roof,5744,663,700
MALAKAND PROTECTED AREA,Rural,Wood / Bamboo,Roof,17208,4167,3735
MALAKAND PROTECTED AREA,Rural,Others,Roof,1444,178,170
MALAKAND PROTECTED AREA,Urban,Baked Bricks / Blocks / Stone,Wall,5146,1621,179
MALAKAND PROTECTED AREA,Urban,Unbaked Bricks / Mud,Wall,612,426,59
MALAKAND PROTECTED AREA,Urban,Wood / Bamboo,Wall,118,142,8
MALAKAND PROTECTED AREA,Urban,Others,Wall,44,21,12
MALAKAND PROTECTED AREA,Urban,Rcc / Rbc,Roof,3759,1122,72
MALAKAND PROTECTED AREA,Urban,Cement / Iron Sheets,Roof,951,268,20
MALAKAND PROTECTED AREA,Urban,Garder / T.Iron,Roof,213,100,3
MALAKAND PROTECTED AREA,Urban,Wood / Bamboo,Roof,921,692,151
MALAKAND PROTECTED AREA,Urban,Others,Roof,76,28,12
MALIR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,94750,32356,3517
MALIR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,6446,1004,339
MALIR DISTRICT,Rural,Wood / Bamboo,Wall,5268,205,1351
MALIR DISTRICT,Rural,Others,Wall,1049,520,200
MALIR DISTRICT,Rural,Rcc / Rbc,Roof,36660,19339,2071
MALIR DISTRICT,Rural,Cement / Iron Sheets,Roof,47149,9762,1190
MALIR DISTRICT,Rural,Garder / T.Iron,Roof,13419,4051,464
MALIR DISTRICT,Rural,Wood / Bamboo,Roof,8366,280,1462
MALIR DISTRICT,Rural,Others,Roof,1919,653,220
MALIR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,91542,64130,4488
MALIR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3591,2427,105
MALIR DISTRICT,Urban,Wood / Bamboo,Wall,356,461,280
MALIR DISTRICT,Urban,Others,Wall,1676,1144,113
MALIR DISTRICT,Urban,Rcc / Rbc,Roof,54687,35577,3093
MALIR DISTRICT,Urban,Cement / Iron Sheets,Roof,25328,21336,935
MALIR DISTRICT,Urban,Garder / T.Iron,Roof,14387,9226,539
MALIR DISTRICT,Urban,Wood / Bamboo,Roof,515,638,302
MALIR DISTRICT,Urban,Others,Roof,2248,1385,117
MANDI BAHAUDDIN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,175926,3686,11692
MANDI BAHAUDDIN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,3327,963,666
MANDI BAHAUDDIN DISTRICT,Rural,Wood / Bamboo,Wall,851,83,214
MANDI BAHAUDDIN DISTRICT,Rural,Others,Wall,1582,65,435
MANDI BAHAUDDIN DISTRICT,Rural,Rcc / Rbc,Roof,31526,1001,1428
MANDI BAHAUDDIN DISTRICT,Rural,Cement / Iron Sheets,Roof,17188,593,2392
MANDI BAHAUDDIN DISTRICT,Rural,Garder / T.Iron,Roof,77140,1159,3356
MANDI BAHAUDDIN DISTRICT,Rural,Wood / Bamboo,Roof,53417,1958,5320
MANDI BAHAUDDIN DISTRICT,Rural,Others,Roof,2415,86,511
MANDI BAHAUDDIN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,39542,8418,1747
MANDI BAHAUDDIN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1271,421,105
MANDI BAHAUDDIN DISTRICT,Urban,Wood / Bamboo,Wall,243,60,196
MANDI BAHAUDDIN DISTRICT,Urban,Others,Wall,357,95,62
MANDI BAHAUDDIN DISTRICT,Urban,Rcc / Rbc,Roof,21843,4589,650
MANDI BAHAUDDIN DISTRICT,Urban,Cement / Iron Sheets,Roof,2702,708,263
MANDI BAHAUDDIN DISTRICT,Urban,Garder / T.Iron,Roof,10120,2194,443
MANDI BAHAUDDIN DISTRICT,Urban,Wood / Bamboo,Roof,6199,1382,678
MANDI BAHAUDDIN DISTRICT,Urban,Others,Roof,549,121,76
MANSEHRA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,152432,9888,6997
MANSEHRA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,30620,2310,4831
MANSEHRA DISTRICT,Rural,Wood / Bamboo,Wall,1876,239,475
MANSEHRA DISTRICT,Rural,Others,Wall,3289,530,436
MANSEHRA DISTRICT,Rural,Rcc / Rbc,Roof,58734,5138,2032
MANSEHRA DISTRICT,Rural,Cement / Iron Sheets,Roof,105003,5587,5963
MANSEHRA DISTRICT,Rural,Garder / T.Iron,Roof,1390,165,194
MANSEHRA DISTRICT,Rural,Wood / Bamboo,Roof,18385,1505,3649
MANSEHRA DISTRICT,Rural,Others,Roof,4705,572,901
MANSEHRA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,12699,6863,615
MANSEHRA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,303,470,76
MANSEHRA DISTRICT,Urban,Wood / Bamboo,Wall,49,49,16
MANSEHRA DISTRICT,Urban,Others,Wall,86,60,21
MANSEHRA DISTRICT,Urban,Rcc / Rbc,Roof,9593,5061,433
MANSEHRA DISTRICT,Urban,Cement / Iron Sheets,Roof,2968,1861,196
MANSEHRA DISTRICT,Urban,Garder / T.Iron,Roof,169,64,12
MANSEHRA DISTRICT,Urban,Wood / Bamboo,Roof,291,350,54
MANSEHRA DISTRICT,Urban,Others,Roof,116,106,33
MARDAN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,170151,12501,8566
MARDAN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,33040,5374,13634
MARDAN DISTRICT,Rural,Wood / Bamboo,Wall,2035,345,1028
MARDAN DISTRICT,Rural,Others,Wall,2067,246,485
MARDAN DISTRICT,Rural,Rcc / Rbc,Roof,93273,6027,3350
MARDAN DISTRICT,Rural,Cement / Iron Sheets,Roof,16091,1015,839
MARDAN DISTRICT,Rural,Garder / T.Iron,Roof,41814,3277,2869
MARDAN DISTRICT,Rural,Wood / Bamboo,Roof,53558,7887,15953
MARDAN DISTRICT,Rural,Others,Roof,2557,260,702
MARDAN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,37923,13107,1014
MARDAN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2599,2210,420
MARDAN DISTRICT,Urban,Wood / Bamboo,Wall,198,185,216
MARDAN DISTRICT,Urban,Others,Wall,407,213,85
MARDAN DISTRICT,Urban,Rcc / Rbc,Roof,28459,8384,590
MARDAN DISTRICT,Urban,Cement / Iron Sheets,Roof,2216,871,74
MARDAN DISTRICT,Urban,Garder / T.Iron,Roof,4893,2542,408
MARDAN DISTRICT,Urban,Wood / Bamboo,Roof,4985,3572,586
MARDAN DISTRICT,Urban,Others,Roof,574,346,77
MASTUNG DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,1222,38,149
MASTUNG DISTRICT,Rural,Unbaked Bricks / Mud,Wall,23904,257,2525
MASTUNG DISTRICT,Rural,Wood / Bamboo,Wall,2881,57,426
MASTUNG DISTRICT,Rural,Others,Wall,1353,15,458
MASTUNG DISTRICT,Rural,Rcc / Rbc,Roof,335,11,91
MASTUNG DISTRICT,Rural,Cement / Iron Sheets,Roof,817,7,43
MASTUNG DISTRICT,Rural,Garder / T.Iron,Roof,6587,113,240
MASTUNG DISTRICT,Rural,Wood / Bamboo,Roof,20291,218,2751
MASTUNG DISTRICT,Rural,Others,Roof,1330,18,433
MASTUNG DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,981,56,49
MASTUNG DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2977,243,48
MASTUNG DISTRICT,Urban,Wood / Bamboo,Wall,469,62,5
MASTUNG DISTRICT,Urban,Others,Wall,82,5,1
MASTUNG DISTRICT,Urban,Rcc / Rbc,Roof,331,12,24
MASTUNG DISTRICT,Urban,Cement / Iron Sheets,Roof,466,23,25
MASTUNG DISTRICT,Urban,Garder / T.Iron,Roof,1862,112,20
MASTUNG DISTRICT,Urban,Wood / Bamboo,Roof,1776,217,33
MASTUNG DISTRICT,Urban,Others,Roof,74,2,1
MATIARI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,50065,304,3580
MATIARI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,25879,263,9639
MATIARI DISTRICT,Rural,Wood / Bamboo,Wall,11433,99,5979
MATIARI DISTRICT,Rural,Others,Wall,1527,26,1023
MATIARI DISTRICT,Rural,Rcc / Rbc,Roof,2857,38,189
MATIARI DISTRICT,Rural,Cement / Iron Sheets,Roof,3121,31,270
MATIARI DISTRICT,Rural,Garder / T.Iron,Roof,50063,293,3161
MATIARI DISTRICT,Rural,Wood / Bamboo,Roof,31516,301,15635
MATIARI DISTRICT,Rural,Others,Roof,1347,29,966
MATIARI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,22935,2321,928
MATIARI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3536,274,533
MATIARI DISTRICT,Urban,Wood / Bamboo,Wall,796,51,688
